"Plant_Simple";"Group";"Plot";"Subplot";"visits";"neigh.visits"
"CHMI";"Beetles";5;"A1";0;0
"HOMA";"Beetles";5;"A1";0;2
"LEMA";"Beetles";5;"A1";0;2
"ME";"Beetles";5;"A1";0;0
"PUPA";"Beetles";5;"A1";0;0
"RAPE";"Beetles";5;"A1";0;0
"CHFU";"Flies";5;"A1";0;1
"CHMI";"Flies";5;"A1";0;0
"HOMA";"Flies";5;"A1";0;0
"LEMA";"Flies";5;"A1";2;2
"ME";"Flies";5;"A1";0;0
"PUPA";"Flies";5;"A1";0;0
"RAPE";"Flies";5;"A1";0;0
"CHFU";"Butterflies";5;"A1";0;0
"CHMI";"Butterflies";5;"A1";0;0
"HOMA";"Butterflies";5;"A1";0;0
"LEMA";"Butterflies";5;"A1";0;0
"ME";"Butterflies";5;"A1";0;0
"PUPA";"Butterflies";5;"A1";0;0
"RAPE";"Butterflies";5;"A1";0;0
"CHFU";"Bees";9;"A1";0;0
"CHMI";"Bees";9;"A1";0;0
"HOMA";"Bees";9;"A1";0;0
"LEMA";"Bees";9;"A1";0;0
"ME";"Bees";9;"A1";0;0
"PUPA";"Bees";9;"A1";0;0
"RAPE";"Bees";9;"A1";0;0
"CHFU";"Beetles";9;"A1";0;0
"CHMI";"Beetles";9;"A1";0;0
"HOMA";"Beetles";9;"A1";0;1
"LEMA";"Beetles";9;"A1";0;0
"ME";"Beetles";9;"A1";0;0
"PUPA";"Beetles";9;"A1";0;0
"RAPE";"Beetles";9;"A1";0;0
"CHFU";"Flies";9;"A1";0;3
"CHMI";"Flies";9;"A1";0;0
"HOMA";"Flies";9;"A1";0;0
"LEMA";"Flies";9;"A1";0;0
"ME";"Flies";9;"A1";0;0
"PUPA";"Flies";9;"A1";0;0
"RAPE";"Flies";9;"A1";0;0
"CHFU";"Butterflies";9;"A1";0;0
"CHMI";"Butterflies";9;"A1";0;0
"HOMA";"Butterflies";9;"A1";0;0
"LEMA";"Butterflies";9;"A1";0;0
"ME";"Butterflies";9;"A1";0;0
"PUPA";"Butterflies";9;"A1";0;0
"RAPE";"Butterflies";9;"A1";0;0
"CHFU";"Bees";1;"A1";0;0
"CHMI";"Bees";1;"A1";0;0
"HOMA";"Bees";1;"A1";0;0
"LEMA";"Bees";1;"A1";0;0
"ME";"Bees";1;"A1";0;0
"PUPA";"Bees";1;"A1";0;0
"RAPE";"Bees";1;"A1";0;0
"CHFU";"Beetles";1;"A1";0;0
"CHMI";"Beetles";1;"A1";0;0
"HOMA";"Beetles";1;"A1";1;2
"LEMA";"Beetles";1;"A1";0;0
"ME";"Beetles";1;"A1";0;0
"PUPA";"Beetles";1;"A1";0;0
"RAPE";"Beetles";1;"A1";0;0
"CHFU";"Flies";1;"A1";0;0
"CHMI";"Flies";1;"A1";0;0
"HOMA";"Flies";1;"A1";0;0
"LEMA";"Flies";1;"A1";0;2
"ME";"Flies";1;"A1";0;0
"PUPA";"Flies";1;"A1";0;0
"RAPE";"Flies";1;"A1";0;0
"CHFU";"Butterflies";1;"A1";0;0
"CHMI";"Butterflies";1;"A1";0;0
"HOMA";"Butterflies";1;"A1";0;0
"LEMA";"Butterflies";1;"A1";0;0
"ME";"Butterflies";1;"A1";0;0
"PUPA";"Butterflies";1;"A1";0;0
"RAPE";"Butterflies";1;"A1";0;0
"CHFU";"Bees";2;"A1";0;0
"CHMI";"Bees";2;"A1";0;0
"HOMA";"Bees";2;"A1";0;0
"LEMA";"Bees";2;"A1";0;0
"ME";"Bees";2;"A1";0;0
"PUPA";"Bees";2;"A1";0;0
"RAPE";"Bees";2;"A1";0;0
"CHFU";"Beetles";2;"A1";0;0
"CHMI";"Beetles";2;"A1";0;0
"HOMA";"Beetles";2;"A1";0;0
"LEMA";"Beetles";2;"A1";0;3
"ME";"Beetles";2;"A1";0;0
"PUPA";"Beetles";2;"A1";0;0
"RAPE";"Beetles";2;"A1";0;0
"CHFU";"Flies";2;"A1";0;1
"CHMI";"Flies";2;"A1";0;0
"HOMA";"Flies";2;"A1";0;0
"LEMA";"Flies";2;"A1";1;0
"ME";"Flies";2;"A1";0;0
"PUPA";"Flies";2;"A1";0;0
"RAPE";"Flies";2;"A1";0;0
"CHFU";"Butterflies";2;"A1";0;0
"CHMI";"Butterflies";2;"A1";0;0
"HOMA";"Butterflies";2;"A1";0;0
"LEMA";"Butterflies";2;"A1";0;0
"ME";"Butterflies";2;"A1";0;0
"PUPA";"Butterflies";2;"A1";0;0
"RAPE";"Butterflies";2;"A1";0;0
"CHFU";"Bees";4;"A1";0;0
"CHMI";"Bees";4;"A1";0;0
"HOMA";"Bees";4;"A1";0;0
"LEMA";"Bees";4;"A1";0;0
"ME";"Bees";4;"A1";0;0
"PUPA";"Bees";4;"A1";0;0
"RAPE";"Bees";4;"A1";0;0
"CHFU";"Beetles";4;"A1";0;0
"CHMI";"Beetles";4;"A1";0;0
"HOMA";"Beetles";4;"A1";0;1
"LEMA";"Beetles";4;"A1";0;3
"ME";"Beetles";4;"A1";0;0
"PUPA";"Beetles";4;"A1";0;0
"RAPE";"Beetles";4;"A1";0;0
"CHFU";"Flies";4;"A1";0;1
"CHMI";"Flies";4;"A1";0;0
"HOMA";"Flies";4;"A1";0;0
"LEMA";"Flies";4;"A1";0;1
"ME";"Flies";4;"A1";0;0
"PUPA";"Flies";4;"A1";0;0
"RAPE";"Flies";4;"A1";0;0
"CHFU";"Butterflies";4;"A1";0;0
"CHMI";"Butterflies";4;"A1";0;0
"HOMA";"Butterflies";4;"A1";0;0
"LEMA";"Butterflies";4;"A1";0;0
"ME";"Butterflies";4;"A1";0;0
"PUPA";"Butterflies";4;"A1";0;0
"RAPE";"Butterflies";4;"A1";0;0
"CHFU";"Bees";7;"A1";0;0
"CHMI";"Bees";7;"A1";0;0
"HOMA";"Bees";7;"A1";0;0
"LEMA";"Bees";7;"A1";0;0
"ME";"Bees";7;"A1";0;0
"PUPA";"Bees";7;"A1";0;0
"RAPE";"Bees";7;"A1";0;0
"CHFU";"Beetles";7;"A1";0;0
"CHMI";"Beetles";7;"A1";0;0
"HOMA";"Beetles";7;"A1";0;0
"LEMA";"Beetles";7;"A1";0;0
"ME";"Beetles";7;"A1";0;0
"PUPA";"Beetles";7;"A1";0;0
"RAPE";"Beetles";7;"A1";0;0
"CHFU";"Flies";7;"A1";0;0
"CHMI";"Flies";7;"A1";0;0
"HOMA";"Flies";7;"A1";0;0
"LEMA";"Flies";7;"A1";0;0
"ME";"Flies";7;"A1";0;0
"PUPA";"Flies";7;"A1";0;0
"RAPE";"Flies";7;"A1";0;0
"CHFU";"Butterflies";7;"A1";0;0
"CHMI";"Butterflies";7;"A1";0;0
"HOMA";"Butterflies";7;"A1";0;0
"LEMA";"Butterflies";7;"A1";0;0
"ME";"Butterflies";7;"A1";0;0
"PUPA";"Butterflies";7;"A1";0;0
"RAPE";"Butterflies";7;"A1";0;0
"CHFU";"Bees";6;"C1";0;0
"CHMI";"Bees";6;"C1";0;0
"HOMA";"Bees";6;"C1";0;0
"LEMA";"Bees";6;"C1";0;1
"ME";"Bees";6;"C1";0;0
"PUPA";"Bees";6;"C1";0;0
"RAPE";"Bees";6;"C1";0;0
"CHFU";"Beetles";6;"C1";0;0
"CHMI";"Beetles";6;"C1";0;0
"HOMA";"Beetles";6;"C1";0;0
"LEMA";"Beetles";6;"C1";0;1
"ME";"Beetles";6;"C1";0;0
"PUPA";"Beetles";6;"C1";0;0
"RAPE";"Beetles";6;"C1";0;0
"CHFU";"Flies";6;"C1";0;0
"CHMI";"Flies";6;"C1";0;0
"HOMA";"Flies";6;"C1";0;0
"LEMA";"Flies";6;"C1";2;1
"ME";"Flies";6;"C1";0;0
"PUPA";"Flies";6;"C1";0;0
"RAPE";"Flies";6;"C1";0;0
"CHFU";"Butterflies";6;"C1";0;0
"CHMI";"Butterflies";6;"C1";0;0
"HOMA";"Butterflies";6;"C1";0;0
"LEMA";"Butterflies";6;"C1";0;0
"ME";"Butterflies";6;"C1";0;0
"PUPA";"Butterflies";6;"C1";0;0
"RAPE";"Butterflies";6;"C1";0;0
"CHFU";"Bees";8;"C1";0;0
"CHMI";"Bees";8;"C1";0;0
"HOMA";"Bees";8;"C1";0;0
"LEMA";"Bees";8;"C1";0;0
"ME";"Bees";8;"C1";0;0
"PUPA";"Bees";8;"C1";0;0
"RAPE";"Bees";8;"C1";0;0
"CHFU";"Beetles";8;"C1";0;0
"CHMI";"Beetles";8;"C1";0;0
"HOMA";"Beetles";8;"C1";0;0
"LEMA";"Beetles";8;"C1";1;5
"ME";"Beetles";8;"C1";0;0
"PUPA";"Beetles";8;"C1";0;0
"RAPE";"Beetles";8;"C1";0;0
"CHFU";"Flies";8;"C1";0;5
"CHMI";"Flies";8;"C1";0;0
"HOMA";"Flies";8;"C1";0;0
"LEMA";"Flies";8;"C1";0;1
"ME";"Flies";8;"C1";0;0
"PUPA";"Flies";8;"C1";0;2
"RAPE";"Flies";8;"C1";0;0
"CHFU";"Butterflies";8;"C1";0;0
"CHMI";"Butterflies";8;"C1";0;0
"HOMA";"Butterflies";8;"C1";0;0
"LEMA";"Butterflies";8;"C1";0;0
"ME";"Butterflies";8;"C1";0;0
"PUPA";"Butterflies";8;"C1";0;1
"RAPE";"Butterflies";8;"C1";0;0
"CHFU";"Bees";3;"C1";0;0
"CHMI";"Bees";3;"C1";0;0
"HOMA";"Bees";3;"C1";0;0
"LEMA";"Bees";3;"C1";0;0
"ME";"Bees";3;"C1";0;0
"PUPA";"Bees";3;"C1";0;0
"RAPE";"Bees";3;"C1";0;0
"CHFU";"Beetles";3;"C1";0;1
"CHMI";"Beetles";3;"C1";0;0
"HOMA";"Beetles";3;"C1";1;0
"LEMA";"Beetles";3;"C1";0;3
"ME";"Beetles";3;"C1";0;0
"PUPA";"Beetles";3;"C1";0;0
"RAPE";"Beetles";3;"C1";0;0
"CHFU";"Flies";3;"C1";0;0
"CHMI";"Flies";3;"C1";0;0
"HOMA";"Flies";3;"C1";0;0
"LEMA";"Flies";3;"C1";0;0
"ME";"Flies";3;"C1";0;0
"PUPA";"Flies";3;"C1";0;0
"RAPE";"Flies";3;"C1";0;0
"CHFU";"Butterflies";3;"C1";0;0
"CHMI";"Butterflies";3;"C1";0;0
"HOMA";"Butterflies";3;"C1";0;0
"LEMA";"Butterflies";3;"C1";0;0
"ME";"Butterflies";3;"C1";0;0
"PUPA";"Butterflies";3;"C1";0;0
"RAPE";"Butterflies";3;"C1";0;0
"CHFU";"Bees";5;"C1";0;0
"CHMI";"Bees";5;"C1";0;0
"HOMA";"Bees";5;"C1";0;0
"LEMA";"Bees";5;"C1";0;0
"ME";"Bees";5;"C1";0;0
"PUPA";"Bees";5;"C1";0;0
"RAPE";"Bees";5;"C1";0;0
"CHFU";"Beetles";5;"C1";0;0
"CHMI";"Beetles";5;"C1";0;0
"HOMA";"Beetles";5;"C1";0;2
"LEMA";"Beetles";5;"C1";2;4
"ME";"Beetles";5;"C1";0;0
"PUPA";"Beetles";5;"C1";0;0
"RAPE";"Beetles";5;"C1";0;0
"CHFU";"Flies";5;"C1";0;3
"CHMI";"Flies";5;"C1";0;0
"HOMA";"Flies";5;"C1";0;0
"LEMA";"Flies";5;"C1";2;6
"ME";"Flies";5;"C1";0;0
"PUPA";"Flies";5;"C1";0;0
"RAPE";"Flies";5;"C1";0;0
"CHFU";"Butterflies";5;"C1";0;0
"CHMI";"Butterflies";5;"C1";0;0
"HOMA";"Butterflies";5;"C1";0;0
"LEMA";"Butterflies";5;"C1";0;0
"ME";"Butterflies";5;"C1";0;0
"PUPA";"Butterflies";5;"C1";0;0
"RAPE";"Butterflies";5;"C1";0;0
"CHFU";"Bees";9;"C1";0;0
"CHMI";"Bees";9;"C1";0;0
"HOMA";"Bees";9;"C1";0;0
"LEMA";"Bees";9;"C1";0;0
"ME";"Bees";9;"C1";0;0
"PUPA";"Bees";9;"C1";0;0
"RAPE";"Bees";9;"C1";0;0
"CHFU";"Beetles";9;"C1";0;0
"CHMI";"Beetles";9;"C1";0;0
"HOMA";"Beetles";9;"C1";0;1
"LEMA";"Beetles";9;"C1";0;1
"ME";"Beetles";9;"C1";0;0
"PUPA";"Beetles";9;"C1";0;0
"RAPE";"Beetles";9;"C1";0;0
"CHFU";"Flies";9;"C1";0;0
"CHMI";"Flies";9;"C1";0;0
"HOMA";"Flies";9;"C1";0;0
"LEMA";"Flies";9;"C1";0;1
"ME";"Flies";9;"C1";0;0
"PUPA";"Flies";9;"C1";0;0
"RAPE";"Flies";9;"C1";0;0
"CHFU";"Butterflies";9;"C1";0;0
"CHMI";"Butterflies";9;"C1";0;0
"HOMA";"Butterflies";9;"C1";0;0
"LEMA";"Butterflies";9;"C1";0;0
"ME";"Butterflies";9;"C1";0;0
"PUPA";"Butterflies";9;"C1";0;0
"RAPE";"Butterflies";9;"C1";0;0
"CHFU";"Bees";1;"C1";0;0
"CHMI";"Bees";1;"C1";0;0
"HOMA";"Bees";1;"C1";0;0
"LEMA";"Bees";1;"C1";0;0
"ME";"Bees";1;"C1";0;0
"PUPA";"Bees";1;"C1";0;0
"RAPE";"Bees";1;"C1";0;0
"CHFU";"Beetles";1;"C1";0;0
"CHMI";"Beetles";1;"C1";0;0
"HOMA";"Beetles";1;"C1";1;2
"LEMA";"Beetles";1;"C1";0;6
"ME";"Beetles";1;"C1";0;0
"PUPA";"Beetles";1;"C1";0;0
"RAPE";"Beetles";1;"C1";0;0
"CHFU";"Flies";1;"C1";0;0
"CHMI";"Flies";1;"C1";0;0
"HOMA";"Flies";1;"C1";0;0
"LEMA";"Flies";1;"C1";0;1
"ME";"Flies";1;"C1";0;0
"PUPA";"Flies";1;"C1";0;0
"RAPE";"Flies";1;"C1";0;0
"CHFU";"Butterflies";1;"C1";0;0
"CHMI";"Butterflies";1;"C1";0;0
"HOMA";"Butterflies";1;"C1";0;0
"LEMA";"Butterflies";1;"C1";0;0
"ME";"Butterflies";1;"C1";0;0
"PUPA";"Butterflies";1;"C1";0;0
"RAPE";"Butterflies";1;"C1";0;0
"CHFU";"Bees";2;"C1";0;0
"CHMI";"Bees";2;"C1";0;0
"HOMA";"Bees";2;"C1";0;0
"LEMA";"Bees";2;"C1";0;0
"ME";"Bees";2;"C1";0;1
"PUPA";"Bees";2;"C1";0;0
"RAPE";"Bees";2;"C1";0;0
"CHFU";"Beetles";2;"C1";0;0
"CHMI";"Beetles";2;"C1";0;0
"HOMA";"Beetles";2;"C1";0;0
"LEMA";"Beetles";2;"C1";1;5
"ME";"Beetles";2;"C1";0;0
"PUPA";"Beetles";2;"C1";0;0
"RAPE";"Beetles";2;"C1";0;0
"CHFU";"Flies";2;"C1";0;1
"CHMI";"Flies";2;"C1";0;0
"HOMA";"Flies";2;"C1";0;0
"LEMA";"Flies";2;"C1";2;3
"ME";"Flies";2;"C1";0;0
"PUPA";"Flies";2;"C1";0;0
"RAPE";"Flies";2;"C1";0;0
"CHFU";"Butterflies";2;"C1";0;0
"CHMI";"Butterflies";2;"C1";0;0
"HOMA";"Butterflies";2;"C1";0;0
"LEMA";"Butterflies";2;"C1";0;0
"ME";"Butterflies";2;"C1";0;0
"PUPA";"Butterflies";2;"C1";0;0
"RAPE";"Butterflies";2;"C1";0;0
"CHFU";"Bees";4;"C1";0;0
"CHMI";"Bees";4;"C1";0;0
"HOMA";"Bees";4;"C1";0;0
"LEMA";"Bees";4;"C1";0;0
"ME";"Bees";4;"C1";0;0
"PUPA";"Bees";4;"C1";0;0
"RAPE";"Bees";4;"C1";0;0
"CHFU";"Beetles";4;"C1";0;0
"CHMI";"Beetles";4;"C1";0;0
"HOMA";"Beetles";4;"C1";0;2
"LEMA";"Beetles";4;"C1";0;6
"ME";"Beetles";4;"C1";0;0
"PUPA";"Beetles";4;"C1";0;0
"RAPE";"Beetles";4;"C1";0;0
"CHFU";"Flies";4;"C1";0;1
"CHMI";"Flies";4;"C1";0;0
"HOMA";"Flies";4;"C1";0;0
"LEMA";"Flies";4;"C1";0;1
"ME";"Flies";4;"C1";0;0
"PUPA";"Flies";4;"C1";0;0
"RAPE";"Flies";4;"C1";0;0
"CHFU";"Butterflies";4;"C1";0;0
"CHMI";"Butterflies";4;"C1";0;0
"HOMA";"Butterflies";4;"C1";0;0
"LEMA";"Butterflies";4;"C1";0;0
"ME";"Butterflies";4;"C1";0;0
"PUPA";"Butterflies";4;"C1";0;0
"RAPE";"Butterflies";4;"C1";0;0
"CHFU";"Bees";7;"C1";0;0
"CHMI";"Bees";7;"C1";0;0
"HOMA";"Bees";7;"C1";0;0
"LEMA";"Bees";7;"C1";0;0
"ME";"Bees";7;"C1";0;0
"PUPA";"Bees";7;"C1";0;0
"RAPE";"Bees";7;"C1";0;0
"CHFU";"Beetles";7;"C1";0;0
"CHMI";"Beetles";7;"C1";0;1
"HOMA";"Beetles";7;"C1";1;0
"LEMA";"Beetles";7;"C1";0;4
"ME";"Beetles";7;"C1";0;0
"PUPA";"Beetles";7;"C1";0;0
"RAPE";"Beetles";7;"C1";0;0
"CHFU";"Flies";7;"C1";0;3
"CHMI";"Flies";7;"C1";0;0
"HOMA";"Flies";7;"C1";0;0
"LEMA";"Flies";7;"C1";2;3
"ME";"Flies";7;"C1";0;1
"PUPA";"Flies";7;"C1";0;1
"RAPE";"Flies";7;"C1";0;0
"CHFU";"Butterflies";7;"C1";0;0
"CHMI";"Butterflies";7;"C1";0;0
"HOMA";"Butterflies";7;"C1";0;0
"LEMA";"Butterflies";7;"C1";0;0
"ME";"Butterflies";7;"C1";0;0
"PUPA";"Butterflies";7;"C1";0;0
"RAPE";"Butterflies";7;"C1";0;0
"CHFU";"Bees";6;"F6";0;0
"CHMI";"Bees";6;"F6";0;0
"HOMA";"Bees";6;"F6";0;0
"LEMA";"Bees";6;"F6";0;0
"ME";"Bees";6;"F6";0;0
"PUPA";"Bees";6;"F6";0;0
"RAPE";"Bees";6;"F6";0;0
"CHFU";"Beetles";6;"F6";0;0
"CHMI";"Beetles";6;"F6";0;0
"HOMA";"Beetles";6;"F6";0;0
"LEMA";"Beetles";6;"F6";2;0
"ME";"Beetles";6;"F6";0;0
"PUPA";"Beetles";6;"F6";0;0
"RAPE";"Beetles";6;"F6";0;0
"CHFU";"Flies";6;"F6";0;0
"CHMI";"Flies";6;"F6";0;0
"HOMA";"Flies";6;"F6";0;0
"LEMA";"Flies";6;"F6";0;0
"ME";"Flies";6;"F6";0;1
"PUPA";"Flies";6;"F6";0;0
"RAPE";"Flies";6;"F6";0;0
"CHFU";"Butterflies";6;"F6";0;0
"CHMI";"Butterflies";6;"F6";0;0
"HOMA";"Butterflies";6;"F6";0;0
"LEMA";"Butterflies";6;"F6";0;0
"ME";"Butterflies";6;"F6";0;0
"PUPA";"Butterflies";6;"F6";0;0
"RAPE";"Butterflies";6;"F6";0;0
"CHFU";"Bees";8;"F6";0;0
"CHMI";"Bees";8;"F6";0;0
"HOMA";"Bees";8;"F6";0;0
"LEMA";"Bees";8;"F6";0;0
"ME";"Bees";8;"F6";0;1
"PUPA";"Bees";8;"F6";0;1
"RAPE";"Bees";8;"F6";0;0
"CHFU";"Beetles";8;"F6";0;0
"CHMI";"Beetles";8;"F6";0;0
"HOMA";"Beetles";8;"F6";0;0
"LEMA";"Beetles";8;"F6";0;1
"ME";"Beetles";8;"F6";0;0
"PUPA";"Beetles";8;"F6";0;0
"RAPE";"Beetles";8;"F6";0;0
"CHFU";"Flies";8;"F6";0;0
"CHMI";"Flies";8;"F6";0;0
"HOMA";"Flies";8;"F6";0;0
"LEMA";"Flies";8;"F6";0;0
"ME";"Flies";8;"F6";0;0
"PUPA";"Flies";8;"F6";0;0
"RAPE";"Flies";8;"F6";0;0
"CHFU";"Butterflies";8;"F6";0;0
"CHMI";"Butterflies";8;"F6";0;0
"HOMA";"Butterflies";8;"F6";0;0
"LEMA";"Butterflies";8;"F6";0;0
"ME";"Butterflies";8;"F6";0;0
"PUPA";"Butterflies";8;"F6";0;1
"RAPE";"Butterflies";8;"F6";0;0
"CHFU";"Bees";3;"F6";0;0
"CHMI";"Bees";3;"F6";0;0
"HOMA";"Bees";3;"F6";0;0
"LEMA";"Bees";3;"F6";0;1
"ME";"Bees";3;"F6";0;0
"PUPA";"Bees";3;"F6";0;0
"RAPE";"Bees";3;"F6";0;0
"CHFU";"Beetles";3;"F6";0;0
"CHMI";"Beetles";3;"F6";0;0
"HOMA";"Beetles";3;"F6";0;0
"LEMA";"Beetles";3;"F6";0;7
"ME";"Beetles";3;"F6";0;0
"PUPA";"Beetles";3;"F6";0;0
"RAPE";"Beetles";3;"F6";0;0
"CHFU";"Flies";3;"F6";0;0
"CHMI";"Flies";3;"F6";0;0
"HOMA";"Flies";3;"F6";0;0
"LEMA";"Flies";3;"F6";0;0
"ME";"Flies";3;"F6";0;0
"PUPA";"Flies";3;"F6";0;0
"RAPE";"Flies";3;"F6";0;0
"CHFU";"Butterflies";3;"F6";0;0
"CHMI";"Butterflies";3;"F6";0;0
"HOMA";"Butterflies";3;"F6";0;0
"LEMA";"Butterflies";3;"F6";0;0
"ME";"Butterflies";3;"F6";0;0
"PUPA";"Butterflies";3;"F6";0;0
"RAPE";"Butterflies";3;"F6";0;0
"CHFU";"Bees";5;"F6";0;0
"CHMI";"Bees";5;"F6";0;0
"HOMA";"Bees";5;"F6";0;0
"LEMA";"Bees";5;"F6";0;0
"ME";"Bees";5;"F6";0;0
"PUPA";"Bees";5;"F6";0;0
"RAPE";"Bees";5;"F6";0;0
"CHFU";"Beetles";5;"F6";0;0
"CHMI";"Beetles";5;"F6";0;0
"HOMA";"Beetles";5;"F6";0;0
"LEMA";"Beetles";5;"F6";0;1
"ME";"Beetles";5;"F6";0;0
"PUPA";"Beetles";5;"F6";0;0
"RAPE";"Beetles";5;"F6";0;0
"CHFU";"Flies";5;"F6";0;0
"CHMI";"Flies";5;"F6";0;0
"HOMA";"Flies";5;"F6";0;0
"LEMA";"Flies";5;"F6";0;0
"ME";"Flies";5;"F6";0;0
"PUPA";"Flies";5;"F6";0;0
"RAPE";"Flies";5;"F6";0;0
"CHFU";"Butterflies";5;"F6";0;0
"CHMI";"Butterflies";5;"F6";0;0
"HOMA";"Butterflies";5;"F6";0;0
"LEMA";"Butterflies";5;"F6";0;0
"ME";"Butterflies";5;"F6";0;0
"PUPA";"Butterflies";5;"F6";0;0
"RAPE";"Butterflies";5;"F6";0;0
"CHFU";"Bees";9;"F6";0;0
"CHMI";"Bees";9;"F6";0;0
"HOMA";"Bees";9;"F6";0;0
"LEMA";"Bees";9;"F6";0;0
"ME";"Bees";9;"F6";0;0
"PUPA";"Bees";9;"F6";0;0
"RAPE";"Bees";9;"F6";0;0
"CHFU";"Beetles";9;"F6";0;0
"CHMI";"Beetles";9;"F6";0;0
"HOMA";"Beetles";9;"F6";0;0
"LEMA";"Beetles";9;"F6";2;5
"ME";"Beetles";9;"F6";0;0
"PUPA";"Beetles";9;"F6";0;0
"RAPE";"Beetles";9;"F6";0;0
"CHFU";"Flies";9;"F6";0;0
"CHMI";"Flies";9;"F6";0;0
"HOMA";"Flies";9;"F6";0;0
"LEMA";"Flies";9;"F6";0;0
"ME";"Flies";9;"F6";0;1
"PUPA";"Flies";9;"F6";0;0
"RAPE";"Flies";9;"F6";0;0
"CHFU";"Butterflies";9;"F6";0;0
"CHMI";"Butterflies";9;"F6";0;0
"HOMA";"Butterflies";9;"F6";0;0
"LEMA";"Butterflies";9;"F6";0;0
"ME";"Butterflies";9;"F6";0;0
"PUPA";"Butterflies";9;"F6";0;0
"RAPE";"Butterflies";9;"F6";0;0
"CHFU";"Bees";1;"F6";0;0
"CHMI";"Bees";1;"F6";0;0
"HOMA";"Bees";1;"F6";0;0
"LEMA";"Bees";1;"F6";0;0
"ME";"Bees";1;"F6";0;0
"PUPA";"Bees";1;"F6";0;0
"RAPE";"Bees";1;"F6";0;0
"CHFU";"Beetles";1;"F6";0;0
"CHMI";"Beetles";1;"F6";0;0
"HOMA";"Beetles";1;"F6";1;1
"LEMA";"Beetles";1;"F6";0;2
"ME";"Beetles";1;"F6";0;0
"PUPA";"Beetles";1;"F6";0;0
"RAPE";"Beetles";1;"F6";0;0
"CHFU";"Flies";1;"F6";0;1
"CHMI";"Flies";1;"F6";0;0
"HOMA";"Flies";1;"F6";0;0
"LEMA";"Flies";1;"F6";0;0
"ME";"Flies";1;"F6";0;0
"PUPA";"Flies";1;"F6";0;0
"RAPE";"Flies";1;"F6";0;0
"CHFU";"Butterflies";1;"F6";0;0
"CHMI";"Butterflies";1;"F6";0;0
"HOMA";"Butterflies";1;"F6";0;0
"LEMA";"Butterflies";1;"F6";0;0
"ME";"Butterflies";1;"F6";0;0
"PUPA";"Butterflies";1;"F6";0;0
"RAPE";"Butterflies";1;"F6";0;0
"CHFU";"Bees";2;"F6";0;0
"CHMI";"Bees";2;"F6";0;0
"HOMA";"Bees";2;"F6";0;0
"LEMA";"Bees";2;"F6";0;0
"ME";"Bees";2;"F6";0;0
"PUPA";"Bees";2;"F6";0;0
"RAPE";"Bees";2;"F6";0;0
"CHFU";"Beetles";2;"F6";0;0
"CHMI";"Beetles";2;"F6";0;0
"HOMA";"Beetles";2;"F6";0;0
"LEMA";"Beetles";2;"F6";3;6
"ME";"Beetles";2;"F6";0;0
"PUPA";"Beetles";2;"F6";0;0
"RAPE";"Beetles";2;"F6";0;0
"CHFU";"Flies";2;"F6";0;0
"CHMI";"Flies";2;"F6";0;0
"HOMA";"Flies";2;"F6";0;0
"LEMA";"Flies";2;"F6";1;2
"ME";"Flies";2;"F6";0;0
"PUPA";"Flies";2;"F6";0;0
"RAPE";"Flies";2;"F6";0;0
"CHFU";"Butterflies";2;"F6";0;0
"CHMI";"Butterflies";2;"F6";0;0
"HOMA";"Butterflies";2;"F6";0;0
"LEMA";"Butterflies";2;"F6";0;0
"ME";"Butterflies";2;"F6";0;0
"PUPA";"Butterflies";2;"F6";0;0
"RAPE";"Butterflies";2;"F6";0;0
"CHFU";"Bees";4;"F6";0;0
"CHMI";"Bees";4;"F6";0;0
"HOMA";"Bees";4;"F6";0;0
"LEMA";"Bees";4;"F6";0;0
"ME";"Bees";4;"F6";0;0
"PUPA";"Bees";4;"F6";0;0
"RAPE";"Bees";4;"F6";0;0
"CHFU";"Beetles";4;"F6";0;0
"CHMI";"Beetles";4;"F6";0;0
"HOMA";"Beetles";4;"F6";0;0
"LEMA";"Beetles";4;"F6";2;0
"ME";"Beetles";4;"F6";0;0
"PUPA";"Beetles";4;"F6";0;0
"RAPE";"Beetles";4;"F6";0;0
"CHFU";"Flies";4;"F6";0;0
"CHMI";"Flies";4;"F6";0;0
"HOMA";"Flies";4;"F6";0;0
"LEMA";"Flies";4;"F6";0;0
"ME";"Flies";4;"F6";0;0
"PUPA";"Flies";4;"F6";0;0
"RAPE";"Flies";4;"F6";0;0
"CHFU";"Butterflies";4;"F6";0;0
"CHMI";"Butterflies";4;"F6";0;0
"HOMA";"Butterflies";4;"F6";0;0
"LEMA";"Butterflies";4;"F6";0;0
"ME";"Butterflies";4;"F6";0;0
"PUPA";"Butterflies";4;"F6";0;0
"RAPE";"Butterflies";4;"F6";0;0
"CHFU";"Bees";7;"F6";0;0
"CHMI";"Bees";7;"F6";0;0
"HOMA";"Bees";7;"F6";0;0
"LEMA";"Bees";7;"F6";0;0
"ME";"Bees";7;"F6";0;0
"PUPA";"Bees";7;"F6";0;0
"RAPE";"Bees";7;"F6";0;2
"CHFU";"Beetles";7;"F6";0;0
"CHMI";"Beetles";7;"F6";0;1
"HOMA";"Beetles";7;"F6";0;0
"LEMA";"Beetles";7;"F6";0;1
"ME";"Beetles";7;"F6";0;0
"PUPA";"Beetles";7;"F6";0;0
"RAPE";"Beetles";7;"F6";0;0
