"year";"plot";"subplot";"focal";"distance";"neigh_intra";"neigh_inter";"edge"
2016;3;"E6";"LEMA";"d1";1;0;TRUE
2016;3;"F1";"LEMA";"d1";6;0;TRUE
2016;3;"F2";"LEMA";"d1";3;0;TRUE
2016;3;"F3";"LEMA";"d1";2;0;TRUE
2016;3;"F4";"LEMA";"d1";5;0;TRUE
2016;3;"F5";"LEMA";"d1";11;0;TRUE
2016;3;"F6";"LEMA";"d1";4;0;TRUE
2016;4;"A1";"LEMA";"d1";0;0;TRUE
2016;4;"A2";"LEMA";"d1";2;0;TRUE
2016;4;"A3";"LEMA";"d1";1;0;TRUE
2016;4;"A4";"LEMA";"d1";0;0;TRUE
2016;4;"A5";"LEMA";"d1";1;0;TRUE
2016;4;"A6";"LEMA";"d1";0;0;TRUE
2016;4;"B1";"LEMA";"d1";1;0;TRUE
2016;4;"B2";"LEMA";"d1";0;0;FALSE
2016;4;"B3";"LEMA";"d1";0;0;FALSE
2016;4;"B4";"LEMA";"d1";0;0;FALSE
2016;4;"B5";"LEMA";"d1";0;0;FALSE
2016;4;"B6";"LEMA";"d1";1;0;TRUE
2016;4;"C1";"LEMA";"d1";6;0;TRUE
2016;4;"C2";"LEMA";"d1";1;0;FALSE
2016;4;"C3";"LEMA";"d1";1;0;FALSE
2016;4;"C4";"LEMA";"d1";1;0;FALSE
2016;4;"C5";"LEMA";"d1";1;0;FALSE
2016;4;"C6";"LEMA";"d1";1;0;TRUE
2016;4;"D1";"LEMA";"d1";1;0;TRUE
2016;4;"D2";"LEMA";"d1";2;0;FALSE
2016;4;"D3";"LEMA";"d1";1;0;FALSE
2016;4;"D4";"LEMA";"d1";2;0;FALSE
2016;4;"D5";"LEMA";"d1";0;0;FALSE
2016;4;"D6";"LEMA";"d1";0;0;TRUE
2016;4;"E1";"LEMA";"d1";1;0;TRUE
2016;4;"E2";"LEMA";"d1";6;0;FALSE
2016;4;"E3";"LEMA";"d1";1;0;FALSE
2016;4;"E4";"LEMA";"d1";2;0;FALSE
2016;4;"E5";"LEMA";"d1";0;0;FALSE
2016;4;"E6";"LEMA";"d1";2;0;TRUE
2016;4;"F1";"LEMA";"d1";4;0;TRUE
2016;4;"F2";"LEMA";"d1";1;0;TRUE
2016;4;"F3";"LEMA";"d1";2;0;TRUE
2016;4;"F4";"LEMA";"d1";2;0;TRUE
2016;4;"F5";"LEMA";"d1";1;0;TRUE
2016;4;"F6";"LEMA";"d1";1;0;TRUE
2016;5;"A1";"LEMA";"d1";0;0;TRUE
2016;5;"A2";"LEMA";"d1";0;0;TRUE
2016;5;"A3";"LEMA";"d1";0;0;TRUE
2016;5;"A4";"LEMA";"d1";0;0;TRUE
2016;5;"A6";"LEMA";"d1";0;0;TRUE
2016;5;"B1";"LEMA";"d1";1;0;TRUE
2016;5;"B2";"LEMA";"d1";1;0;FALSE
2016;5;"B3";"LEMA";"d1";1;0;FALSE
2016;5;"B4";"LEMA";"d1";2;0;FALSE
2016;5;"B5";"LEMA";"d1";0;0;FALSE
2016;5;"C1";"LEMA";"d1";1;0;TRUE
2016;5;"C2";"LEMA";"d1";0;0;FALSE
2016;5;"C3";"LEMA";"d1";1;0;FALSE
2016;5;"C4";"LEMA";"d1";1;0;FALSE
2016;5;"C6";"LEMA";"d1";0;0;TRUE
2016;5;"D1";"LEMA";"d1";0;0;TRUE
2016;5;"D2";"LEMA";"d1";1;0;FALSE
2016;5;"D3";"LEMA";"d1";0;0;FALSE
2016;5;"D4";"LEMA";"d1";0;0;FALSE
2016;5;"D5";"LEMA";"d1";0;0;FALSE
2016;5;"D6";"LEMA";"d1";0;0;TRUE
2016;5;"E1";"LEMA";"d1";1;0;TRUE
2016;5;"E2";"LEMA";"d1";2;0;FALSE
2016;5;"E3";"LEMA";"d1";1;0;FALSE
2016;5;"E4";"LEMA";"d1";0;0;FALSE
2016;5;"E5";"LEMA";"d1";1;0;FALSE
2016;5;"E6";"LEMA";"d1";0;0;TRUE
2016;5;"F1";"LEMA";"d1";2;0;TRUE
2016;5;"F2";"LEMA";"d1";0;0;TRUE
2016;5;"F3";"LEMA";"d1";0;0;TRUE
2016;5;"F4";"LEMA";"d1";1;0;TRUE
2016;5;"F5";"LEMA";"d1";1;0;TRUE
2016;6;"A1";"LEMA";"d1";0;0;TRUE
2016;6;"A2";"LEMA";"d1";1;0;TRUE
2016;6;"A3";"LEMA";"d1";1;0;TRUE
2016;6;"A4";"LEMA";"d1";1;0;TRUE
2016;6;"A5";"LEMA";"d1";1;0;TRUE
2016;6;"A6";"LEMA";"d1";0;0;TRUE
2016;6;"B1";"LEMA";"d1";1;0;TRUE
2016;6;"B2";"LEMA";"d1";2;0;FALSE
2016;6;"B3";"LEMA";"d1";2;0;FALSE
2016;6;"B4";"LEMA";"d1";0;0;FALSE
2016;6;"B5";"LEMA";"d1";2;0;FALSE
2016;6;"B6";"LEMA";"d1";1;0;TRUE
2016;6;"C1";"LEMA";"d1";1;0;TRUE
2016;6;"C2";"LEMA";"d1";1;0;FALSE
2016;6;"C3";"LEMA";"d1";0;0;FALSE
2016;6;"C4";"LEMA";"d1";0;0;FALSE
2016;6;"C5";"LEMA";"d1";1;0;FALSE
2016;6;"C6";"LEMA";"d1";2;0;TRUE
2016;6;"D1";"LEMA";"d1";0;0;TRUE
2016;6;"D2";"LEMA";"d1";0;0;FALSE
2016;6;"D3";"LEMA";"d1";1;0;FALSE
2016;6;"D4";"LEMA";"d1";1;0;FALSE
2016;6;"D5";"LEMA";"d1";0;0;FALSE
2016;6;"D6";"LEMA";"d1";0;0;TRUE
2016;6;"E2";"LEMA";"d1";0;0;FALSE
2016;6;"E3";"LEMA";"d1";2;0;FALSE
2016;6;"E4";"LEMA";"d1";0;0;FALSE
2016;6;"E5";"LEMA";"d1";1;0;FALSE
2016;6;"E6";"LEMA";"d1";0;0;TRUE
2016;6;"F1";"LEMA";"d1";2;0;TRUE
2016;6;"F2";"LEMA";"d1";1;0;TRUE
2016;6;"F3";"LEMA";"d1";3;0;TRUE
2016;6;"F4";"LEMA";"d1";1;0;TRUE
2016;6;"F5";"LEMA";"d1";1;0;TRUE
2016;6;"F6";"LEMA";"d1";1;0;TRUE
2016;7;"A1";"LEMA";"d1";0;0;TRUE
2016;7;"A2";"LEMA";"d1";0;0;TRUE
2016;7;"A3";"LEMA";"d1";0;0;TRUE
2016;7;"A4";"LEMA";"d1";0;0;TRUE
2016;7;"A5";"LEMA";"d1";0;0;TRUE
2016;7;"B1";"LEMA";"d1";0;0;TRUE
2016;7;"B2";"LEMA";"d1";1;0;FALSE
2016;7;"B3";"LEMA";"d1";0;0;FALSE
2016;7;"B4";"LEMA";"d1";0;0;FALSE
2016;7;"B5";"LEMA";"d1";0;0;FALSE
2016;7;"B6";"LEMA";"d1";0;0;TRUE
2016;7;"C1";"LEMA";"d1";1;0;TRUE
2016;7;"C2";"LEMA";"d1";0;0;FALSE
2016;7;"C3";"LEMA";"d1";0;0;FALSE
2016;7;"C4";"LEMA";"d1";0;0;FALSE
2016;7;"C5";"LEMA";"d1";0;0;FALSE
2016;7;"C6";"LEMA";"d1";0;0;TRUE
2016;7;"D2";"LEMA";"d1";0;0;FALSE
2016;7;"D3";"LEMA";"d1";0;0;FALSE
2016;7;"D4";"LEMA";"d1";1;0;FALSE
2016;7;"D5";"LEMA";"d1";0;0;FALSE
