"Day";"Month";"plot";"subplot";"Group";"vis";"Plant";"individuals";"seed";"fruit";"visits";"flowers";"x_coor2";"y_coor2";"neigh_inter.plot";"neigh_intra.plot";"neigh_intra.3m";"neigh_inter.3m";"neigh_inter.1m";"neigh_intra.1m";"neigh_inter.7.5";"neigh_intra.7.5";"flowers2";"unique_id"
NA;NA;7;"E5";NA;0;"PUPA";1;23;6;0,01;NA;239,5;293,5;7345;222;36;1712;228;1;4;0;NA;"7_E5_PUPA_NA"
NA;NA;7;"E5";NA;0;"SCLA";2;31;1;0,01;NA;239,5;293,5;7400;167;68;1680;227;2;10;0;NA;"7_E5_SCLA_NA"
NA;NA;7;"E5";NA;0;"SOAS";3;55;1;0,01;NA;239,5;293,5;7494;73;13;1735;226;3;8;0;NA;"7_E5_SOAS_NA"
NA;NA;7;"E5";NA;0;"SPRU";24;24;160;0,01;NA;239,5;293,5;6343;1224;174;1574;205;24;3;2;NA;"7_E5_SPRU_NA"
NA;NA;8;"B2";NA;0;"BEMA";13;4;9;0,01;NA;274;270;7389;311;70;1563;211;13;17;0;NA;"8_B2_BEMA_NA"
NA;NA;8;"B2";NA;0;"CETE";5;111;8;0,01;NA;274;270;7000;700;62;1571;219;5;0;0;NA;"8_B2_CETE_NA"
NA;NA;8;"B2";NA;0;"MESU";6;1;73;0,01;NA;274;270;7339;361;101;1532;218;6;11;0;NA;"8_B2_MESU_NA"
NA;NA;8;"B2";NA;0;"SOAS";10;55;4;0,01;NA;274;270;7502;198;54;1579;214;10;10;0;NA;"8_B2_SOAS_NA"
NA;NA;8;"B2";NA;0;"SPRU";14;24;96;0,01;NA;274;270;7031;669;288;1345;210;14;10;0;NA;"8_B2_SPRU_NA"
NA;NA;8;"B3";NA;0;"BEMA";8;4;11;0,01;NA;274;271,5;7389;311;73;1547;177;8;11;0;NA;"8_B3_BEMA_NA"
NA;NA;8;"B3";NA;0;"CHFU";4;32;1;0,01;NA;274;271,5;7142;558;79;1541;181;4;6;0;NA;"8_B3_CHFU_NA"
NA;NA;8;"B3";NA;0;"SCLA";4;31;5;0,01;NA;274;271,5;7606;94;45;1575;181;4;4;0;NA;"8_B3_SCLA_NA"
NA;NA;8;"B3";NA;0;"SOAS";5;55;5;0,01;NA;274;271,5;7502;198;65;1555;180;5;4;0;NA;"8_B3_SOAS_NA"
NA;NA;8;"B3";NA;0;"SPRU";1;24;32;0,01;NA;274;271,5;7031;669;69;1551;185;0;15;0;NA;"8_B3_SPRU_NA"
NA;NA;8;"B4";NA;0;"BEMA";9;4;15;0,01;NA;274;273;7389;311;73;1791;194;9;4;2;NA;"8_B4_BEMA_NA"
NA;NA;8;"B4";NA;0;"CETE";17;111;3;0,01;NA;274;273;7000;700;146;1718;186;17;3;1;NA;"8_B4_CETE_NA"
NA;NA;8;"B4";NA;0;"SCLA";4;31;1;0,01;NA;274;273;7606;94;17;1847;199;4;11;0;NA;"8_B4_SCLA_NA"
NA;NA;8;"B4";NA;0;"SOAS";5;55;2;0,01;NA;274;273;7502;198;51;1813;198;5;7;1;NA;"8_B4_SOAS_NA"
NA;NA;8;"B5";NA;0;"BEMA";7;4;12;0,01;NA;274;274,5;7389;311;76;1773;318;7;12;0;NA;"8_B5_BEMA_NA"
NA;NA;8;"B5";NA;0;"CETE";19;111;4;0,01;NA;274;274,5;7000;700;158;1691;306;19;1;0;NA;"8_B5_CETE_NA"
NA;NA;8;"B5";NA;0;"MESU";8;1;47;0,01;NA;274;274,5;7339;361;56;1793;317;8;5;0;NA;"8_B5_MESU_NA"
NA;NA;8;"B5";NA;0;"SOAS";4;55;5;0,01;NA;274;274,5;7502;198;44;1805;321;4;11;0;NA;"8_B5_SOAS_NA"
NA;NA;8;"C2";NA;0;"MESU";7;1;30;0,01;NA;275,5;270;7339;361;103;1541;254;7;2;1;NA;"8_C2_MESU_NA"
NA;NA;8;"C2";NA;0;"PUPA";7;23;6,5;0,01;NA;275,5;270;6797;903;139;1505;254;7;4;1;NA;"8_C2_PUPA_NA"
NA;NA;8;"C2";NA;0;"SCLA";3;31;1;0,01;NA;275,5;270;7606;94;33;1611;258;3;6;0;NA;"8_C2_SCLA_NA"
NA;NA;8;"C2";NA;0;"SOAS";16;55;2;0,01;NA;275,5;270;7502;198;50;1594;245;16;8;0;NA;"8_C2_SOAS_NA"
NA;NA;8;"C2";NA;0;"SPRU";25;24;36;0,01;NA;275,5;270;7031;669;287;1357;236;25;3;4;NA;"8_C2_SPRU_NA"
NA;NA;8;"C3";NA;0;"BEMA";9;4;3;0,01;NA;275,5;271,5;7389;311;77;1556;119;9;8;0;NA;"8_C3_BEMA_NA"
NA;NA;8;"C3";NA;0;"CETE";7;111;8;0,01;NA;275,5;271,5;7000;700;143;1490;121;7;1;0;NA;"8_C3_CETE_NA"
NA;NA;8;"C3";NA;0;"PUPA";15;23;3;0,01;NA;275,5;271,5;6797;903;197;1436;113;15;3;0;NA;"8_C3_PUPA_NA"
NA;NA;8;"C3";NA;0;"SCLA";5;31;2;0,01;NA;275,5;271,5;7606;94;19;1614;123;5;10;0;NA;"8_C3_SCLA_NA"
NA;NA;8;"C3";NA;0;"SOAS";14;55;1;0,01;NA;275,5;271,5;7502;198;56;1577;114;14;12;0;NA;"8_C3_SOAS_NA"
NA;NA;8;"C4";NA;0;"BEMA";8;4;8;0,01;NA;275,5;273;7389;311;75;1629;226;8;9;0;NA;"8_C4_BEMA_NA"
NA;NA;8;"C5";NA;0;"BEMA";19;4;7;0,01;NA;275,5;274,5;7389;311;70;1621;210;19;8;0;NA;"8_C5_BEMA_NA"
NA;NA;8;"C5";NA;0;"CETE";28;111;16;0,01;NA;275,5;274,5;7000;700;213;1478;201;28;1;1;NA;"8_C5_CETE_NA"
NA;NA;8;"C5";NA;0;"MESU";8;1;11;0,01;NA;275,5;274,5;7339;361;65;1626;221;8;1;0;NA;"8_C5_MESU_NA"
NA;NA;8;"C5";NA;0;"PUPA";51;23;6,5;0,01;NA;275,5;274,5;6797;903;265;1426;178;51;0;2;NA;"8_C5_PUPA_NA"
NA;NA;8;"C5";NA;0;"SCLA";1;31;1;0,01;NA;275,5;274,5;7606;94;10;1681;228;1;12;0;NA;"8_C5_SCLA_NA"
NA;NA;8;"C5";NA;0;"SPRU";7;24;83;0,01;NA;275,5;274,5;7031;669;17;1674;222;7;6;2;NA;"8_C5_SPRU_NA"
NA;NA;8;"D2";NA;0;"BEMA";15;4;11;0,01;NA;277;270;7389;311;73;1733;170;15;6;3;NA;"8_D2_BEMA_NA"
NA;NA;8;"D2";NA;0;"CETE";7;111;7;0,01;NA;277;270;7000;700;132;1674;178;7;3;0;NA;"8_D2_CETE_NA"
NA;NA;8;"D2";NA;0;"MESU";16;1;15;0,01;NA;277;270;7339;361;89;1717;169;16;1;1;NA;"8_D2_MESU_NA"
NA;NA;8;"D2";NA;0;"SCLA";3;31;1;0,01;NA;277;270;7606;94;30;1776;182;3;4;0;NA;"8_D2_SCLA_NA"
NA;NA;8;"D2";NA;0;"SOAS";4;55;2;0,01;NA;277;270;7502;198;59;1747;181;4;3;0;NA;"8_D2_SOAS_NA"
NA;NA;8;"D3";NA;0;"BEMA";7;4;5;0,01;NA;277;271,5;7389;311;79;1466;208;7;4;0;NA;"8_D3_BEMA_NA"
NA;NA;8;"D3";NA;0;"CETE";44;111;8;0,01;NA;277;271,5;7000;700;176;1369;171;44;3;6;NA;"8_D3_CETE_NA"
NA;NA;8;"D3";NA;0;"LEMA";24;58;3;0,01;NA;277;271,5;6812;888;221;1324;191;24;11;1;NA;"8_D3_LEMA_NA"
NA;NA;8;"D3";NA;0;"MESU";8;1;12;0,01;NA;277;271,5;7339;361;82;1463;207;8;4;0;NA;"8_D3_MESU_NA"
NA;NA;8;"D3";NA;0;"PUPA";58;23;4;0,01;NA;277;271,5;6797;903;215;1330;157;58;4;0;NA;"8_D3_PUPA_NA"
NA;NA;8;"D3";NA;0;"SOAS";7;55;2;0,01;NA;277;271,5;7502;198;54;1491;208;7;11;0;NA;"8_D3_SOAS_NA"
NA;NA;8;"D4";NA;0;"BEMA";3;4;9;0,01;NA;277;273;7389;311;90;1667;123;3;4;2;NA;"8_D4_BEMA_NA"
NA;NA;8;"D4";NA;0;"SCLA";2;31;2;0,01;NA;277;273;7606;94;12;1745;124;2;4;0;NA;"8_D4_SCLA_NA"
NA;NA;8;"D4";NA;0;"SOAS";1;55;4;0,01;NA;277;273;7502;198;58;1699;125;1;10;0;NA;"8_D4_SOAS_NA"
NA;NA;8;"D5";NA;0;"BEMA";13;4;13;0,01;NA;277;274,5;7389;311;86;1666;280;13;8;1;NA;"8_D5_BEMA_NA"
NA;NA;8;"D5";NA;0;"CETE";39;111;12;0,01;NA;277;274,5;7000;700;309;1443;254;39;3;0;NA;"8_D5_CETE_NA"
NA;NA;8;"D5";NA;0;"MESU";6;1;35;0,01;NA;277;274,5;7339;361;74;1678;287;6;2;0;NA;"8_D5_MESU_NA"
NA;NA;8;"D5";NA;0;"SCLA";1;31;2;0,01;NA;277;274,5;7606;94;7;1745;292;1;11;1;NA;"8_D5_SCLA_NA"
NA;NA;8;"D5";NA;0;"SOAS";10;55;3;0,01;NA;277;274,5;7502;198;50;1702;283;10;9;0;NA;"8_D5_SOAS_NA"
NA;NA;8;"D5";NA;0;"SPRU";7;24;15;0,01;NA;277;274,5;7031;669;16;1736;286;7;5;2;NA;"8_D5_SPRU_NA"
NA;NA;8;"E2";NA;0;"BEMA";2;4;6;0,01;NA;278,5;270;7389;311;66;1586;170;2;4;0;NA;"8_E2_BEMA_NA"
NA;NA;8;"E2";NA;0;"CETE";15;111;3;0,01;NA;278,5;270;7000;700;107;1545;157;15;9;1;NA;"8_E2_CETE_NA"
NA;NA;8;"E2";NA;0;"CHFU";6;32;2;0,01;NA;278,5;270;7142;558;142;1510;166;6;9;0;NA;"8_E2_CHFU_NA"
NA;NA;8;"E2";NA;0;"LEMA";20;58;1;0,01;NA;278,5;270;6812;888;230;1422;152;20;10;0;NA;"8_E2_LEMA_NA"
NA;NA;8;"E2";NA;0;"MESU";4;1;14;0,01;NA;278,5;270;7339;361;98;1554;168;4;7;0;NA;"8_E2_MESU_NA"
NA;NA;8;"E2";NA;0;"SOAS";2;55;1;0,01;NA;278,5;270;7502;198;26;1626;170;2;6;0;NA;"8_E2_SOAS_NA"
NA;NA;8;"E2";NA;0;"SPRU";12;24;23;0,01;NA;278,5;270;7031;669;311;1341;160;12;6;2;NA;"8_E2_SPRU_NA"
NA;NA;8;"E3";NA;0;"CETE";26;111;11;0,01;NA;278,5;271,5;7000;700;164;1100;207;26;7;0;NA;"8_E3_CETE_NA"
NA;NA;8;"E3";NA;0;"MESU";17;1;11;0,01;NA;278,5;271,5;7339;361;70;1194;216;17;9;0;NA;"8_E3_MESU_NA"
NA;NA;8;"E3";NA;0;"SCLA";3;31;1;0,01;NA;278,5;271,5;7606;94;8;1256;230;3;9;1;NA;"8_E3_SCLA_NA"
NA;NA;8;"E4";NA;0;"BEMA";9;4;7;0,01;NA;278,5;273;7389;311;63;1462;197;9;8;0;NA;"8_E4_BEMA_NA"
NA;NA;8;"E4";NA;0;"CETE";57;111;12;0,01;NA;278,5;273;7000;700;199;1326;149;57;6;0;NA;"8_E4_CETE_NA"
NA;NA;8;"E4";NA;0;"CHFU";12;32;7;0,01;NA;278,5;273;7142;558;111;1414;194;12;10;0;NA;"8_E4_CHFU_NA"
NA;NA;8;"E4";NA;0;"MESU";7;1;22;0,01;NA;278,5;273;7339;361;86;1439;199;7;6;1;NA;"8_E4_MESU_NA"
NA;NA;8;"E4";NA;0;"PUPA";45;23;7;0,01;NA;278,5;273;6797;903;248;1277;161;45;1;4;NA;"8_E4_PUPA_NA"
NA;NA;8;"E4";NA;0;"SPRU";3;24;10;0,01;NA;278,5;273;7031;669;62;1463;203;3;14;0;NA;"8_E4_SPRU_NA"
NA;NA;8;"E5";NA;0;"BEMA";6;4;6;0,01;NA;278,5;274,5;7389;311;71;1555;213;6;7;6;NA;"8_E5_BEMA_NA"
NA;NA;8;"E5";NA;0;"CETE";24;111;13;0,01;NA;278,5;274,5;7000;700;310;1316;195;24;5;0;NA;"8_E5_CETE_NA"
NA;NA;8;"E5";NA;0;"CHFU";12;32;2;0,01;NA;278,5;274,5;7142;558;106;1520;207;12;15;0;NA;"8_E5_CHFU_NA"
NA;NA;8;"E5";NA;0;"MESU";12;1;10;0,01;NA;278,5;274,5;7339;361;76;1550;207;12;4;2;NA;"8_E5_MESU_NA"
NA;NA;8;"E5";NA;0;"SCLA";1;31;1;0,01;NA;278,5;274,5;7606;94;8;1618;218;1;7;0;NA;"8_E5_SCLA_NA"
NA;NA;8;"E5";NA;0;"SOAS";7;55;4;0,01;NA;278,5;274,5;7502;198;51;1575;212;7;8;0;NA;"8_E5_SOAS_NA"
NA;NA;8;"E5";NA;0;"SPRU";1;24;48;0,01;NA;278,5;274,5;7031;669;19;1607;218;1;10;0;NA;"8_E5_SPRU_NA"
NA;NA;9;"B2";NA;0;"CETE";4;111;24;0,01;NA;314;286;2627;153;15;484;52;4;1;0;NA;"9_B2_CETE_NA"
NA;NA;9;"B2";NA;0;"SCLA";27;31;9;0,01;NA;314;286;2413;367;120;379;29;27;1;0;NA;"9_B2_SCLA_NA"
NA;NA;9;"B2";NA;0;"SOAS";7;55;18;0,01;NA;314;286;2166;614;156;343;49;7;3;0;NA;"9_B2_SOAS_NA"
NA;NA;9;"B3";NA;0;"BEMA";1;4;4;0,01;NA;314;287,5;2621;159;14;498;58;0;1;3;NA;"9_B3_BEMA_NA"
NA;NA;9;"B3";NA;0;"CETE";6;111;5;0,01;NA;314;287,5;2627;153;16;496;52;6;1;2;NA;"9_B3_CETE_NA"
NA;NA;9;"B3";NA;0;"SCLA";16;31;6;0,01;NA;314;287,5;2413;367;135;377;42;16;2;0;NA;"9_B3_SCLA_NA"
NA;NA;9;"B4";NA;0;"BEMA";1;4;3;0,01;NA;314;289;2621;159;16;520;75;0;2;0;NA;"9_B4_BEMA_NA"
NA;NA;9;"B4";NA;0;"CETE";2;111;12;0,01;NA;314;289;2627;153;21;515;73;2;1;0;NA;"9_B4_CETE_NA"
NA;NA;9;"B4";NA;0;"SCLA";20;31;5;0,01;NA;314;289;2413;367;148;388;55;20;3;1;NA;"9_B4_SCLA_NA"
NA;NA;9;"B4";NA;0;"SOAS";36;55;21;0,01;NA;314;289;2166;614;193;343;39;36;2;2;NA;"9_B4_SOAS_NA"
NA;NA;9;"B5";NA;0;"CETE";1;111;10;0,01;NA;314;290,5;2627;153;30;546;84;0;4;2;NA;"9_B5_CETE_NA"
NA;NA;9;"B5";NA;0;"CHFU";2;32;2;0,01;NA;314;290,5;2383;397;20;556;82;2;5;0;NA;"9_B5_CHFU_NA"
NA;NA;9;"B5";NA;0;"SCLA";22;31;3;0,01;NA;314;290,5;2413;367;130;446;62;22;3;4;NA;"9_B5_SCLA_NA"
NA;NA;9;"B5";NA;0;"SOAS";22;55;15;0,01;NA;314;290,5;2166;614;232;344;62;22;13;1;NA;"9_B5_SOAS_NA"
NA;NA;9;"C2";NA;0;"CETE";3;111;6,33333333333333;0,01;NA;315,5;286;2627;153;38;509;70;3;1;0;NA;"9_C2_CETE_NA"
NA;NA;9;"C2";NA;0;"SCLA";4;31;5;0,01;NA;315,5;286;2413;367;85;462;69;4;1;2;NA;"9_C2_SCLA_NA"
NA;NA;9;"C2";NA;0;"SOAS";27;55;26;0,01;NA;315,5;286;2166;614;122;425;46;27;8;0;NA;"9_C2_SOAS_NA"
NA;NA;9;"C3";NA;0;"SOAS";21;55;19;0,01;NA;315,5;287,5;2166;614;149;394;44;21;2;0;NA;"9_C3_SOAS_NA"
NA;NA;9;"C4";NA;0;"SCLA";15;31;8;0,01;NA;315,5;289;2413;367;104;479;55;15;1;1;NA;"9_C4_SCLA_NA"
NA;NA;9;"C4";NA;0;"SOAS";24;55;14;0,01;NA;315,5;289;2166;614;174;409;46;24;2;2;NA;"9_C4_SOAS_NA"
NA;NA;9;"C5";NA;0;"SCLA";19;31;4;0,01;NA;315,5;290,5;2413;367;112;499;59;19;7;0;NA;"9_C5_SCLA_NA"
NA;NA;9;"C5";NA;0;"SOAS";30;55;4;0,01;NA;315,5;290,5;2166;614;196;415;48;30;3;1;NA;"9_C5_SOAS_NA"
NA;NA;9;"D2";NA;0;"BEMA";10;4;4;0,01;NA;317;286;2621;159;61;598;62;10;5;0;NA;"9_D2_BEMA_NA"
NA;NA;9;"D2";NA;0;"CETE";11;111;10;0,01;NA;317;286;2627;153;40;619;61;11;0;2;NA;"9_D2_CETE_NA"
NA;NA;9;"D2";NA;0;"PUPA";2;23;7;0,01;NA;317;286;2650;130;19;640;70;2;4;0;NA;"9_D2_PUPA_NA"
NA;NA;9;"D2";NA;0;"SOAS";13;55;28;0,01;NA;317;286;2166;614;121;538;59;13;3;0;NA;"9_D2_SOAS_NA"
NA;NA;9;"D3";NA;0;"BEMA";14;4;12;0,01;NA;317;287,5;2621;159;44;550;68;14;6;1;NA;"9_D3_BEMA_NA"
NA;NA;9;"D3";NA;0;"CETE";12;111;11;0,01;NA;317;287,5;2627;153;34;560;70;12;3;3;NA;"9_D3_CETE_NA"
NA;NA;9;"D3";NA;0;"SOAS";9;55;16;0,01;NA;317;287,5;2166;614;126;468;73;9;3;0;NA;"9_D3_SOAS_NA"
NA;NA;9;"D4";NA;0;"CETE";1;111;3;0,01;NA;317;289;2627;153;43;576;57;0;2;1;NA;"9_D4_CETE_NA"
NA;NA;9;"D5";NA;0;"BEMA";4;4;14;0,01;NA;317;290,5;2621;159;28;588;80;4;0;0;NA;"9_D5_BEMA_NA"
NA;NA;9;"D5";NA;0;"CETE";6;111;5;0,01;NA;317;290,5;2627;153;27;589;78;6;1;1;NA;"9_D5_CETE_NA"
NA;NA;9;"D5";NA;0;"SCLA";21;31;18;0,01;NA;317;290,5;2413;367;77;539;63;21;1;0;NA;"9_D5_SCLA_NA"
NA;NA;9;"D5";NA;0;"SOAS";23;55;27;0,01;NA;317;290,5;2166;614;184;432;61;23;1;0;NA;"9_D5_SOAS_NA"
NA;NA;9;"E2";NA;0;"BEMA";4;4;18;0,01;NA;318,5;286;2621;159;63;653;89;4;3;0;NA;"9_E2_BEMA_NA"
NA;NA;9;"E2";NA;0;"PUPA";1;23;21;0,01;NA;318,5;286;2650;130;35;681;93;0;0;0;NA;"9_E2_PUPA_NA"
NA;NA;9;"E2";NA;0;"SOAS";3;55;2;0,01;NA;318,5;286;2166;614;61;655;90;3;3;2;NA;"9_E2_SOAS_NA"
NA;NA;9;"E2";NA;0;"SPRU";35;24;18;0,01;NA;318,5;286;2570;210;129;587;58;35;4;4;NA;"9_E2_SPRU_NA"
NA;NA;9;"E3";NA;0;"BEMA";8;4;6;0,01;NA;318,5;287,5;2621;159;47;619;69;8;2;2;NA;"9_E3_BEMA_NA"
NA;NA;9;"E3";NA;0;"CETE";6;111;7;0,01;NA;318,5;287,5;2627;153;35;631;71;6;1;0;NA;"9_E3_CETE_NA"
NA;NA;9;"E3";NA;0;"SOAS";7;55;5;0,01;NA;318,5;287,5;2166;614;61;605;70;7;5;0;NA;"9_E3_SOAS_NA"
NA;NA;9;"E4";NA;0;"BEMA";9;4;8;0,01;NA;318,5;289;2621;159;60;634;78;9;2;2;NA;"9_E4_BEMA_NA"
NA;NA;9;"E4";NA;0;"CETE";8;111;18,5;0,01;NA;318,5;289;2627;153;55;639;79;8;0;2;NA;"9_E4_CETE_NA"
NA;NA;9;"E4";NA;0;"SCLA";1;31;17;0,01;NA;318,5;289;2413;367;25;669;86;1;4;0;NA;"9_E4_SCLA_NA"
NA;NA;9;"E5";NA;0;"BEMA";8;4;10;0,01;NA;318,5;290,5;2621;159;46;634;68;8;4;2;NA;"9_E5_BEMA_NA"
NA;NA;9;"E5";NA;0;"CETE";5;111;5;0,01;NA;318,5;290,5;2627;153;55;625;71;5;2;3;NA;"9_E5_CETE_NA"
NA;NA;9;"E5";NA;0;"PUPA";3;23;9,5;0,01;NA;318,5;290,5;2650;130;30;650;73;3;2;0;NA;"9_E5_PUPA_NA"
NA;NA;9;"E5";NA;0;"SCLA";4;31;5;0,01;NA;318,5;290,5;2413;367;62;618;72;4;2;0;NA;"9_E5_SCLA_NA"
NA;NA;9;"E5";NA;0;"SOAS";30;55;24;0,01;NA;318,5;290,5;2166;614;103;577;46;30;2;2;NA;"9_E5_SOAS_NA"
13;2;8;"E3";NA;NA;"BEMA";NA;NA;NA;NA;0;278,5;271,5;7389;311;48;1216;214;19;5;0;0;"8_E3_BEMA_NA"
13;2;9;"C3";NA;NA;"BEMA";NA;NA;NA;NA;0;315,5;287,5;2621;159;29;514;57;8;6;3;0;"9_C3_BEMA_NA"
20;2;7;"C2";NA;NA;"BEMA";NA;NA;NA;NA;0;236,5;289;7298;269;46;1241;201;4;5;0;0;"7_C2_BEMA_NA"
13;2;2;"E2";NA;NA;"CETE";NA;NA;NA;NA;0;39,5;28;3927;449;89;700;73;6;5;0;0;"2_E2_CETE_NA"
26;2;7;"C4";NA;NA;"CETE";NA;NA;NA;NA;0;236,5;292;7147;420;187;1564;140;15;6;2;0;"7_C4_CETE_NA"
26;2;2;"E4";NA;NA;"CETE";NA;NA;NA;NA;0;39,5;31;3927;449;82;738;99;11;3;6;0;"2_E4_CETE_NA"
26;2;2;"B2";NA;NA;"CETE";NA;NA;NA;NA;0;35;28;3927;449;93;808;92;7;3;4;0;"2_B2_CETE_NA"
10;3;2;"D2";NA;NA;"CETE";NA;NA;NA;NA;0;38;28;3927;449;82;717;83;26;7;1;0;"2_D2_CETE_NA"
30;4;2;"E5";NA;NA;"CETE";NA;NA;NA;NA;0;39,5;32,5;3927;449;111;1032;66;7;8;0;0;"2_E5_CETE_NA"
13;2;8;"B4";NA;NA;"CHFU";NA;NA;NA;NA;11;274;273;7142;558;79;1785;190;13;9;0;11;"8_B4_CHFU_NA"
13;2;9;"B3";NA;NA;"CHFU";NA;NA;NA;NA;1;314;287,5;2383;397;45;467;57;1;2;0;1;"9_B3_CHFU_NA"
13;2;9;"C2";NA;NA;"CHFU";NA;NA;NA;NA;1;315,5;286;2383;397;123;424;59;14;6;0;1;"9_C2_CHFU_NA"
13;2;9;"C3";NA;NA;"CHFU";NA;NA;NA;NA;1;315,5;287,5;2383;397;101;442;48;17;3;0;1;"9_C3_CHFU_NA"
13;2;9;"C4";NA;NA;"CHFU";NA;NA;NA;NA;1;315,5;289;2383;397;91;492;63;7;1;0;1;"9_C4_CHFU_NA"
13;2;9;"C5";NA;NA;"CHFU";NA;NA;NA;NA;1;315,5;290,5;2383;397;52;559;73;5;10;0;1;"9_C5_CHFU_NA"
26;2;2;"E2";NA;NA;"CHFU";NA;NA;NA;NA;15;39,5;28;4334;42;2;787;79;0;1;0;15;"2_E2_CHFU_NA"
5;3;3;"B3";NA;NA;"CHFU";NA;NA;NA;NA;3;80;57,5;6726;48;21;1553;158;0;4;0;3;"3_B3_CHFU_NA"
5;3;7;"E4";NA;NA;"CHFU";NA;NA;NA;NA;3;239,5;292;7455;112;2;1591;215;2;5;0;3;"7_E4_CHFU_NA"
5;3;8;"D2";NA;NA;"CHFU";NA;NA;NA;NA;19;277;270;7142;558;104;1702;158;27;3;2;19;"8_D2_CHFU_NA"
30;4;3;"C3";NA;NA;"CHFU";NA;NA;NA;NA;0;81,5;57,5;6726;48;8;1624;104;14;6;1;0;"3_C3_CHFU_NA"
30;4;3;"D4";NA;NA;"CHFU";NA;NA;NA;NA;0;83;59;6726;48;20;1401;230;3;6;0;0;"3_D4_CHFU_NA"
30;4;2;"B2";NA;NA;"CHFU";NA;NA;NA;NA;2;35;28;4334;42;34;867;95;4;3;2;2;"2_B2_CHFU_NA"
30;4;2;"B3";NA;NA;"CHFU";NA;NA;NA;NA;0;35;29,5;4334;42;24;958;106;0;17;0;0;"2_B3_CHFU_NA"
30;4;2;"D4";NA;NA;"CHFU";NA;NA;NA;NA;0;38;31;4334;42;8;838;75;0;9;0;0;"2_D4_CHFU_NA"
30;4;2;"C2";NA;NA;"CHFU";NA;NA;NA;NA;0;36,5;28;4334;42;24;795;109;7;4;0;0;"2_C2_CHFU_NA"
30;4;2;"E3";NA;NA;"CHFU";NA;NA;NA;NA;0;39,5;29,5;4334;42;4;708;83;0;3;0;0;"2_E3_CHFU_NA"
30;4;1;"B4";NA;NA;"CHFU";NA;NA;NA;NA;0;2;5;2704;32;12;492;79;4;4;0;0;"1_B4_CHFU_NA"
30;4;1;"E3";NA;NA;"CHFU";NA;NA;NA;NA;0;6,5;3,5;2704;32;5;612;62;0;4;0;0;"1_E3_CHFU_NA"
30;4;8;"B5";NA;NA;"CHFU";NA;NA;NA;NA;0;274;274,5;7142;558;133;1716;317;8;21;0;0;"8_B5_CHFU_NA"
30;4;8;"B2";NA;NA;"CHFU";NA;NA;NA;NA;0;274;270;7142;558;139;1494;212;12;5;1;0;"8_B2_CHFU_NA"
30;4;8;"C2";NA;NA;"CHFU";NA;NA;NA;NA;0;275,5;270;7142;558;96;1548;243;18;5;3;0;"8_C2_CHFU_NA"
30;4;8;"C3";NA;NA;"CHFU";NA;NA;NA;NA;0;275,5;271,5;7142;558;94;1539;124;4;8;2;0;"8_C3_CHFU_NA"
30;4;8;"C4";NA;NA;"CHFU";NA;NA;NA;NA;0;275,5;273;7142;558;71;1633;231;3;9;0;0;"8_C4_CHFU_NA"
30;4;8;"C5";NA;NA;"CHFU";NA;NA;NA;NA;0;275,5;274,5;7142;558;109;1582;218;11;4;2;0;"8_C5_CHFU_NA"
30;4;8;"D5";NA;NA;"CHFU";NA;NA;NA;NA;0;277;274,5;7142;558;114;1638;279;14;12;0;0;"8_D5_CHFU_NA"
30;4;8;"D4";NA;NA;"CHFU";NA;NA;NA;NA;0;277;273;7142;558;78;1679;114;12;11;0;0;"8_D4_CHFU_NA"
30;4;8;"D3";NA;NA;"CHFU";NA;NA;NA;NA;0;277;271,5;7142;558;99;1446;210;5;14;0;0;"8_D3_CHFU_NA"
30;4;8;"E3";NA;NA;"CHFU";NA;NA;NA;NA;0;278,5;271,5;7142;558;114;1150;216;17;3;0;0;"8_E3_CHFU_NA"
30;4;9;"B2";NA;NA;"CHFU";NA;NA;NA;NA;0;314;286;2383;397;70;429;52;4;5;0;0;"9_B2_CHFU_NA"
30;4;9;"D5";NA;NA;"CHFU";NA;NA;NA;NA;0;317;290,5;2383;397;80;536;74;10;1;0;0;"9_D5_CHFU_NA"
30;4;9;"D3";NA;NA;"CHFU";NA;NA;NA;NA;19;317;287,5;2383;397;121;473;47;35;0;0;19;"9_D3_CHFU_NA"
30;4;9;"D2";NA;NA;"CHFU";NA;NA;NA;NA;0;317;286;2383;397;162;497;53;19;2;0;0;"9_D2_CHFU_NA"
30;4;9;"E2";NA;NA;"CHFU";NA;NA;NA;NA;17;318,5;286;2383;397;167;549;89;4;3;2;17;"9_E2_CHFU_NA"
30;4;9;"E3";NA;NA;"CHFU";NA;NA;NA;NA;5;318,5;287,5;2383;397;143;523;54;23;2;3;5;"9_E3_CHFU_NA"
30;4;9;"E4";NA;NA;"CHFU";NA;NA;NA;NA;0;318,5;289;2383;397;148;546;70;17;3;1;0;"9_E4_CHFU_NA"
30;4;9;"E5";NA;NA;"CHFU";NA;NA;NA;NA;2;318,5;290,5;2383;397;117;563;63;13;3;0;2;"9_E5_CHFU_NA"
10;3;9;"B4";NA;NA;"CHMI";NA;NA;NA;NA;0;314;289;2759;21;6;530;74;1;1;0;0;"9_B4_CHMI_NA"
13;2;1;"E5";NA;NA;"LEMA";NA;NA;NA;NA;0;6,5;6,5;867;1869;467;177;22;71;1;3;0;"1_E5_LEMA_NA"
