"Day";"Month";"plot";"subplot";"vis";"Plant";"individuals";"seed";"fruit";"flowers";"x_coor2";"y_coor2";"flowers2";"unique_id";"Bee";"Beetle";"Butterfly";"Fly";"<NA>";"distance";"n_neighbors";"n_neighbors_total";"distance_total";"n_neighbors_inter";"n_neighbors_intra"
1;6;3;"B2";2;"LEMA";8;58;3;6;80;56;6;"3_B2_LEMA_Beetle";0;2;0;0;0;"e";195;195;"e";195;8
1;6;3;"B3";2;"LEMA";10;52,5;14;2;80;57,5;2;"3_B3_LEMA_Beetle";0;2;0;0;0;"e";148;148;"e";148;10
1;6;3;"B5";2;"LEMA";28;59,3333333333333;5;3;80;60,5;3;"3_B5_LEMA_Beetle";0;2;0;0;0;"e";221;221;"e";221;28
1;6;3;"C2";3;"LEMA";14;53;2;NA;81,5;56;0;"3_C2_LEMA_Beetle";0;3;0;0;0;"e";145;145;"e";145;14
1;6;3;"C3";5;"LEMA";11;42;15;NA;81,5;57,5;0;"3_C3_LEMA_Beetle";0;5;0;0;0;"e";107;107;"e";107;11
1;6;3;"C4";5;"LEMA";10;40;1;NA;81,5;59;0;"3_C4_LEMA_Beetle";0;5;0;0;0;"e";232;232;"e";232;10
1;6;3;"C5";1;"LEMA";39;58;10;NA;81,5;60,5;0;"3_C5_LEMA_Beetle";0;1;0;0;0;"e";99;99;"e";99;39
1;6;3;"D2";3;"LEMA";8;58;18;6;83;56;6;"3_D2_LEMA_Beetle";0;3;0;0;0;"e";201;201;"e";201;8
1;6;3;"D3";4;"LEMA";10;58;6,5;3;83;57,5;3;"3_D3_LEMA_Beetle";0;4;0;0;0;"e";225;225;"e";225;10
1;6;3;"D5";2;"LEMA";36;35;4;13;83;60,5;13;"3_D5_LEMA_Beetle";0;2;0;0;0;"e";96;96;"e";96;36
1;6;3;"D5";2;"LEMA";36;35;4;13;83;60,5;13;"3_D5_LEMA_Fly";0;0;0;2;0;"e";96;96;"e";96;36
1;6;3;"E2";4;"LEMA";9;58;2;14;84,5;56;14;"3_E2_LEMA_Beetle";0;4;0;0;0;"e";217;217;"e";217;9
1;6;3;"E2";1;"LEMA";9;58;2;14;84,5;56;14;"3_E2_LEMA_Fly";0;0;0;1;0;"e";217;217;"e";217;9
1;6;3;"E3";2;"LEMA";26;46;16;23;84,5;57,5;23;"3_E3_LEMA_Beetle";0;2;0;0;0;"e";155;155;"e";155;26
1;6;3;"E3";1;"LEMA";26;46;16;23;84,5;57,5;23;"3_E3_LEMA_Fly";0;0;0;1;0;"e";155;155;"e";155;26
1;6;3;"E4";3;"LEMA";37;58;9;15;84,5;59;15;"3_E4_LEMA_Beetle";0;3;0;0;0;"e";152;152;"e";152;37
1;6;3;"E5";2;"LEMA";53;67,5;6;5;84,5;60,5;5;"3_E5_LEMA_Beetle";0;2;0;0;0;"e";133;133;"e";133;53
1;6;5;"B4";1;"LEMA";12;58;2;15;124;157;15;"5_B4_LEMA_Beetle";0;1;0;0;0;"e";45;45;"e";45;12
1;6;5;"B5";3;"LEMA";3;58;1;2;124;158,5;2;"5_B5_LEMA_Beetle";0;3;0;0;0;"e";69;69;"e";69;3
1;6;5;"C2";1;"LEMA";9;51;1;5;125,5;154;5;"5_C2_LEMA_Beetle";0;1;0;0;0;"e";71;71;"e";71;9
1;6;5;"C4";3;"LEMA";8;39;4;6;125,5;157;6;"5_C4_LEMA_Beetle";0;3;0;0;0;"e";59;59;"e";59;8
1;6;5;"D2";4;"LEMA";7;58;1;9;127;154;9;"5_D2_LEMA_Beetle";0;4;0;0;0;"e";59;59;"e";59;7
1;6;5;"D5";2;"LEMA";9;58;1;11;127;158,5;11;"5_D5_LEMA_Beetle";0;2;0;0;0;"e";30;30;"e";30;9
1;6;7;"B2";2;"LEMA";28;58;6;1;235;289;1;"7_B2_LEMA_Beetle";0;2;0;0;0;"e";112;112;"e";112;28
1;6;7;"B3";1;"LEMA";20;58;5;0;235;290,5;0;"7_B3_LEMA_Beetle";0;1;0;0;0;"e";175;175;"e";175;20
1;6;7;"B4";2;"LEMA";42;73;7;0;235;292;0;"7_B4_LEMA_Beetle";0;2;0;0;0;"e";250;250;"e";250;42
1;6;7;"B5";3;"LEMA";7;13;3;0;235;293,5;0;"7_B5_LEMA_Beetle";0;3;0;0;0;"e";326;326;"e";326;7
1;6;7;"C2";1;"LEMA";28;50;5;3;236,5;289;3;"7_C2_LEMA_Beetle";0;1;0;0;0;"e";177;177;"e";177;28
1;6;7;"C3";1;"LEMA";24;58;2;2;236,5;290,5;2;"7_C3_LEMA_Beetle";0;1;0;0;0;"e";122;122;"e";122;24
1;6;7;"C4";3;"LEMA";36;58;2;3;236,5;292;3;"7_C4_LEMA_Beetle";0;3;0;0;0;"e";119;119;"e";119;36
1;6;7;"C5";1;"LEMA";48;49;1;0;236,5;293,5;0;"7_C5_LEMA_Beetle";0;1;0;0;0;"e";106;106;"e";106;48
1;6;7;"D5";1;"LEMA";72;58;3;1;238;293,5;1;"7_D5_LEMA_Beetle";0;1;0;0;0;"e";117;117;"e";117;72
1;6;7;"E2";6;"LEMA";32;58;6;3;239,5;289;3;"7_E2_LEMA_Beetle";0;6;0;0;0;"e";186;186;"e";186;32
1;6;7;"E4";3;"LEMA";52;58;3;0;239,5;292;0;"7_E4_LEMA_Beetle";0;3;0;0;0;"e";165;165;"e";165;52
1;6;7;"E5";1;"LEMA";52;58;2;0;239,5;293,5;0;"7_E5_LEMA_Beetle";0;1;0;0;0;"e";177;177;"e";177;52
1;6;8;"B2";5;"LEMA";40;58;5;0;274;270;0;"8_B2_LEMA_Beetle";0;5;0;0;0;"e";184;184;"e";184;40
1;6;8;"B3";2;"LEMA";72;48;4;0;274;271,5;0;"8_B3_LEMA_Beetle";0;2;0;0;0;"e";113;113;"e";113;72
1;6;8;"B4";4;"LEMA";31;58;4;0;274;273;0;"8_B4_LEMA_Beetle";0;4;0;0;0;"e";172;172;"e";172;31
1;6;8;"B5";2;"LEMA";7;58;2;0;274;274,5;0;"8_B5_LEMA_Beetle";0;2;0;0;0;"e";318;318;"e";318;7
1;6;8;"C2";1;"LEMA";31;58;4;0;275,5;270;0;"8_C2_LEMA_Beetle";0;1;0;0;0;"e";230;230;"e";230;31
1;6;8;"C3";1;"LEMA";24;58;3;0;275,5;271,5;0;"8_C3_LEMA_Beetle";0;1;0;0;0;"e";104;104;"e";104;24
1;6;8;"C4";4;"LEMA";42;58;1;0;275,5;273;0;"8_C4_LEMA_Beetle";0;4;0;0;0;"e";192;192;"e";192;42
1;6;8;"C5";3;"LEMA";14;58;2;0;275,5;274,5;0;"8_C5_LEMA_Beetle";0;3;0;0;0;"e";215;215;"e";215;14
1;6;8;"D2";1;"LEMA";38;58;4;0;277;270;0;"8_D2_LEMA_Beetle";0;1;0;0;0;"e";147;147;"e";147;38
1;6;8;"D4";2;"LEMA";21;58;7;0;277;273;0;"8_D4_LEMA_Beetle";0;2;0;0;0;"e";105;105;"e";105;21
1;6;8;"D5";1;"LEMA";25;58;5;0;277;274,5;0;"8_D5_LEMA_Beetle";0;1;0;0;0;"e";268;268;"e";268;25
1;6;8;"D5";1;"PUPA";42;3;9;76;277;274,5;76;"8_D5_PUPA_Beetle";0;1;0;0;0;"e";251;251;"e";251;42
1;6;8;"E3";1;"LEMA";19;58;4;0;278,5;271,5;0;"8_E3_LEMA_Beetle";0;1;0;0;0;"e";214;214;"e";214;19
1;6;8;"E4";3;"LEMA";26;58;3;0;278,5;273;0;"8_E4_LEMA_Beetle";0;3;0;0;0;"e";180;180;"e";180;26
1;6;8;"E5";1;"LEMA";17;58;11;0;278,5;274,5;0;"8_E5_LEMA_Beetle";0;1;0;0;0;"e";202;202;"e";202;17
1;6;8;"E5";3;"LEMA";17;58;11;0;278,5;274,5;0;"8_E5_LEMA_Fly";0;0;0;3;0;"e";202;202;"e";202;17
1;6;9;"B2";4;"LEMA";10;58;12;6;314;286;6;"9_B2_LEMA_Beetle";0;4;0;0;0;"e";46;46;"e";46;10
1;6;9;"B3";3;"LEMA";6;58;15;9;314;287,5;9;"9_B3_LEMA_Beetle";0;3;0;0;0;"e";52;52;"e";52;6
1;6;9;"B4";1;"CHMI";1;14;5;0;314;289;0;"9_B4_CHMI_Beetle";0;1;0;0;0;"e";74;74;"e";74;1
1;6;9;"B4";8;"LEMA";9;58;4;7;314;289;7;"9_B4_LEMA_Beetle";0;8;0;0;0;"e";66;66;"e";66;9
1;6;9;"C2";4;"LEMA";17;58;8;2;315,5;286;2;"9_C2_LEMA_Beetle";0;4;0;0;0;"e";56;56;"e";56;17
1;6;9;"C3";4;"LEMA";7;58;5;0;315,5;287,5;0;"9_C3_LEMA_Beetle";0;4;0;0;0;"e";58;58;"e";58;7
1;6;9;"C4";6;"LEMA";12;58;7;4;315,5;289;4;"9_C4_LEMA_Beetle";0;6;0;0;0;"e";58;58;"e";58;12
1;6;9;"D2";4;"LEMA";9;30;9;0;317;286;0;"9_D2_LEMA_Beetle";0;4;0;0;0;"e";63;63;"e";63;9
1;6;9;"D3";6;"LEMA";4;58;4;0;317;287,5;0;"9_D3_LEMA_Beetle";0;6;0;0;0;"e";78;78;"e";78;4
1;6;9;"D5";1;"LEMA";8;48;15;6;317;290,5;6;"9_D5_LEMA_Beetle";0;1;0;0;0;"e";76;76;"e";76;8
1;6;9;"E3";2;"LEMA";3;58;3;0;318,5;287,5;0;"9_E3_LEMA_Beetle";0;2;0;0;0;"e";74;74;"e";74;3
1;6;9;"E4";2;"LEMA";7;58;10;0;318,5;289;0;"9_E4_LEMA_Beetle";0;2;0;0;0;"e";80;80;"e";80;7
1;6;9;"E5";3;"LEMA";3;58;5;1;318,5;290,5;1;"9_E5_LEMA_Beetle";0;3;0;0;0;"e";73;73;"e";73;3
5;3;1;"B4";1;"CHFU";4;32;19;7;2;5;7;"1_B4_CHFU_Fly";0;0;0;1;0;"e";79;79;"e";79;4
5;3;1;"E3";3;"CHFU";1;25;1;4;6,5;3,5;4;"1_E3_CHFU_Fly";0;0;0;3;0;"e";62;62;"e";62;0
5;3;2;"B2";2;"CHFU";4;32;2;4;35;28;4;"2_B2_CHFU_Fly";0;0;0;2;0;"e";95;95;"e";95;4
5;3;2;"B3";1;"CHFU";1;21;6;7;35;29,5;7;"2_B3_CHFU_Fly";0;0;0;1;0;"e";106;106;"e";106;0
5;3;2;"C2";2;"CHFU";7;32;2;11;36,5;28;11;"2_C2_CHFU_Fly";0;0;0;2;0;"e";109;109;"e";109;7
5;3;2;"D4";1;"CHFU";1;101;2;5;38;31;5;"2_D4_CHFU_Fly";0;0;0;1;0;"e";75;75;"e";75;0
5;3;2;"E3";1;"CHFU";1;32;12;8;39,5;29,5;8;"2_E3_CHFU_Fly";0;0;0;1;0;"e";83;83;"e";83;0
5;3;3;"C3";1;"CHFU";14;13;33;10;81,5;57,5;10;"3_C3_CHFU_Fly";0;0;0;1;0;"e";104;104;"e";104;14
5;3;3;"D4";1;"CHFU";3;32;13;6;83;59;6;"3_D4_CHFU_Fly";0;0;0;1;0;"e";230;230;"e";230;3
5;3;7;"B2";2;"LEMA";28;58;6;2;235;289;2;"7_B2_LEMA_Bee";2;0;0;0;0;"e";112;112;"e";112;28
5;3;7;"B3";10;"LEMA";20;58;5;2;235;290,5;2;"7_B3_LEMA_Bee";10;0;0;0;0;"e";175;175;"e";175;20
5;3;7;"B4";3;"LEMA";42;73;7;0;235;292;0;"7_B4_LEMA_Bee";3;0;0;0;0;"e";250;250;"e";250;42
5;3;7;"B5";10;"LEMA";7;13;3;0;235;293,5;0;"7_B5_LEMA_Bee";10;0;0;0;0;"e";326;326;"e";326;7
5;3;7;"C2";2;"LEMA";28;50;5;1;236,5;289;1;"7_C2_LEMA_Bee";2;0;0;0;0;"e";177;177;"e";177;28
5;3;7;"D5";3;"LEMA";72;58;3;2;238;293,5;2;"7_D5_LEMA_Bee";3;0;0;0;0;"e";117;117;"e";117;72
5;3;8;"B2";1;"CHFU";12;79;5;35;274;270;35;"8_B2_CHFU_Fly";0;0;0;1;0;"e";212;212;"e";212;12
5;3;8;"B5";1;"CHFU";8;16;1;8;274;274,5;8;"8_B5_CHFU_Fly";0;0;0;1;0;"e";317;317;"e";317;8
5;3;8;"C2";3;"CHFU";18;38;6;18;275,5;270;18;"8_C2_CHFU_Fly";0;0;0;3;0;"e";243;243;"e";243;18
5;3;8;"C3";2;"CHFU";4;7,5;4;3;275,5;271,5;3;"8_C3_CHFU_Fly";0;0;0;2;0;"e";124;124;"e";124;4
5;3;8;"C4";1;"CHFU";3;13;1;0;275,5;273;0;"8_C4_CHFU_Beetle";0;1;0;0;0;"e";231;231;"e";231;3
5;3;8;"C5";2;"CHFU";11;15;4;16;275,5;274,5;16;"8_C5_CHFU_Fly";0;0;0;2;0;"e";218;218;"e";218;11
5;3;8;"D3";1;"CHFU";5;10;1;8;277;271,5;8;"8_D3_CHFU_Fly";0;0;0;1;0;"e";210;210;"e";210;5
5;3;8;"D4";1;"CHFU";12;9;1;3;277;273;3;"8_D4_CHFU_Fly";0;0;0;1;0;"e";114;114;"e";114;12
5;3;8;"D5";2;"LEMA";25;58;5;0;277;274,5;0;"8_D5_LEMA_Bee";2;0;0;0;0;"e";268;268;"e";268;25
5;3;8;"D5";1;"CHFU";14;22,5;5;13;277;274,5;13;"8_D5_CHFU_Fly";0;0;0;1;0;"e";279;279;"e";279;14
5;3;8;"E3";1;"CHFU";17;32;9;13;278,5;271,5;13;"8_E3_CHFU_Fly";0;0;0;1;0;"e";216;216;"e";216;17
5;3;8;"E5";2;"LEMA";17;58;11;0;278,5;274,5;0;"8_E5_LEMA_Bee";2;0;0;0;0;"e";202;202;"e";202;17
5;3;9;"B2";2;"CHFU";4;28;2;30;314;286;30;"9_B2_CHFU_Beetle";0;2;0;0;0;"e";52;52;"e";52;4
5;3;9;"B2";1;"CHFU";4;28;2;30;314;286;30;"9_B2_CHFU_Fly";0;0;0;1;0;"e";52;52;"e";52;4
5;3;9;"B3";1;"CHFU";1;32;1;21;314;287,5;21;"9_B3_CHFU_Beetle";0;1;0;0;0;"e";57;57;"e";57;1
5;3;9;"C2";4;"CHFU";14;58;8;30;315,5;286;30;"9_C2_CHFU_Beetle";0;4;0;0;0;"e";59;59;"e";59;14
5;3;9;"C3";3;"CHFU";17;31;2;36;315,5;287,5;36;"9_C3_CHFU_Beetle";0;3;0;0;0;"e";48;48;"e";48;17
5;3;9;"C4";1;"CHFU";7;32;1;25;315,5;289;25;"9_C4_CHFU_Beetle";0;1;0;0;0;"e";63;63;"e";63;7
5;3;9;"C5";2;"CHFU";5;40,5;3;26;315,5;290,5;26;"9_C5_CHFU_Beetle";0;2;0;0;0;"e";73;73;"e";73;5
5;3;9;"D2";1;"CHFU";19;9,5;6;80;317;286;80;"9_D2_CHFU_Beetle";0;1;0;0;0;"e";53;53;"e";53;19
5;3;9;"D2";1;"CHFU";19;9,5;6;80;317;286;80;"9_D2_CHFU_Fly";0;0;0;1;0;"e";53;53;"e";53;19
5;3;9;"D3";2;"CHFU";35;79,5;10;100;317;287,5;100;"9_D3_CHFU_Fly";0;0;0;2;0;"e";47;47;"e";47;35
5;3;9;"D5";1;"CHFU";10;25;2;11;317;290,5;11;"9_D5_CHFU_Fly";0;0;0;1;0;"e";74;74;"e";74;10
5;3;9;"E2";1;"CHFU";4;16;1;50;318,5;286;50;"9_E2_CHFU_Beetle";0;1;0;0;0;"e";89;89;"e";89;4
5;3;9;"E3";3;"CHFU";23;20;12;70;318,5;287,5;70;"9_E3_CHFU_Beetle";0;3;0;0;0;"e";54;54;"e";54;23
5;3;9;"E4";3;"CHFU";17;56;8;80;318,5;289;80;"9_E4_CHFU_Beetle";0;3;0;0;0;"e";70;70;"e";70;17
5;3;9;"E4";1;"CHFU";17;56;8;80;318,5;289;80;"9_E4_CHFU_Fly";0;0;0;1;0;"e";70;70;"e";70;17
5;3;9;"E5";1;"CHFU";13;42;6;40;318,5;290,5;40;"9_E5_CHFU_Beetle";0;1;0;0;0;"e";63;63;"e";63;13
5;5;2;"E2";1;"LEMA";61;110;14;NA;39,5;28;0;"2_E2_LEMA_Fly";0;0;0;1;0;"e";18;18;"e";18;61
5;5;2;"E3";1;"LEMA";46;155;6;NA;39,5;29,5;0;"2_E3_LEMA_Fly";0;0;0;1;0;"e";37;37;"e";37;46
5;5;5;"C5";1;"LEMA";6;13;4;NA;125,5;158,5;0;"5_C5_LEMA_Fly";0;0;0;1;0;"e";48;48;"e";48;6
5;5;7;"C2";2;"BEMA";4;4;56;NA;236,5;289;0;"7_C2_BEMA_Fly";0;0;0;2;0;"e";201;201;"e";201;4
5;5;7;"C4";1;"CETE";15;0;4;NA;236,5;292;0;"7_C4_CETE_Bee";1;0;0;0;0;"e";140;140;"e";140;15
5;5;7;"C4";1;"LEMA";36;58;2;NA;236,5;292;0;"7_C4_LEMA_Bee";1;0;0;0;0;"e";119;119;"e";119;36
5;5;7;"C4";1;"LEMA";36;58;2;NA;236,5;292;0;"7_C4_LEMA_Fly";0;0;0;1;0;"e";119;119;"e";119;36
5;5;7;"D4";1;"LEMA";55;58;2;NA;238;292;0;"7_D4_LEMA_Fly";0;0;0;1;0;"e";191;191;"e";191;55
5;5;7;"E2";1;"LEMA";32;58;6;NA;239,5;289;0;"7_E2_LEMA_Fly";0;0;0;1;0;"e";186;186;"e";186;32
5;5;7;"E4";1;"LEMA";52;58;3;NA;239,5;292;0;"7_E4_LEMA_Fly";0;0;0;1;0;"e";165;165;"e";165;52
5;5;7;"E5";1;"LEMA";52;58;2;NA;239,5;293,5;0;"7_E5_LEMA_Bee";1;0;0;0;0;"e";177;177;"e";177;52
5;5;8;"D2";1;"LEMA";38;58;4;NA;277;270;0;"8_D2_LEMA_Fly";0;0;0;1;0;"e";147;147;"e";147;38
5;5;9;"B3";2;"LEMA";6;58;15;NA;314;287,5;0;"9_B3_LEMA_Fly";0;0;0;2;0;"e";52;52;"e";52;6
5;5;9;"C3";1;"SCLA";6;31;8;NA;315,5;287,5;0;"9_C3_SCLA_Beetle";0;1;0;0;0;"e";59;59;"e";59;6
5;5;9;"D2";1;"LEMA";9;30;9;NA;317;286;0;"9_D2_LEMA_Fly";0;0;0;1;0;"e";63;63;"e";63;9
5;5;9;"E2";3;"LEMA";1;58;2;NA;318,5;286;0;"9_E2_LEMA_Fly";0;0;0;3;0;"e";93;93;"e";93;0
6;5;1;"D4";1;"LEMA";45;66,5;13;25;5;5;25;"1_D4_LEMA_Butterfly";0;0;1;0;0;"e";5;5;"e";5;45
6;5;1;"E2";4;"LEMA";57;76,5;13;30;6,5;2;30;"1_E2_LEMA_Bee";4;0;0;0;0;"e";13;13;"e";13;57
6;5;2;"C5";2;"LEMA";125;111;6;15;36,5;32,5;15;"2_C5_LEMA_Bee";2;0;0;0;0;"e";37;37;"e";37;125
6;5;3;"B5";1;"LEMA";28;59,3333333333333;5;7;80;60,5;7;"3_B5_LEMA_Bee";1;0;0;0;0;"e";221;221;"e";221;28
6;5;8;"C4";2;"LEMA";42;58;1;NA;275,5;273;0;"8_C4_LEMA_Bee";2;0;0;0;0;"e";192;192;"e";192;42
8;6;1;"C2";1;"PUPA";1;29;7,5;NA;3,5;2;0;"1_C2_PUPA_Bee";1;0;0;0;0;"e";72;72;"e";72;0
8;6;2;"C2";1;"LEMA";55;80;19;NA;36,5;28;0;"2_C2_LEMA_Bee";1;0;0;0;0;"e";61;61;"e";61;55
8;6;3;"B4";2;"PUPA";5;6;13;NA;80;59;0;"3_B4_PUPA_Bee";2;0;0;0;0;"e";188;188;"e";188;5
8;6;3;"B5";3;"PUPA";9;59;11,5;NA;80;60,5;0;"3_B5_PUPA_Bee";3;0;0;0;0;"e";240;240;"e";240;9
8;6;3;"C3";3;"LEMA";11;42;15;NA;81,5;57,5;0;"3_C3_LEMA_Bee";3;0;0;0;0;"e";107;107;"e";107;11
8;6;3;"D4";2;"PUPA";3;23;7,5;NA;83;59;0;"3_D4_PUPA_Bee";2;0;0;0;0;"e";230;230;"e";230;3
8;6;3;"E2";1;"LEMA";9;58;2;NA;84,5;56;0;"3_E2_LEMA_Bee";1;0;0;0;0;"e";217;217;"e";217;9
8;6;8;"B2";5;"PUPA";12;34;14;30;274;270;30;"8_B2_PUPA_Fly";0;0;0;5;0;"e";212;212;"e";212;12
8;6;8;"D2";1;"PUPA";16;24;4;37;277;270;37;"8_D2_PUPA_Bee";1;0;0;0;0;"e";169;169;"e";169;16
8;6;8;"E2";2;"PUPA";24;6;3;52;278,5;270;52;"8_E2_PUPA_Bee";2;0;0;0;0;"e";148;148;"e";148;24
8;6;8;"E3";3;"PUPA";37;75;5;32;278,5;271,5;32;"8_E3_PUPA_Bee";3;0;0;0;0;"e";196;196;"e";196;37
8;6;8;"E5";1;"PUPA";61;0;14;50;278,5;274,5;50;"8_E5_PUPA_Fly";0;0;0;1;0;"e";158;158;"e";158;61
8;6;9;"D5";1;"LEMA";8;48;15;1;317;290,5;1;"9_D5_LEMA_Bee";1;0;0;0;0;"e";76;76;"e";76;8
8;6;9;"D5";1;"PUPA";7;12;4;18;317;290,5;18;"9_D5_PUPA_Bee";1;0;0;0;0;"e";77;77;"e";77;7
9;6;2;"C2";2;"PUPA";1;1;9;5;36,5;28;5;"2_C2_PUPA_Bee";2;0;0;0;0;"e";116;116;"e";116;0
10;3;1;"C5";1;"LEMA";80;67;23;0;3,5;6,5;0;"1_C5_LEMA_Fly";0;0;0;1;0;"e";15;15;"e";15;80
10;3;2;"B3";2;"LEMA";65;73;6;0;35;29,5;0;"2_B3_LEMA_Fly";0;0;0;2;0;"e";41;41;"e";41;65
10;3;2;"B5";2;"LEMA";80;63;3;NA;35;32,5;0;"2_B5_LEMA_Fly";0;0;0;2;0;"e";46;46;"e";46;80
10;3;2;"C3";3;"LEMA";50;105,5;4;0;36,5;29,5;0;"2_C3_LEMA_Fly";0;0;0;3;0;"e";30;30;"e";30;50
10;3;2;"C4";3;"LEMA";114;40;10;NA;36,5;31;0;"2_C4_LEMA_Fly";0;0;0;3;0;"e";46;46;"e";46;114
10;3;3;"B3";1;"CHFU";1;32;2;1;80;57,5;1;"3_B3_CHFU_Fly";0;0;0;1;0;"e";158;158;"e";158;0
10;3;3;"C3";1;"CHFU";14;13;33;31;81,5;57,5;31;"3_C3_CHFU_Beetle";0;1;0;0;0;"e";104;104;"e";104;14
10;3;5;"B5";1;"LEMA";3;58;1;NA;124;158,5;0;"5_B5_LEMA_Fly";0;0;0;1;0;"e";69;69;"e";69;3
10;3;7;"E4";1;"CHFU";2;17;6;0;239,5;292;0;"7_E4_CHFU_Fly";0;0;0;1;0;"e";215;215;"e";215;2
10;3;8;"B4";1;"CHFU";13;20;3;3;274;273;3;"8_B4_CHFU_Fly";0;0;0;1;0;"e";190;190;"e";190;13
10;3;8;"C4";1;"CHFU";3;13;1;NA;275,5;273;0;"8_C4_CHFU_Fly";0;0;0;1;0;"e";231;231;"e";231;3
10;3;8;"D2";1;"CHFU";27;21;6;4;277;270;4;"8_D2_CHFU_Fly";0;0;0;1;0;"e";158;158;"e";158;27
10;3;9;"D2";1;"CHFU";19;9,5;6;48;317;286;48;"9_D2_CHFU_Bee";1;0;0;0;0;"e";53;53;"e";53;19
10;3;9;"E2";3;"CHFU";4;16;1;31;318,5;286;31;"9_E2_CHFU_Bee";3;0;0;0;0;"e";89;89;"e";89;4
10;3;9;"E2";2;"CHFU";4;16;1;31;318,5;286;31;"9_E2_CHFU_Fly";0;0;0;2;0;"e";89;89;"e";89;4
10;3;9;"E3";3;"CHFU";23;20;12;80;318,5;287,5;80;"9_E3_CHFU_Bee";3;0;0;0;0;"e";54;54;"e";54;23
10;3;9;"E5";10;"CHFU";13;42;6;20;318,5;290,5;20;"9_E5_CHFU_Bee";10;0;0;0;0;"e";63;63;"e";63;13
13;2;2;"E2";1;"CHFU";1;28;12;1;39,5;28;1;"2_E2_CHFU_Bee";1;0;0;0;0;"e";79;79;"e";79;0
13;2;9;"D3";3;"CHFU";35;79,5;10;113;317;287,5;113;"9_D3_CHFU_Bee";3;0;0;0;0;"e";47;47;"e";47;35
18;5;1;"E2";7;"LEMA";57;76,5;13;NA;6,5;2;0;"1_E2_LEMA_Fly";0;0;0;7;0;"e";13;13;"e";13;57
18;5;9;"D3";1;"LEMA";4;58;4;NA;317;287,5;0;"9_D3_LEMA_Butterfly";0;0;1;0;0;"e";78;78;"e";78;4
18;6;2;"E2";2;"CETE";6;111;12;8;39,5;28;8;"2_E2_CETE_Bee";2;0;0;0;0;"e";73;73;"e";73;6
18;6;3;"E2";1;"PUPA";6;40;20,5;20;84,5;56;20;"3_E2_PUPA_Butterfly";0;0;1;0;0;"e";220;220;"e";220;6
19;5;2;"C5";2;"PUPA";6;21;5,66666666666667;0;36,5;32,5;0;"2_C5_PUPA_Bee";2;0;0;0;0;"e";156;156;"e";156;6
19;5;7;"D4";2;"LEMA";55;58;2;NA;238;292;0;"7_D4_LEMA_Beetle";0;2;0;0;0;"e";191;191;"e";191;55
19;5;8;"B4";1;"MESU";12;1;34;NA;274;273;0;"8_B4_MESU_Bee";1;0;0;0;0;"e";191;191;"e";191;12
19;5;8;"B4";1;"PUPA";19;1;4;NA;274;273;0;"8_B4_PUPA_Bee";1;0;0;0;0;"e";184;184;"e";184;19
19;5;8;"B5";1;"PUPA";8;66;7;NA;274;274,5;0;"8_B5_PUPA_Bee";1;0;0;0;0;"e";317;317;"e";317;8
19;5;8;"B5";1;"PUPA";8;66;7;NA;274;274,5;0;"8_B5_PUPA_Beetle";0;1;0;0;0;"e";317;317;"e";317;8
22;4;1;"B4";1;"LEMA";63;65;38;NA;2;5;NA;"1_B4_LEMA_Fly";0;0;0;1;0;"e";20;20;"e";20;63
22;4;3;"C2";2;"LEMA";14;53;2;NA;81,5;56;NA;"3_C2_LEMA_Fly";0;0;0;2;0;"e";145;145;"e";145;14
23;4;8;"E3";6;"BEMA";19;4;25;NA;278,5;271,5;NA;"8_E3_BEMA_Fly";0;0;0;6;0;"e";214;214;"e";214;19
23;4;8;"E3";2;"LEMA";19;58;4;NA;278,5;271,5;NA;"8_E3_LEMA_Fly";0;0;0;2;0;"e";214;214;"e";214;19
23;4;8;"E4";1;"LEMA";26;58;3;NA;278,5;273;NA;"8_E4_LEMA_Fly";0;0;0;1;0;"e";180;180;"e";180;26
28;5;9;"C3";2;"BEMA";8;4;6;0;315,5;287,5;0;"9_C3_BEMA_Fly";0;0;0;2;0;"e";57;57;"e";57;8
29;5;2;"D2";2;"CETE";26;111;6;35;38;28;35;"2_D2_CETE_Bee";2;0;0;0;0;"e";83;83;"e";83;26
29;5;2;"D2";1;"LEMA";53;48;9;30;38;28;30;"2_D2_LEMA_Bee";1;0;0;0;0;"e";56;56;"e";56;53
29;5;2;"D5";1;"LEMA";53;57;10;15;38;32,5;15;"2_D5_LEMA_Bee";1;0;0;0;0;"e";48;48;"e";48;53
29;5;2;"E4";2;"CETE";11;111;5;90;39,5;31;90;"2_E4_CETE_Bee";2;0;0;0;0;"e";99;99;"e";99;11
29;5;2;"E5";1;"LEMA";41;45,5;14;20;39,5;32,5;20;"2_E5_LEMA_Bee";1;0;0;0;0;"e";32;32;"e";32;41
29;5;2;"E5";2;"CETE";7;111;5;56;39,5;32,5;56;"2_E5_CETE_Fly";0;0;0;2;0;"e";66;66;"e";66;7
29;5;3;"D2";1;"LEMA";8;58;18;6;83;56;6;"3_D2_LEMA_Bee";1;0;0;0;0;"e";201;201;"e";201;8
29;5;3;"D5";6;"PUPA";9;103;31,5;30;83;60,5;30;"3_D5_PUPA_Bee";6;0;0;0;0;"e";123;123;"e";123;9
29;5;3;"E2";1;"PUPA";6;40;20,5;9;84,5;56;9;"3_E2_PUPA_Fly";0;0;0;1;0;"e";220;220;"e";220;6
