"Day";"Month";"plot";"subplot";"vis";"Plant";"individuals";"seed";"fruit";"flowers";"x_coor2";"y_coor2";"flowers2";"unique_id";"Bee";"Beetle";"Butterfly";"Fly";"<NA>";"distance";"n_neighbors";"n_neighbors_total";"distance_total";"n_neighbors_inter";"n_neighbors_intra"
13;2;8;"B4";NA;"PUPA";NA;NA;NA;0;274;273;0;"8_B4_PUPA_NA";0;0;0;0;0;"a";6797;6797;"a";6797;903
13;2;8;"B2";NA;"PUPA";NA;NA;NA;0;274;270;0;"8_B2_PUPA_NA";0;0;0;0;0;"a";6797;6797;"a";6797;903
13;2;8;"D5";NA;"PUPA";NA;NA;NA;0;277;274,5;0;"8_D5_PUPA_NA";0;0;0;0;0;"a";6797;6797;"a";6797;903
13;2;8;"D2";NA;"PUPA";NA;NA;NA;0;277;270;0;"8_D2_PUPA_NA";0;0;0;0;0;"a";6797;6797;"a";6797;903
13;2;8;"E2";NA;"PUPA";NA;NA;NA;0;278,5;270;0;"8_E2_PUPA_NA";0;0;0;0;0;"a";6797;6797;"a";6797;903
13;2;8;"E3";NA;"PUPA";NA;NA;NA;0;278,5;271,5;0;"8_E3_PUPA_NA";0;0;0;0;0;"a";6797;6797;"a";6797;903
13;2;8;"E5";NA;"PUPA";NA;NA;NA;0;278,5;274,5;0;"8_E5_PUPA_NA";0;0;0;0;0;"a";6797;6797;"a";6797;903
20;2;3;"B4";NA;"PUPA";NA;NA;NA;0;80;59;0;"3_B4_PUPA_NA";0;0;0;0;0;"a";6684;6684;"a";6684;90
20;2;3;"D4";NA;"PUPA";NA;NA;NA;0;83;59;0;"3_D4_PUPA_NA";0;0;0;0;0;"a";6684;6684;"a";6684;90
20;2;3;"E2";NA;"PUPA";NA;NA;NA;0;84,5;56;0;"3_E2_PUPA_NA";0;0;0;0;0;"a";6684;6684;"a";6684;90
26;2;9;"D5";NA;"PUPA";NA;NA;NA;0;317;290,5;0;"9_D5_PUPA_NA";0;0;0;0;0;"a";2650;2650;"a";2650;130
26;2;3;"D5";NA;"PUPA";NA;NA;NA;0;83;60,5;0;"3_D5_PUPA_NA";0;0;0;0;0;"a";6684;6684;"a";6684;90
10;3;2;"C2";NA;"PUPA";NA;NA;NA;0;36,5;28;0;"2_C2_PUPA_NA";0;0;0;0;0;"a";4326;4326;"a";4326;50
10;3;1;"C2";NA;"PUPA";NA;NA;NA;0;3,5;2;0;"1_C2_PUPA_NA";0;0;0;0;0;"a";2722;2722;"a";2722;14
10;3;3;"B5";NA;"PUPA";NA;NA;NA;0;80;60,5;0;"3_B5_PUPA_NA";0;0;0;0;0;"a";6684;6684;"a";6684;90
30;4;2;"C5";NA;"PUPA";NA;NA;NA;0;36,5;32,5;0;"2_C5_PUPA_NA";0;0;0;0;0;"a";4326;4326;"a";4326;50
1;6;1;"B2";10;"LEMA";39;80,5;32;8;2;2;8;"1_B2_LEMA_Beetle";0;10;0;0;0;"c";234;234;"c";234;379
1;6;1;"B4";12;"LEMA";63;65;38;7;2;5;7;"1_B4_LEMA_Beetle";0;12;0;0;0;"c";126;126;"c";126;378
1;6;1;"B5";9;"LEMA";43;69,3333333333333;18;3;2;6,5;3;"1_B5_LEMA_Beetle";0;9;0;0;0;"c";130;130;"c";130;393
1;6;1;"C2";8;"LEMA";32;89,5;43;8;3,5;2;8;"1_C2_LEMA_Beetle";0;8;0;0;0;"c";108;108;"c";108;465
1;6;1;"C3";6;"LEMA";51;58;14;11;3,5;3,5;11;"1_C3_LEMA_Beetle";0;6;0;0;0;"c";132;132;"c";132;431
1;6;1;"C4";5;"LEMA";64;59;4;5;3,5;5;5;"1_C4_LEMA_Beetle";0;5;0;0;0;"c";101;101;"c";101;475
1;6;1;"C5";1;"LEMA";80;67;23;11;3,5;6,5;11;"1_C5_LEMA_Beetle";0;1;0;0;0;"c";104;104;"c";104;441
1;6;1;"D2";9;"LEMA";57;75;12;13;5;2;13;"1_D2_LEMA_Beetle";0;9;0;0;0;"c";143;143;"c";143;466
1;6;1;"D3";5;"LEMA";76;62;4;14;5;3,5;14;"1_D3_LEMA_Beetle";0;5;0;0;0;"c";134;134;"c";134;401
1;6;1;"D4";12;"LEMA";45;66,5;13;20;5;5;20;"1_D4_LEMA_Beetle";0;12;0;0;0;"c";127;127;"c";127;499
1;6;1;"D5";9;"LEMA";62;65;19;17;5;6,5;17;"1_D5_LEMA_Beetle";0;9;0;0;0;"c";145;145;"c";145;496
1;6;1;"E2";10;"LEMA";57;76,5;13;7;6,5;2;7;"1_E2_LEMA_Beetle";0;10;0;0;0;"c";265;265;"c";265;420
1;6;1;"E3";7;"LEMA";46;51,5;17;12;6,5;3,5;12;"1_E3_LEMA_Beetle";0;7;0;0;0;"c";186;186;"c";186;431
1;6;1;"E3";2;"LEMA";46;51,5;17;12;6,5;3,5;12;"1_E3_LEMA_Fly";0;0;0;2;0;"c";186;186;"c";186;431
1;6;1;"E4";5;"LEMA";49;67;20;14;6,5;5;14;"1_E4_LEMA_Beetle";0;5;0;0;0;"c";157;157;"c";157;465
1;6;1;"E5";3;"LEMA";71;59;12;13;6,5;6,5;13;"1_E5_LEMA_Beetle";0;3;0;0;0;"c";177;177;"c";177;467
1;6;1;"E5";3;"LEMA";71;59;12;13;6,5;6,5;13;"1_E5_LEMA_Fly";0;0;0;3;0;"c";177;177;"c";177;467
1;6;2;"B2";8;"LEMA";74;54;8;20;35;28;20;"2_B2_LEMA_Beetle";0;8;0;0;0;"c";372;372;"c";372;529
1;6;2;"B2";1;"CETE";7;111;16;15;35;28;15;"2_B2_CETE_Fly";0;0;0;1;0;"c";808;808;"c";808;93
1;6;2;"B2";5;"LEMA";74;54;8;20;35;28;20;"2_B2_LEMA_Fly";0;0;0;5;0;"c";372;372;"c";372;529
1;6;2;"B3";10;"LEMA";65;73;6;17;35;29,5;17;"2_B3_LEMA_Beetle";0;10;0;0;0;"c";335;335;"c";335;647
1;6;2;"B4";15;"LEMA";93;50,3333333333333;18;20;35;31;20;"2_B4_LEMA_Beetle";0;15;0;0;0;"c";344;344;"c";344;709
1;6;2;"B5";12;"LEMA";80;63;3;9;35;32,5;9;"2_B5_LEMA_Beetle";0;12;0;0;0;"c";372;372;"c";372;794
1;6;2;"C2";4;"LEMA";55;80;19;13;36,5;28;13;"2_C2_LEMA_Beetle";0;4;0;0;0;"c";292;292;"c";292;527
1;6;2;"C3";5;"LEMA";50;105,5;4;17;36,5;29,5;17;"2_C3_LEMA_Beetle";0;5;0;0;0;"c";311;311;"c";311;554
1;6;2;"C4";4;"LEMA";114;40;10;18;36,5;31;18;"2_C4_LEMA_Beetle";0;4;0;0;0;"c";284;284;"c";284;566
1;6;2;"C5";6;"LEMA";125;111;6;7;36,5;32,5;7;"2_C5_LEMA_Beetle";0;6;0;0;0;"c";419;419;"c";419;643
1;6;2;"D2";6;"LEMA";53;48;9;0;38;28;0;"2_D2_LEMA_Beetle";0;6;0;0;0;"c";298;298;"c";298;501
1;6;2;"D3";4;"LEMA";47;32;12;0;38;29,5;0;"2_D3_LEMA_Beetle";0;4;0;0;0;"c";303;303;"c";303;509
1;6;2;"D4";4;"LEMA";53;29;6;0;38;31;0;"2_D4_LEMA_Beetle";0;4;0;0;0;"c";293;293;"c";293;553
1;6;2;"D5";4;"LEMA";53;57;10;0;38;32,5;0;"2_D5_LEMA_Beetle";0;4;0;0;0;"c";441;441;"c";441;668
1;6;2;"E2";8;"LEMA";61;110;14;0;39,5;28;0;"2_E2_LEMA_Beetle";0;8;0;0;0;"c";247;247;"c";247;542
1;6;2;"E3";6;"LEMA";46;155;6;0;39,5;29,5;0;"2_E3_LEMA_Beetle";0;6;0;0;0;"c";218;218;"c";218;494
1;6;2;"E4";8;"LEMA";77;18;13;0;39,5;31;0;"2_E4_LEMA_Beetle";0;8;0;0;0;"c";275;275;"c";275;545
1;6;2;"E5";6;"LEMA";41;45,5;14;0;39,5;32,5;0;"2_E5_LEMA_Beetle";0;6;0;0;0;"c";433;433;"c";433;710
1;6;3;"B2";2;"LEMA";8;58;3;6;80;56;6;"3_B2_LEMA_Beetle";0;2;0;0;0;"c";1481;1481;"c";1481;82
1;6;3;"B3";2;"LEMA";10;52,5;14;2;80;57,5;2;"3_B3_LEMA_Beetle";0;2;0;0;0;"c";1452;1452;"c";1452;122
1;6;3;"B5";2;"LEMA";28;59,3333333333333;5;3;80;60,5;3;"3_B5_LEMA_Beetle";0;2;0;0;0;"c";1257;1257;"c";1257;206
1;6;3;"C2";3;"LEMA";14;53;2;NA;81,5;56;0;"3_C2_LEMA_Beetle";0;3;0;0;0;"c";1473;1473;"c";1473;67
1;6;3;"C3";5;"LEMA";11;42;15;NA;81,5;57,5;0;"3_C3_LEMA_Beetle";0;5;0;0;0;"c";1530;1530;"c";1530;102
1;6;3;"C4";5;"LEMA";10;40;1;NA;81,5;59;0;"3_C4_LEMA_Beetle";0;5;0;0;0;"c";1280;1280;"c";1280;176
1;6;3;"C5";1;"LEMA";39;58;10;NA;81,5;60,5;0;"3_C5_LEMA_Beetle";0;1;0;0;0;"c";1408;1408;"c";1408;235
1;6;3;"D2";3;"LEMA";8;58;18;6;83;56;6;"3_D2_LEMA_Beetle";0;3;0;0;0;"c";1429;1429;"c";1429;90
1;6;3;"D3";4;"LEMA";10;58;6,5;3;83;57,5;3;"3_D3_LEMA_Beetle";0;4;0;0;0;"c";1418;1418;"c";1418;139
1;6;3;"D5";2;"LEMA";36;35;4;13;83;60,5;13;"3_D5_LEMA_Beetle";0;2;0;0;0;"c";1273;1273;"c";1273;293
1;6;3;"D5";2;"LEMA";36;35;4;13;83;60,5;13;"3_D5_LEMA_Fly";0;0;0;2;0;"c";1273;1273;"c";1273;293
1;6;3;"E2";4;"LEMA";9;58;2;14;84,5;56;14;"3_E2_LEMA_Beetle";0;4;0;0;0;"c";1427;1427;"c";1427;118
1;6;3;"E2";1;"LEMA";9;58;2;14;84,5;56;14;"3_E2_LEMA_Fly";0;0;0;1;0;"c";1427;1427;"c";1427;118
1;6;3;"E3";2;"LEMA";26;46;16;23;84,5;57,5;23;"3_E3_LEMA_Beetle";0;2;0;0;0;"c";1379;1379;"c";1379;196
1;6;3;"E3";1;"LEMA";26;46;16;23;84,5;57,5;23;"3_E3_LEMA_Fly";0;0;0;1;0;"c";1379;1379;"c";1379;196
1;6;3;"E4";3;"LEMA";37;58;9;15;84,5;59;15;"3_E4_LEMA_Beetle";0;3;0;0;0;"c";1113;1113;"c";1113;314
1;6;3;"E5";2;"LEMA";53;67,5;6;5;84,5;60,5;5;"3_E5_LEMA_Beetle";0;2;0;0;0;"c";956;956;"c";956;383
1;6;5;"B4";1;"LEMA";12;58;2;15;124;157;15;"5_B4_LEMA_Beetle";0;1;0;0;0;"c";592;592;"c";592;46
1;6;5;"B5";3;"LEMA";3;58;1;2;124;158,5;2;"5_B5_LEMA_Beetle";0;3;0;0;0;"c";620;620;"c";620;50
1;6;5;"C2";1;"LEMA";9;51;1;5;125,5;154;5;"5_C2_LEMA_Beetle";0;1;0;0;0;"c";564;564;"c";564;49
1;6;5;"C4";3;"LEMA";8;39;4;6;125,5;157;6;"5_C4_LEMA_Beetle";0;3;0;0;0;"c";442;442;"c";442;57
1;6;5;"D2";4;"LEMA";7;58;1;9;127;154;9;"5_D2_LEMA_Beetle";0;4;0;0;0;"c";572;572;"c";572;57
1;6;5;"D5";2;"LEMA";9;58;1;11;127;158,5;11;"5_D5_LEMA_Beetle";0;2;0;0;0;"c";556;556;"c";556;67
1;6;7;"B2";2;"LEMA";28;58;6;1;235;289;1;"7_B2_LEMA_Beetle";0;2;0;0;0;"c";1436;1436;"c";1436;252
1;6;7;"B3";1;"LEMA";20;58;5;0;235;290,5;0;"7_B3_LEMA_Beetle";0;1;0;0;0;"c";1577;1577;"c";1577;293
1;6;7;"B4";2;"LEMA";42;73;7;0;235;292;0;"7_B4_LEMA_Beetle";0;2;0;0;0;"c";1667;1667;"c";1667;285
1;6;7;"B5";3;"LEMA";7;13;3;0;235;293,5;0;"7_B5_LEMA_Beetle";0;3;0;0;0;"c";1452;1452;"c";1452;347
1;6;7;"C2";1;"LEMA";28;50;5;3;236,5;289;3;"7_C2_LEMA_Beetle";0;1;0;0;0;"c";1080;1080;"c";1080;207
1;6;7;"C3";1;"LEMA";24;58;2;2;236,5;290,5;2;"7_C3_LEMA_Beetle";0;1;0;0;0;"c";1305;1305;"c";1305;265
1;6;7;"C4";3;"LEMA";36;58;2;3;236,5;292;3;"7_C4_LEMA_Beetle";0;3;0;0;0;"c";1443;1443;"c";1443;308
1;6;7;"C5";1;"LEMA";48;49;1;0;236,5;293,5;0;"7_C5_LEMA_Beetle";0;1;0;0;0;"c";1428;1428;"c";1428;298
1;6;7;"D5";1;"LEMA";72;58;3;1;238;293,5;1;"7_D5_LEMA_Beetle";0;1;0;0;0;"c";1145;1145;"c";1145;333
1;6;7;"E2";6;"LEMA";32;58;6;3;239,5;289;3;"7_E2_LEMA_Beetle";0;6;0;0;0;"c";1248;1248;"c";1248;164
1;6;7;"E4";3;"LEMA";52;58;3;0;239,5;292;0;"7_E4_LEMA_Beetle";0;3;0;0;0;"c";1235;1235;"c";1235;358
1;6;7;"E5";1;"LEMA";52;58;2;0;239,5;293,5;0;"7_E5_LEMA_Beetle";0;1;0;0;0;"c";1385;1385;"c";1385;363
1;6;8;"B2";5;"LEMA";40;58;5;0;274;270;0;"8_B2_LEMA_Beetle";0;5;0;0;0;"c";1405;1405;"c";1405;228
1;6;8;"B3";2;"LEMA";72;48;4;0;274;271,5;0;"8_B3_LEMA_Beetle";0;2;0;0;0;"c";1387;1387;"c";1387;233
1;6;8;"B4";4;"LEMA";31;58;4;0;274;273;0;"8_B4_LEMA_Beetle";0;4;0;0;0;"c";1642;1642;"c";1642;222
1;6;8;"B5";2;"LEMA";7;58;2;0;274;274,5;0;"8_B5_LEMA_Beetle";0;2;0;0;0;"c";1680;1680;"c";1680;169
1;6;8;"C2";1;"LEMA";31;58;4;0;275,5;270;0;"8_C2_LEMA_Beetle";0;1;0;0;0;"c";1354;1354;"c";1354;290
1;6;8;"C3";1;"LEMA";24;58;3;0;275,5;271,5;0;"8_C3_LEMA_Beetle";0;1;0;0;0;"c";1334;1334;"c";1334;299
1;6;8;"C4";4;"LEMA";42;58;1;0;275,5;273;0;"8_C4_LEMA_Beetle";0;4;0;0;0;"c";1486;1486;"c";1486;218
1;6;8;"C5";3;"LEMA";14;58;2;0;275,5;274,5;0;"8_C5_LEMA_Beetle";0;3;0;0;0;"c";1517;1517;"c";1517;174
1;6;8;"D2";1;"LEMA";38;58;4;0;277;270;0;"8_D2_LEMA_Beetle";0;1;0;0;0;"c";1571;1571;"c";1571;235
1;6;8;"D4";2;"LEMA";21;58;7;0;277;273;0;"8_D4_LEMA_Beetle";0;2;0;0;0;"c";1566;1566;"c";1566;191
1;6;8;"D5";1;"LEMA";25;58;5;0;277;274,5;0;"8_D5_LEMA_Beetle";0;1;0;0;0;"c";1570;1570;"c";1570;182
1;6;8;"D5";1;"PUPA";42;3;9;76;277;274,5;76;"8_D5_PUPA_Beetle";0;1;0;0;0;"c";1342;1342;"c";1342;410
1;6;8;"E3";1;"LEMA";19;58;4;0;278,5;271,5;0;"8_E3_LEMA_Beetle";0;1;0;0;0;"c";1099;1099;"c";1099;165
1;6;8;"E4";3;"LEMA";26;58;3;0;278,5;273;0;"8_E4_LEMA_Beetle";0;3;0;0;0;"c";1382;1382;"c";1382;143
1;6;8;"E5";1;"LEMA";17;58;11;0;278,5;274,5;0;"8_E5_LEMA_Beetle";0;1;0;0;0;"c";1449;1449;"c";1449;177
1;6;8;"E5";3;"LEMA";17;58;11;0;278,5;274,5;0;"8_E5_LEMA_Fly";0;0;0;3;0;"c";1449;1449;"c";1449;177
1;6;9;"B2";4;"LEMA";10;58;12;6;314;286;6;"9_B2_LEMA_Beetle";0;4;0;0;0;"c";444;444;"c";444;55
1;6;9;"B3";3;"LEMA";6;58;15;9;314;287,5;9;"9_B3_LEMA_Beetle";0;3;0;0;0;"c";448;448;"c";448;64
1;6;9;"B4";1;"CHMI";1;14;5;0;314;289;0;"9_B4_CHMI_Beetle";0;1;0;0;0;"c";530;530;"c";530;6
1;6;9;"B4";8;"LEMA";9;58;4;7;314;289;7;"9_B4_LEMA_Beetle";0;8;0;0;0;"c";492;492;"c";492;44
1;6;9;"C2";4;"LEMA";17;58;8;2;315,5;286;2;"9_C2_LEMA_Beetle";0;4;0;0;0;"c";481;481;"c";481;66
1;6;9;"C3";4;"LEMA";7;58;5;0;315,5;287,5;0;"9_C3_LEMA_Beetle";0;4;0;0;0;"c";463;463;"c";463;80
1;6;9;"C4";6;"LEMA";12;58;7;4;315,5;289;4;"9_C4_LEMA_Beetle";0;6;0;0;0;"c";525;525;"c";525;58
1;6;9;"D2";4;"LEMA";9;30;9;0;317;286;0;"9_D2_LEMA_Beetle";0;4;0;0;0;"c";600;600;"c";600;59
1;6;9;"D3";6;"LEMA";4;58;4;0;317;287,5;0;"9_D3_LEMA_Beetle";0;6;0;0;0;"c";526;526;"c";526;68
1;6;9;"D5";1;"LEMA";8;48;15;6;317;290,5;6;"9_D5_LEMA_Beetle";0;1;0;0;0;"c";546;546;"c";546;70
1;6;9;"E3";2;"LEMA";3;58;3;0;318,5;287,5;0;"9_E3_LEMA_Beetle";0;2;0;0;0;"c";633;633;"c";633;33
1;6;9;"E4";2;"LEMA";7;58;10;0;318,5;289;0;"9_E4_LEMA_Beetle";0;2;0;0;0;"c";663;663;"c";663;31
1;6;9;"E5";3;"LEMA";3;58;5;1;318,5;290,5;1;"9_E5_LEMA_Beetle";0;3;0;0;0;"c";623;623;"c";623;57
5;3;1;"B4";1;"CHFU";4;32;19;7;2;5;7;"1_B4_CHFU_Fly";0;0;0;1;0;"c";492;492;"c";492;12
5;3;1;"E3";3;"CHFU";1;25;1;4;6,5;3,5;4;"1_E3_CHFU_Fly";0;0;0;3;0;"c";612;612;"c";612;5
5;3;2;"B2";2;"CHFU";4;32;2;4;35;28;4;"2_B2_CHFU_Fly";0;0;0;2;0;"c";867;867;"c";867;34
5;3;2;"B3";1;"CHFU";1;21;6;7;35;29,5;7;"2_B3_CHFU_Fly";0;0;0;1;0;"c";958;958;"c";958;24
5;3;2;"C2";2;"CHFU";7;32;2;11;36,5;28;11;"2_C2_CHFU_Fly";0;0;0;2;0;"c";795;795;"c";795;24
5;3;2;"D4";1;"CHFU";1;101;2;5;38;31;5;"2_D4_CHFU_Fly";0;0;0;1;0;"c";838;838;"c";838;8
5;3;2;"E3";1;"CHFU";1;32;12;8;39,5;29,5;8;"2_E3_CHFU_Fly";0;0;0;1;0;"c";708;708;"c";708;4
5;3;3;"C3";1;"CHFU";14;13;33;10;81,5;57,5;10;"3_C3_CHFU_Fly";0;0;0;1;0;"c";1624;1624;"c";1624;8
5;3;3;"D4";1;"CHFU";3;32;13;6;83;59;6;"3_D4_CHFU_Fly";0;0;0;1;0;"c";1401;1401;"c";1401;20
5;3;7;"B2";2;"LEMA";28;58;6;2;235;289;2;"7_B2_LEMA_Bee";2;0;0;0;0;"c";1436;1436;"c";1436;252
5;3;7;"B3";10;"LEMA";20;58;5;2;235;290,5;2;"7_B3_LEMA_Bee";10;0;0;0;0;"c";1577;1577;"c";1577;293
5;3;7;"B4";3;"LEMA";42;73;7;0;235;292;0;"7_B4_LEMA_Bee";3;0;0;0;0;"c";1667;1667;"c";1667;285
5;3;7;"B5";10;"LEMA";7;13;3;0;235;293,5;0;"7_B5_LEMA_Bee";10;0;0;0;0;"c";1452;1452;"c";1452;347
5;3;7;"C2";2;"LEMA";28;50;5;1;236,5;289;1;"7_C2_LEMA_Bee";2;0;0;0;0;"c";1080;1080;"c";1080;207
5;3;7;"D5";3;"LEMA";72;58;3;2;238;293,5;2;"7_D5_LEMA_Bee";3;0;0;0;0;"c";1145;1145;"c";1145;333
5;3;8;"B2";1;"CHFU";12;79;5;35;274;270;35;"8_B2_CHFU_Fly";0;0;0;1;0;"c";1494;1494;"c";1494;139
5;3;8;"B5";1;"CHFU";8;16;1;8;274;274,5;8;"8_B5_CHFU_Fly";0;0;0;1;0;"c";1716;1716;"c";1716;133
5;3;8;"C2";3;"CHFU";18;38;6;18;275,5;270;18;"8_C2_CHFU_Fly";0;0;0;3;0;"c";1548;1548;"c";1548;96
5;3;8;"C3";2;"CHFU";4;7,5;4;3;275,5;271,5;3;"8_C3_CHFU_Fly";0;0;0;2;0;"c";1539;1539;"c";1539;94
5;3;8;"C4";1;"CHFU";3;13;1;0;275,5;273;0;"8_C4_CHFU_Beetle";0;1;0;0;0;"c";1633;1633;"c";1633;71
5;3;8;"C5";2;"CHFU";11;15;4;16;275,5;274,5;16;"8_C5_CHFU_Fly";0;0;0;2;0;"c";1582;1582;"c";1582;109
5;3;8;"D3";1;"CHFU";5;10;1;8;277;271,5;8;"8_D3_CHFU_Fly";0;0;0;1;0;"c";1446;1446;"c";1446;99
5;3;8;"D4";1;"CHFU";12;9;1;3;277;273;3;"8_D4_CHFU_Fly";0;0;0;1;0;"c";1679;1679;"c";1679;78
5;3;8;"D5";2;"LEMA";25;58;5;0;277;274,5;0;"8_D5_LEMA_Bee";2;0;0;0;0;"c";1570;1570;"c";1570;182
5;3;8;"D5";1;"CHFU";14;22,5;5;13;277;274,5;13;"8_D5_CHFU_Fly";0;0;0;1;0;"c";1638;1638;"c";1638;114
5;3;8;"E3";1;"CHFU";17;32;9;13;278,5;271,5;13;"8_E3_CHFU_Fly";0;0;0;1;0;"c";1150;1150;"c";1150;114
5;3;8;"E5";2;"LEMA";17;58;11;0;278,5;274,5;0;"8_E5_LEMA_Bee";2;0;0;0;0;"c";1449;1449;"c";1449;177
5;3;9;"B2";2;"CHFU";4;28;2;30;314;286;30;"9_B2_CHFU_Beetle";0;2;0;0;0;"c";429;429;"c";429;70
5;3;9;"B2";1;"CHFU";4;28;2;30;314;286;30;"9_B2_CHFU_Fly";0;0;0;1;0;"c";429;429;"c";429;70
5;3;9;"B3";1;"CHFU";1;32;1;21;314;287,5;21;"9_B3_CHFU_Beetle";0;1;0;0;0;"c";467;467;"c";467;45
5;3;9;"C2";4;"CHFU";14;58;8;30;315,5;286;30;"9_C2_CHFU_Beetle";0;4;0;0;0;"c";424;424;"c";424;123
5;3;9;"C3";3;"CHFU";17;31;2;36;315,5;287,5;36;"9_C3_CHFU_Beetle";0;3;0;0;0;"c";442;442;"c";442;101
5;3;9;"C4";1;"CHFU";7;32;1;25;315,5;289;25;"9_C4_CHFU_Beetle";0;1;0;0;0;"c";492;492;"c";492;91
5;3;9;"C5";2;"CHFU";5;40,5;3;26;315,5;290,5;26;"9_C5_CHFU_Beetle";0;2;0;0;0;"c";559;559;"c";559;52
5;3;9;"D2";1;"CHFU";19;9,5;6;80;317;286;80;"9_D2_CHFU_Beetle";0;1;0;0;0;"c";497;497;"c";497;162
5;3;9;"D2";1;"CHFU";19;9,5;6;80;317;286;80;"9_D2_CHFU_Fly";0;0;0;1;0;"c";497;497;"c";497;162
5;3;9;"D3";2;"CHFU";35;79,5;10;100;317;287,5;100;"9_D3_CHFU_Fly";0;0;0;2;0;"c";473;473;"c";473;121
5;3;9;"D5";1;"CHFU";10;25;2;11;317;290,5;11;"9_D5_CHFU_Fly";0;0;0;1;0;"c";536;536;"c";536;80
5;3;9;"E2";1;"CHFU";4;16;1;50;318,5;286;50;"9_E2_CHFU_Beetle";0;1;0;0;0;"c";549;549;"c";549;167
5;3;9;"E3";3;"CHFU";23;20;12;70;318,5;287,5;70;"9_E3_CHFU_Beetle";0;3;0;0;0;"c";523;523;"c";523;143
5;3;9;"E4";3;"CHFU";17;56;8;80;318,5;289;80;"9_E4_CHFU_Beetle";0;3;0;0;0;"c";546;546;"c";546;148
5;3;9;"E4";1;"CHFU";17;56;8;80;318,5;289;80;"9_E4_CHFU_Fly";0;0;0;1;0;"c";546;546;"c";546;148
5;3;9;"E5";1;"CHFU";13;42;6;40;318,5;290,5;40;"9_E5_CHFU_Beetle";0;1;0;0;0;"c";563;563;"c";563;117
5;5;2;"E2";1;"LEMA";61;110;14;NA;39,5;28;0;"2_E2_LEMA_Fly";0;0;0;1;0;"c";247;247;"c";247;542
5;5;2;"E3";1;"LEMA";46;155;6;NA;39,5;29,5;0;"2_E3_LEMA_Fly";0;0;0;1;0;"c";218;218;"c";218;494
5;5;5;"C5";1;"LEMA";6;13;4;NA;125,5;158,5;0;"5_C5_LEMA_Fly";0;0;0;1;0;"c";522;522;"c";522;53
5;5;7;"C2";2;"BEMA";4;4;56;NA;236,5;289;0;"7_C2_BEMA_Fly";0;0;0;2;0;"c";1241;1241;"c";1241;46
5;5;7;"C4";1;"CETE";15;0;4;NA;236,5;292;0;"7_C4_CETE_Bee";1;0;0;0;0;"c";1564;1564;"c";1564;187
5;5;7;"C4";1;"LEMA";36;58;2;NA;236,5;292;0;"7_C4_LEMA_Bee";1;0;0;0;0;"c";1443;1443;"c";1443;308
5;5;7;"C4";1;"LEMA";36;58;2;NA;236,5;292;0;"7_C4_LEMA_Fly";0;0;0;1;0;"c";1443;1443;"c";1443;308
5;5;7;"D4";1;"LEMA";55;58;2;NA;238;292;0;"7_D4_LEMA_Fly";0;0;0;1;0;"c";1113;1113;"c";1113;348
5;5;7;"E2";1;"LEMA";32;58;6;NA;239,5;289;0;"7_E2_LEMA_Fly";0;0;0;1;0;"c";1248;1248;"c";1248;164
5;5;7;"E4";1;"LEMA";52;58;3;NA;239,5;292;0;"7_E4_LEMA_Fly";0;0;0;1;0;"c";1235;1235;"c";1235;358
5;5;7;"E5";1;"LEMA";52;58;2;NA;239,5;293,5;0;"7_E5_LEMA_Bee";1;0;0;0;0;"c";1385;1385;"c";1385;363
5;5;8;"D2";1;"LEMA";38;58;4;NA;277;270;0;"8_D2_LEMA_Fly";0;0;0;1;0;"c";1571;1571;"c";1571;235
5;5;9;"B3";2;"LEMA";6;58;15;NA;314;287,5;0;"9_B3_LEMA_Fly";0;0;0;2;0;"c";448;448;"c";448;64
5;5;9;"C3";1;"SCLA";6;31;8;NA;315,5;287,5;0;"9_C3_SCLA_Beetle";0;1;0;0;0;"c";461;461;"c";461;82
5;5;9;"D2";1;"LEMA";9;30;9;NA;317;286;0;"9_D2_LEMA_Fly";0;0;0;1;0;"c";600;600;"c";600;59
5;5;9;"E2";3;"LEMA";1;58;2;NA;318,5;286;0;"9_E2_LEMA_Fly";0;0;0;3;0;"c";677;677;"c";677;39
6;5;1;"D4";1;"LEMA";45;66,5;13;25;5;5;25;"1_D4_LEMA_Butterfly";0;0;1;0;0;"c";127;127;"c";127;499
6;5;1;"E2";4;"LEMA";57;76,5;13;30;6,5;2;30;"1_E2_LEMA_Bee";4;0;0;0;0;"c";265;265;"c";265;420
6;5;2;"C5";2;"LEMA";125;111;6;15;36,5;32,5;15;"2_C5_LEMA_Bee";2;0;0;0;0;"c";419;419;"c";419;643
6;5;3;"B5";1;"LEMA";28;59,3333333333333;5;7;80;60,5;7;"3_B5_LEMA_Bee";1;0;0;0;0;"c";1257;1257;"c";1257;206
6;5;8;"C4";2;"LEMA";42;58;1;NA;275,5;273;0;"8_C4_LEMA_Bee";2;0;0;0;0;"c";1486;1486;"c";1486;218
8;6;1;"C2";1;"PUPA";1;29;7,5;NA;3,5;2;0;"1_C2_PUPA_Bee";1;0;0;0;0;"c";573;573;"c";573;0
8;6;2;"C2";1;"LEMA";55;80;19;NA;36,5;28;0;"2_C2_LEMA_Bee";1;0;0;0;0;"c";292;292;"c";292;527
8;6;3;"B4";2;"PUPA";5;6;13;NA;80;59;0;"3_B4_PUPA_Bee";2;0;0;0;0;"c";1380;1380;"c";1380;34
