"Day";"Month";"plot";"subplot";"vis";"Plant";"individuals";"seed";"fruit";"flowers";"x_coor2";"y_coor2";"flowers2";"visits.flower";"seed.indv";"unique_id";"Bee";"Beetle";"Butterfly";"Fly";"<NA>";"distance";"n_neighbors";"n_neighbors_total";"distance_total";"n_neighbors_inter";"n_neighbors_intra"
1;6;3;"E2";4;"LEMA";9;116;2;14;84,5;56;14;0,285714285714286;232;"3_E2_LEMA_Beetle";0;4;0;0;0;"c";1427;1427;"c";1427;118
1;6;3;"E3";2;"LEMA";26;736;16;23;84,5;57,5;23;0,0869565217391304;11776;"3_E3_LEMA_Beetle";0;2;0;0;0;"c";1379;1379;"c";1379;196
1;6;3;"E4";3;"LEMA";37;522;9;15;84,5;59;15;0,2;4698;"3_E4_LEMA_Beetle";0;3;0;0;0;"c";1113;1113;"c";1113;314
1;6;3;"E5";2;"LEMA";53;405;6;5;84,5;60,5;5;0,4;2430;"3_E5_LEMA_Beetle";0;2;0;0;0;"c";956;956;"c";956;383
1;6;5;"B4";1;"LEMA";12;116;2;15;124;157;15;0,0666666666666667;232;"5_B4_LEMA_Beetle";0;1;0;0;0;"c";592;592;"c";592;46
1;6;5;"B5";3;"LEMA";3;58;1;2;124;158,5;2;1,5;58;"5_B5_LEMA_Beetle";0;3;0;0;0;"c";620;620;"c";620;50
1;6;5;"C2";1;"LEMA";9;51;1;5;125,5;154;5;0,2;51;"5_C2_LEMA_Beetle";0;1;0;0;0;"c";564;564;"c";564;49
1;6;5;"C4";3;"LEMA";8;156;4;6;125,5;157;6;0,5;624;"5_C4_LEMA_Beetle";0;3;0;0;0;"c";442;442;"c";442;57
1;6;5;"D2";4;"LEMA";7;58;1;9;127;154;9;0,444444444444444;58;"5_D2_LEMA_Beetle";0;4;0;0;0;"c";572;572;"c";572;57
1;6;5;"D5";2;"LEMA";9;58;1;11;127;158,5;11;0,181818181818182;58;"5_D5_LEMA_Beetle";0;2;0;0;0;"c";556;556;"c";556;67
1;6;7;"B2";2;"LEMA";28;348;6;1;235;289;1;2;2088;"7_B2_LEMA_Beetle";0;2;0;0;0;"c";1436;1436;"c";1436;252
1;6;7;"B3";1;"LEMA";20;290;5;0;235;290,5;0;Inf;1450;"7_B3_LEMA_Beetle";0;1;0;0;0;"c";1577;1577;"c";1577;293
1;6;7;"B4";2;"LEMA";42;511;7;0;235;292;0;Inf;3577;"7_B4_LEMA_Beetle";0;2;0;0;0;"c";1667;1667;"c";1667;285
1;6;7;"B5";3;"LEMA";7;39;3;0;235;293,5;0;Inf;117;"7_B5_LEMA_Beetle";0;3;0;0;0;"c";1452;1452;"c";1452;347
1;6;7;"C2";1;"LEMA";28;250;5;3;236,5;289;3;0,333333333333333;1250;"7_C2_LEMA_Beetle";0;1;0;0;0;"c";1080;1080;"c";1080;207
1;6;7;"C3";1;"LEMA";24;116;2;2;236,5;290,5;2;0,5;232;"7_C3_LEMA_Beetle";0;1;0;0;0;"c";1305;1305;"c";1305;265
1;6;7;"C4";3;"LEMA";36;116;2;3;236,5;292;3;1;232;"7_C4_LEMA_Beetle";0;3;0;0;0;"c";1443;1443;"c";1443;308
1;6;7;"C5";1;"LEMA";48;49;1;0;236,5;293,5;0;Inf;49;"7_C5_LEMA_Beetle";0;1;0;0;0;"c";1428;1428;"c";1428;298
1;6;7;"D5";1;"LEMA";72;174;3;1;238;293,5;1;1;522;"7_D5_LEMA_Beetle";0;1;0;0;0;"c";1145;1145;"c";1145;333
1;6;7;"E2";6;"LEMA";32;348;6;3;239,5;289;3;2;2088;"7_E2_LEMA_Beetle";0;6;0;0;0;"c";1248;1248;"c";1248;164
1;6;7;"E4";3;"LEMA";52;174;3;0;239,5;292;0;Inf;522;"7_E4_LEMA_Beetle";0;3;0;0;0;"c";1235;1235;"c";1235;358
1;6;7;"E5";1;"LEMA";52;116;2;0;239,5;293,5;0;Inf;232;"7_E5_LEMA_Beetle";0;1;0;0;0;"c";1385;1385;"c";1385;363
1;6;8;"B2";5;"LEMA";40;290;5;0;274;270;0;Inf;1450;"8_B2_LEMA_Beetle";0;5;0;0;0;"c";1405;1405;"c";1405;228
1;6;8;"B3";2;"LEMA";72;192;4;0;274;271,5;0;Inf;768;"8_B3_LEMA_Beetle";0;2;0;0;0;"c";1387;1387;"c";1387;233
1;6;8;"B4";4;"LEMA";31;232;4;0;274;273;0;Inf;928;"8_B4_LEMA_Beetle";0;4;0;0;0;"c";1642;1642;"c";1642;222
1;6;8;"B5";2;"LEMA";7;116;2;0;274;274,5;0;Inf;232;"8_B5_LEMA_Beetle";0;2;0;0;0;"c";1680;1680;"c";1680;169
1;6;8;"C2";1;"LEMA";31;232;4;0;275,5;270;0;Inf;928;"8_C2_LEMA_Beetle";0;1;0;0;0;"c";1354;1354;"c";1354;290
1;6;8;"C3";1;"LEMA";24;174;3;0;275,5;271,5;0;Inf;522;"8_C3_LEMA_Beetle";0;1;0;0;0;"c";1334;1334;"c";1334;299
1;6;8;"C4";4;"LEMA";42;58;1;0;275,5;273;0;Inf;58;"8_C4_LEMA_Beetle";0;4;0;0;0;"c";1486;1486;"c";1486;218
1;6;8;"C5";3;"LEMA";14;116;2;0;275,5;274,5;0;Inf;232;"8_C5_LEMA_Beetle";0;3;0;0;0;"c";1517;1517;"c";1517;174
1;6;8;"D2";1;"LEMA";38;232;4;0;277;270;0;Inf;928;"8_D2_LEMA_Beetle";0;1;0;0;0;"c";1571;1571;"c";1571;235
1;6;8;"D4";2;"LEMA";21;406;7;0;277;273;0;Inf;2842;"8_D4_LEMA_Beetle";0;2;0;0;0;"c";1566;1566;"c";1566;191
1;6;8;"D5";1;"LEMA";25;290;5;0;277;274,5;0;Inf;1450;"8_D5_LEMA_Beetle";0;1;0;0;0;"c";1570;1570;"c";1570;182
1;6;8;"E3";1;"LEMA";19;232;4;0;278,5;271,5;0;Inf;928;"8_E3_LEMA_Beetle";0;1;0;0;0;"c";1099;1099;"c";1099;165
1;6;8;"E4";3;"LEMA";26;174;3;0;278,5;273;0;Inf;522;"8_E4_LEMA_Beetle";0;3;0;0;0;"c";1382;1382;"c";1382;143
1;6;8;"E5";1;"LEMA";17;638;11;0;278,5;274,5;0;Inf;7018;"8_E5_LEMA_Beetle";0;1;0;0;0;"c";1449;1449;"c";1449;177
1;6;9;"B2";4;"LEMA";10;696;12;6;314;286;6;0,666666666666667;8352;"9_B2_LEMA_Beetle";0;4;0;0;0;"c";444;444;"c";444;55
1;6;9;"B3";3;"LEMA";6;870;15;9;314;287,5;9;0,333333333333333;13050;"9_B3_LEMA_Beetle";0;3;0;0;0;"c";448;448;"c";448;64
1;6;9;"B4";8;"LEMA";9;232;4;7;314;289;7;1,14285714285714;928;"9_B4_LEMA_Beetle";0;8;0;0;0;"c";492;492;"c";492;44
1;6;9;"C2";4;"LEMA";17;464;8;2;315,5;286;2;2;3712;"9_C2_LEMA_Beetle";0;4;0;0;0;"c";481;481;"c";481;66
1;6;9;"C3";4;"LEMA";7;290;5;0;315,5;287,5;0;Inf;1450;"9_C3_LEMA_Beetle";0;4;0;0;0;"c";463;463;"c";463;80
1;6;9;"C4";6;"LEMA";12;406;7;4;315,5;289;4;1,5;2842;"9_C4_LEMA_Beetle";0;6;0;0;0;"c";525;525;"c";525;58
1;6;9;"D2";4;"LEMA";9;270;9;0;317;286;0;Inf;2430;"9_D2_LEMA_Beetle";0;4;0;0;0;"c";600;600;"c";600;59
1;6;9;"D3";6;"LEMA";4;232;4;0;317;287,5;0;Inf;928;"9_D3_LEMA_Beetle";0;6;0;0;0;"c";526;526;"c";526;68
1;6;9;"D5";1;"LEMA";8;720;15;6;317;290,5;6;0,166666666666667;10800;"9_D5_LEMA_Beetle";0;1;0;0;0;"c";546;546;"c";546;70
1;6;9;"E3";2;"LEMA";3;174;3;0;318,5;287,5;0;Inf;522;"9_E3_LEMA_Beetle";0;2;0;0;0;"c";633;633;"c";633;33
1;6;9;"E4";2;"LEMA";7;580;10;0;318,5;289;0;Inf;5800;"9_E4_LEMA_Beetle";0;2;0;0;0;"c";663;663;"c";663;31
1;6;9;"E5";3;"LEMA";3;290;5;1;318,5;290,5;1;3;1450;"9_E5_LEMA_Beetle";0;3;0;0;0;"c";623;623;"c";623;57
5;3;1;"B4";1;"CHFU";4;608;19;7;2;5;7;0,142857142857143;11552;"1_B4_CHFU_Fly";0;0;0;1;0;"c";492;492;"c";492;12
5;3;1;"E3";3;"CHFU";1;25;1;4;6,5;3,5;4;0,75;25;"1_E3_CHFU_Fly";0;0;0;3;0;"c";612;612;"c";612;5
5;3;2;"B2";2;"CHFU";4;64;2;4;35;28;4;0,5;128;"2_B2_CHFU_Fly";0;0;0;2;0;"c";867;867;"c";867;34
5;3;2;"B3";1;"CHFU";1;126;6;7;35;29,5;7;0,142857142857143;756;"2_B3_CHFU_Fly";0;0;0;1;0;"c";958;958;"c";958;24
5;3;2;"C2";2;"CHFU";7;64;2;11;36,5;28;11;0,181818181818182;128;"2_C2_CHFU_Fly";0;0;0;2;0;"c";795;795;"c";795;24
5;3;2;"D4";1;"CHFU";1;202;2;5;38;31;5;0,2;404;"2_D4_CHFU_Fly";0;0;0;1;0;"c";838;838;"c";838;8
5;3;2;"E3";1;"CHFU";1;384;12;8;39,5;29,5;8;0,125;4608;"2_E3_CHFU_Fly";0;0;0;1;0;"c";708;708;"c";708;4
5;3;3;"B3";1;"CHFU";1;64;2;3;80;57,5;3;0,333333333333333;128;"3_B3_CHFU_Fly";0;0;0;1;0;"c";1553;1553;"c";1553;21
5;3;3;"C3";1;"CHFU";14;429;33;10;81,5;57,5;10;0,1;14157;"3_C3_CHFU_Fly";0;0;0;1;0;"c";1624;1624;"c";1624;8
5;3;3;"D4";1;"CHFU";3;416;13;6;83;59;6;0,166666666666667;5408;"3_D4_CHFU_Fly";0;0;0;1;0;"c";1401;1401;"c";1401;20
5;3;7;"E4";1;"CHFU";2;102;6;3;239,5;292;3;0,333333333333333;612;"7_E4_CHFU_Fly";0;0;0;1;0;"c";1591;1591;"c";1591;2
5;3;8;"B2";1;"CHFU";12;395;5;35;274;270;35;0,0285714285714286;1975;"8_B2_CHFU_Fly";0;0;0;1;0;"c";1494;1494;"c";1494;139
5;3;8;"B4";1;"CHFU";13;60;3;32;274;273;32;0,03125;180;"8_B4_CHFU_Fly";0;0;0;1;0;"c";1785;1785;"c";1785;79
5;3;8;"B5";1;"CHFU";8;16;1;8;274;274,5;8;0,125;16;"8_B5_CHFU_Fly";0;0;0;1;0;"c";1716;1716;"c";1716;133
5;3;8;"C2";5;"CHFU";18;228;6;18;275,5;270;18;0,277777777777778;1368;"8_C2_CHFU_Fly";0;0;0;5;0;"c";1548;1548;"c";1548;96
5;3;8;"C3";2;"CHFU";4;30;4;3;275,5;271,5;3;0,666666666666667;120;"8_C3_CHFU_Fly";0;0;0;2;0;"c";1539;1539;"c";1539;94
5;3;8;"C4";1;"CHFU";3;13;1;0;275,5;273;0;Inf;13;"8_C4_CHFU_Beetle";0;1;0;0;0;"c";1633;1633;"c";1633;71
5;3;8;"C5";2;"CHFU";11;60;4;16;275,5;274,5;16;0,125;240;"8_C5_CHFU_Fly";0;0;0;2;0;"c";1582;1582;"c";1582;109
5;3;8;"D3";1;"CHFU";5;10;1;8;277;271,5;8;0,125;10;"8_D3_CHFU_Fly";0;0;0;1;0;"c";1446;1446;"c";1446;99
5;3;8;"D4";1;"CHFU";12;9;1;3;277;273;3;0,333333333333333;9;"8_D4_CHFU_Fly";0;0;0;1;0;"c";1679;1679;"c";1679;78
5;3;8;"D5";1;"CHFU";14;112,5;5;13;277;274,5;13;0,0769230769230769;562,5;"8_D5_CHFU_Fly";0;0;0;1;0;"c";1638;1638;"c";1638;114
5;3;8;"E3";1;"CHFU";17;288;9;13;278,5;271,5;13;0,0769230769230769;2592;"8_E3_CHFU_Fly";0;0;0;1;0;"c";1150;1150;"c";1150;114
5;3;9;"B2";2;"CHFU";4;56;2;30;314;286;30;0,0666666666666667;112;"9_B2_CHFU_Beetle";0;2;0;0;0;"c";429;429;"c";429;70
5;3;9;"B2";1;"CHFU";4;56;2;30;314;286;30;0,0333333333333333;112;"9_B2_CHFU_Fly";0;0;0;1;0;"c";429;429;"c";429;70
5;3;9;"B3";1;"CHFU";1;32;1;21;314;287,5;21;0,0476190476190476;32;"9_B3_CHFU_Beetle";0;1;0;0;0;"c";467;467;"c";467;45
5;3;9;"C2";4;"CHFU";14;464;8;30;315,5;286;30;0,133333333333333;3712;"9_C2_CHFU_Beetle";0;4;0;0;0;"c";424;424;"c";424;123
5;3;9;"C3";3;"CHFU";17;62;2;36;315,5;287,5;36;0,0833333333333333;124;"9_C3_CHFU_Beetle";0;3;0;0;0;"c";442;442;"c";442;101
5;3;9;"C4";1;"CHFU";7;32;1;25;315,5;289;25;0,04;32;"9_C4_CHFU_Beetle";0;1;0;0;0;"c";492;492;"c";492;91
5;3;9;"C5";2;"CHFU";5;121,5;3;26;315,5;290,5;26;0,0769230769230769;364,5;"9_C5_CHFU_Beetle";0;2;0;0;0;"c";559;559;"c";559;52
5;3;9;"D2";1;"CHFU";19;57;6;80;317;286;80;0,0125;342;"9_D2_CHFU_Beetle";0;1;0;0;0;"c";497;497;"c";497;162
5;3;9;"D2";1;"CHFU";19;57;6;80;317;286;80;0,0125;342;"9_D2_CHFU_Fly";0;0;0;1;0;"c";497;497;"c";497;162
5;3;9;"D3";2;"CHFU";35;795;10;100;317;287,5;100;0,02;7950;"9_D3_CHFU_Fly";0;0;0;2;0;"c";473;473;"c";473;121
5;3;9;"D5";1;"CHFU";10;50;2;11;317;290,5;11;0,0909090909090909;100;"9_D5_CHFU_Fly";0;0;0;1;0;"c";536;536;"c";536;80
5;3;9;"E2";1;"CHFU";4;16;1;50;318,5;286;50;0,02;16;"9_E2_CHFU_Beetle";0;1;0;0;0;"c";549;549;"c";549;167
5;3;9;"E3";3;"CHFU";23;240;12;70;318,5;287,5;70;0,0428571428571429;2880;"9_E3_CHFU_Beetle";0;3;0;0;0;"c";523;523;"c";523;143
5;3;9;"E4";3;"CHFU";17;448;8;80;318,5;289;80;0,0375;3584;"9_E4_CHFU_Beetle";0;3;0;0;0;"c";546;546;"c";546;148
5;3;9;"E4";1;"CHFU";17;448;8;80;318,5;289;80;0,0125;3584;"9_E4_CHFU_Fly";0;0;0;1;0;"c";546;546;"c";546;148
5;3;9;"E5";1;"CHFU";13;252;6;40;318,5;290,5;40;0,025;1512;"9_E5_CHFU_Beetle";0;1;0;0;0;"c";563;563;"c";563;117
5;5;2;"E2";1;"LEMA";61;1540;14;NA;39,5;28;0;Inf;21560;"2_E2_LEMA_Fly";0;0;0;1;0;"c";247;247;"c";247;542
5;5;2;"E3";1;"LEMA";46;930;6;NA;39,5;29,5;0;Inf;5580;"2_E3_LEMA_Fly";0;0;0;1;0;"c";218;218;"c";218;494
5;5;5;"C5";1;"LEMA";6;52;4;NA;125,5;158,5;0;Inf;208;"5_C5_LEMA_Fly";0;0;0;1;0;"c";522;522;"c";522;53
5;5;5;"D2";2;"LEMA";7;58;1;NA;127;154;0;Inf;58;"5_D2_LEMA_Bee";2;0;0;0;0;"c";572;572;"c";572;57
5;5;7;"C2";2;"BEMA";4;224;56;NA;236,5;289;0;Inf;12544;"7_C2_BEMA_Fly";0;0;0;2;0;"c";1241;1241;"c";1241;46
5;5;7;"C4";1;"LEMA";36;116;2;NA;236,5;292;0;Inf;232;"7_C4_LEMA_Fly";0;0;0;1;0;"c";1443;1443;"c";1443;308
5;5;7;"D4";1;"LEMA";55;116;2;NA;238;292;0;Inf;232;"7_D4_LEMA_Fly";0;0;0;1;0;"c";1113;1113;"c";1113;348
5;5;7;"E2";1;"LEMA";32;348;6;NA;239,5;289;0;Inf;2088;"7_E2_LEMA_Fly";0;0;0;1;0;"c";1248;1248;"c";1248;164
5;5;7;"E4";1;"LEMA";52;174;3;NA;239,5;292;0;Inf;522;"7_E4_LEMA_Fly";0;0;0;1;0;"c";1235;1235;"c";1235;358
5;5;8;"D2";1;"LEMA";38;232;4;NA;277;270;0;Inf;928;"8_D2_LEMA_Fly";0;0;0;1;0;"c";1571;1571;"c";1571;235
5;5;9;"B3";2;"LEMA";6;870;15;NA;314;287,5;0;Inf;13050;"9_B3_LEMA_Fly";0;0;0;2;0;"c";448;448;"c";448;64
5;5;9;"C3";1;"SCLA";6;248;8;NA;315,5;287,5;0;Inf;1984;"9_C3_SCLA_Beetle";0;1;0;0;0;"c";461;461;"c";461;82
5;5;9;"D2";1;"LEMA";9;270;9;NA;317;286;0;Inf;2430;"9_D2_LEMA_Fly";0;0;0;1;0;"c";600;600;"c";600;59
5;5;9;"E2";3;"LEMA";1;116;2;NA;318,5;286;0;Inf;232;"9_E2_LEMA_Fly";0;0;0;3;0;"c";677;677;"c";677;39
6;5;1;"D4";1;"LEMA";45;864,5;13;25;5;5;25;0,04;11238,5;"1_D4_LEMA_Butterfly";0;0;1;0;0;"c";127;127;"c";127;499
6;5;1;"E2";4;"LEMA";57;994,5;13;30;6,5;2;30;0,133333333333333;12928,5;"1_E2_LEMA_Bee";4;0;0;0;0;"c";265;265;"c";265;420
6;5;2;"C5";2;"LEMA";125;666;6;15;36,5;32,5;15;0,133333333333333;3996;"2_C5_LEMA_Bee";2;0;0;0;0;"c";419;419;"c";419;643
6;5;3;"B5";1;"LEMA";28;296,666666666667;5;7;80;60,5;7;0,142857142857143;1483,33333333333;"3_B5_LEMA_Bee";1;0;0;0;0;"c";1257;1257;"c";1257;206
6;5;8;"C4";2;"LEMA";42;58;1;NA;275,5;273;0;Inf;58;"8_C4_LEMA_Bee";2;0;0;0;0;"c";1486;1486;"c";1486;218
8;6;8;"B2";5;"PUPA";12;476;14;30;274;270;30;0,166666666666667;6664;"8_B2_PUPA_Fly";0;0;0;5;0;"c";1540;1540;"c";1540;93
8;6;8;"E5";1;"PUPA";61;0;14;50;278,5;274,5;50;0,02;0;"8_E5_PUPA_Fly";0;0;0;1;0;"c";1312;1312;"c";1312;314
9;6;2;"B3";2;"LEMA";65;438;6;0;35;29,5;0;Inf;2628;"2_B3_LEMA_Fly";0;0;0;2;0;"c";335;335;"c";335;647
10;3;1;"C5";1;"LEMA";80;1541;23;0;3,5;6,5;0;Inf;35443;"1_C5_LEMA_Fly";0;0;0;1;0;"c";104;104;"c";104;441
10;3;2;"B5";2;"LEMA";80;189;3;NA;35;32,5;0;Inf;567;"2_B5_LEMA_Fly";0;0;0;2;0;"c";372;372;"c";372;794
10;3;2;"C3";3;"LEMA";50;422;4;0;36,5;29,5;0;Inf;1688;"2_C3_LEMA_Fly";0;0;0;3;0;"c";311;311;"c";311;554
10;3;2;"C4";3;"LEMA";114;400;10;NA;36,5;31;0;Inf;4000;"2_C4_LEMA_Fly";0;0;0;3;0;"c";284;284;"c";284;566
10;3;5;"B5";1;"LEMA";3;58;1;NA;124;158,5;0;Inf;58;"5_B5_LEMA_Fly";0;0;0;1;0;"c";620;620;"c";620;50
10;3;8;"C4";1;"CHFU";3;13;1;NA;275,5;273;0;Inf;13;"8_C4_CHFU_Fly";0;0;0;1;0;"c";1633;1633;"c";1633;71
10;3;8;"D2";1;"CHFU";27;126;6;4;277;270;4;0,25;756;"8_D2_CHFU_Fly";0;0;0;1;0;"c";1702;1702;"c";1702;104
10;3;9;"D2";1;"CHFU";19;57;6;48;317;286;48;0,0208333333333333;342;"9_D2_CHFU_Bee";1;0;0;0;0;"c";497;497;"c";497;162
10;3;9;"D3";3;"CHFU";35;795;10;70;317;287,5;70;0,0428571428571429;7950;"9_D3_CHFU_Bee";3;0;0;0;0;"c";473;473;"c";473;121
10;3;9;"E2";3;"CHFU";4;16;1;31;318,5;286;31;0,0967741935483871;16;"9_E2_CHFU_Bee";3;0;0;0;0;"c";549;549;"c";549;167
10;3;9;"E3";3;"CHFU";23;240;12;80;318,5;287,5;80;0,0375;2880;"9_E3_CHFU_Bee";3;0;0;0;0;"c";523;523;"c";523;143
10;3;9;"E5";10;"CHFU";13;252;6;20;318,5;290,5;20;0,5;1512;"9_E5_CHFU_Bee";10;0;0;0;0;"c";563;563;"c";563;117
13;2;2;"E2";1;"CHFU";1;336;12;1;39,5;28;1;1;4032;"2_E2_CHFU_Bee";1;0;0;0;0;"c";787;787;"c";787;2
18;5;1;"E2";7;"LEMA";57;994,5;13;NA;6,5;2;0;Inf;12928,5;"1_E2_LEMA_Fly";0;0;0;7;0;"c";265;265;"c";265;420
18;5;9;"D3";1;"LEMA";4;232;4;NA;317;287,5;0;Inf;928;"9_D3_LEMA_Butterfly";0;0;1;0;0;"c";526;526;"c";526;68
18;6;3;"E2";1;"PUPA";6;820;20,5;20;84,5;56;20;0,05;16810;"3_E2_PUPA_Butterfly";0;0;1;0;0;"c";1540;1540;"c";1540;5
19;5;2;"C5";2;"PUPA";6;119;5,66666666666667;0;36,5;32,5;0;Inf;674,333333333333;"2_C5_PUPA_Bee";2;0;0;0;0;"c";1055;1055;"c";1055;7
19;5;7;"D4";2;"LEMA";55;116;2;NA;238;292;0;Inf;232;"7_D4_LEMA_Beetle";0;2;0;0;0;"c";1113;1113;"c";1113;348
19;5;8;"B4";1;"PUPA";19;4;4;NA;274;273;0;Inf;16;"8_B4_PUPA_Bee";1;0;0;0;0;"c";1639;1639;"c";1639;225
19;5;8;"B5";1;"PUPA";8;462;7;NA;274;274,5;0;Inf;3234;"8_B5_PUPA_Bee";1;0;0;0;0;"c";1581;1581;"c";1581;268
19;5;8;"B5";1;"PUPA";8;462;7;NA;274;274,5;0;Inf;3234;"8_B5_PUPA_Beetle";0;1;0;0;0;"c";1581;1581;"c";1581;268
23;4;8;"E3";6;"BEMA";19;100;25;NA;278,5;271,5;NA;NA;2500;"8_E3_BEMA_Fly";0;0;0;6;0;"c";1216;1216;"c";1216;48
23;4;8;"E3";2;"LEMA";19;232;4;NA;278,5;271,5;NA;NA;928;"8_E3_LEMA_Fly";0;0;0;2;0;"c";1099;1099;"c";1099;165
23;4;8;"E4";1;"LEMA";26;174;3;NA;278,5;273;NA;NA;522;"8_E4_LEMA_Fly";0;0;0;1;0;"c";1382;1382;"c";1382;143
NA;NA;1;"B2";0;"BEMA";8;228;57;NA;2;2;NA;NA;12996;"1_B2_BEMA_NA";0;0;0;0;0,01;"c";556;556;"c";556;57
NA;NA;1;"B2";0;"CETE";2;2997;27;NA;2;2;NA;NA;80919;"1_B2_CETE_NA";0;0;0;0;0,01;"c";573;573;"c";573;40
NA;NA;1;"B2";0;"PUPA";1;115;5;NA;2;2;NA;NA;575;"1_B2_PUPA_NA";0;0;0;0;0,01;"c";610;610;"c";610;3
NA;NA;1;"B2";0;"SOAS";2;1265;23;NA;2;2;NA;NA;29095;"1_B2_SOAS_NA";0;0;0;0;0,01;"c";604;604;"c";604;9
NA;NA;1;"B3";0;"BEMA";5;372;93;NA;2;3,5;NA;NA;34596;"1_B3_BEMA_NA";0;0;0;0;0,01;"c";484;484;"c";484;52
NA;NA;1;"B3";0;"CETE";4;4440;40;NA;2;3,5;NA;NA;177600;"1_B3_CETE_NA";0;0;0;0;0,01;"c";489;489;"c";489;47
NA;NA;1;"B3";0;"CHFU";1;112;3,5;NA;2;3,5;NA;NA;392;"1_B3_CHFU_NA";0;0;0;0;0,01;"c";520;520;"c";520;16
NA;NA;1;"B3";0;"SOAS";3;2145;39;NA;2;3,5;NA;NA;83655;"1_B3_SOAS_NA";0;0;0;0;0,01;"c";527;527;"c";527;9
NA;NA;1;"B4";0;"CETE";1;2109;19;NA;2;5;NA;NA;40071;"1_B4_CETE_NA";0;0;0;0;0,01;"c";473;473;"c";473;31
NA;NA;1;"B4";1;"LEMA";63;2470;38;NA;2;5;NA;NA;93860;"1_B4_LEMA_NA";0;0;0;0;1;"c";126;126;"c";126;378
NA;NA;1;"B4";0;"SOAS";2;1925;35;NA;2;5;NA;NA;67375;"1_B4_SOAS_NA";0;0;0;0;0,01;"c";496;496;"c";496;8
NA;NA;1;"B5";0;"BEMA";6;360;90;NA;2;6,5;NA;NA;32400;"1_B5_BEMA_NA";0;0;0;0;0,01;"c";467;467;"c";467;56
NA;NA;1;"B5";0;"PUPA";1;161;7;NA;2;6,5;NA;NA;1127;"1_B5_PUPA_NA";0;0;0;0;0,01;"c";521;521;"c";521;2
NA;NA;1;"C2";0;"BEMA";7;64;16;NA;3,5;2;NA;NA;1024;"1_C2_BEMA_NA";0;0;0;0;0,01;"c";515;515;"c";515;58
NA;NA;1;"C2";0;"CETE";3;1443;13;NA;3,5;2;NA;NA;18759;"1_C2_CETE_NA";0;0;0;0;0,01;"c";563;563;"c";563;10
NA;NA;1;"C2";0;"CHFU";2;288;9;NA;3,5;2;NA;NA;2592;"1_C2_CHFU_NA";0;0;0;0;0,01;"c";560;560;"c";560;13
NA;NA;1;"C2";1;"PUPA";1;217,5;7,5;NA;3,5;2;NA;NA;1631,25;"1_C2_PUPA_NA";0;0;0;0;1;"c";573;573;"c";573;0
NA;NA;1;"C2";0;"SOAS";1;165;3;NA;3,5;2;NA;NA;495;"1_C2_SOAS_NA";0;0;0;0;0,01;"c";567;567;"c";567;6
NA;NA;1;"C3";0;"BEMA";8;456;114;NA;3,5;3,5;NA;NA;51984;"1_C3_BEMA_NA";0;0;0;0;0,01;"c";509;509;"c";509;54
NA;NA;1;"C3";0;"CETE";1;888;8;NA;3,5;3,5;NA;NA;7104;"1_C3_CETE_NA";0;0;0;0;0,01;"c";553;553;"c";553;10
NA;NA;1;"C3";0;"CHFU";4;992;31;NA;3,5;3,5;NA;NA;30752;"1_C3_CHFU_NA";0;0;0;0;0,01;"c";549;549;"c";549;14
NA;NA;1;"C3";0;"PUPA";1;92;4;NA;3,5;3,5;NA;NA;368;"1_C3_PUPA_NA";0;0;0;0;0,01;"c";563;563;"c";563;0
NA;NA;1;"C4";0;"BEMA";5;860;215;NA;3,5;5;NA;NA;184900;"1_C4_BEMA_NA";0;0;0;0;0,01;"c";526;526;"c";526;50
NA;NA;1;"C4";0;"CETE";1;555;5;NA;3,5;5;NA;NA;2775;"1_C4_CETE_NA";0;0;0;0;0,01;"c";566;566;"c";566;10
NA;NA;1;"C5";0;"BEMA";7;24;6;NA;3,5;6,5;NA;NA;144;"1_C5_BEMA_NA";0;0;0;0;0,01;"c";496;496;"c";496;49
NA;NA;1;"C5";0;"CETE";3;1221;11;NA;3,5;6,5;NA;NA;13431;"1_C5_CETE_NA";0;0;0;0;0,01;"c";541;541;"c";541;4
NA;NA;1;"C5";0;"CHFU";2;128;4;NA;3,5;6,5;NA;NA;512;"1_C5_CHFU_NA";0;0;0;0;0,01;"c";534;534;"c";534;11
NA;NA;1;"D2";0;"BEMA";11;72;18;NA;5;2;NA;NA;1296;"1_D2_BEMA_NA";0;0;0;0;0,01;"c";542;542;"c";542;67
NA;NA;1;"D2";0;"CETE";1;1665;15;NA;5;2;NA;NA;24975;"1_D2_CETE_NA";0;0;0;0;0,01;"c";597;597;"c";597;12
NA;NA;1;"D2";0;"SCLA";2;93;3;NA;5;2;NA;NA;279;"1_D2_SCLA_NA";0;0;0;0;0,01;"c";607;607;"c";607;2
NA;NA;1;"D3";0;"BEMA";8;204;51;NA;5;3,5;NA;NA;10404;"1_D3_BEMA_NA";0;0;0;0;0,01;"c";470;470;"c";470;65
NA;NA;1;"D3";0;"CETE";1;2775;25;NA;5;3,5;NA;NA;69375;"1_D3_CETE_NA";0;0;0;0;0,01;"c";514;514;"c";514;21
NA;NA;1;"D3";0;"CHFU";2;560;17,5;NA;5;3,5;NA;NA;9800;"1_D3_CHFU_NA";0;0;0;0;0,01;"c";523;523;"c";523;12
NA;NA;1;"D3";0;"PUPA";1;575;25;NA;5;3,5;NA;NA;14375;"1_D3_PUPA_NA";0;0;0;0;0,01;"c";535;535;"c";535;0
