"Day";"Month";"plot";"subplot";"Group";"vis";"Plant";"individuals";"seed";"fruit";"visits";"flowers";"x_coor2";"y_coor2";"neigh_inter.plot";"neigh_intra.plot";"neigh_intra.3m";"neigh_inter.3m";"neigh_inter.1m";"neigh_intra.1m";"neigh_inter.7.5";"neigh_intra.7.5";"flowers2";"visits.flower";"seed.indv";"unique_id"
10;3;2;"B5";"Fly";2;"LEMA";80;189;3;2;NA;35;32,5;1545;2831;794;372;46;80;0;2;0;Inf;567;"2_B5_LEMA_Fly"
10;3;2;"C3";"Fly";3;"LEMA";50;422;4;3;0;36,5;29,5;1545;2831;554;311;30;50;0;2;0;Inf;1688;"2_C3_LEMA_Fly"
10;3;2;"C4";"Fly";3;"LEMA";114;400;10;3;NA;36,5;31;1545;2831;566;284;46;114;10;1;0;Inf;4000;"2_C4_LEMA_Fly"
10;3;5;"B5";"Fly";1;"LEMA";3;58;1;1;NA;124;158,5;2657;294;50;620;69;3;5;0;0;Inf;58;"5_B5_LEMA_Fly"
10;3;8;"C4";"Fly";1;"CHFU";3;13;1;1;NA;275,5;273;7142;558;71;1633;231;3;9;0;0;Inf;13;"8_C4_CHFU_Fly"
10;3;8;"D2";"Fly";1;"CHFU";27;126;6;1;4;277;270;7142;558;104;1702;158;27;3;2;4;0,25;756;"8_D2_CHFU_Fly"
10;3;9;"D2";"Bee";1;"CHFU";19;57;6;1;48;317;286;2383;397;162;497;53;19;2;0;48;0,0208333333333333;342;"9_D2_CHFU_Bee"
10;3;9;"D3";"Bee";3;"CHFU";35;795;10;3;70;317;287,5;2383;397;121;473;47;35;0;0;70;0,0428571428571429;7950;"9_D3_CHFU_Bee"
10;3;9;"E2";"Bee";3;"CHFU";4;16;1;3;31;318,5;286;2383;397;167;549;89;4;3;2;31;0,0967741935483871;16;"9_E2_CHFU_Bee"
10;3;9;"E3";"Bee";3;"CHFU";23;240;12;3;80;318,5;287,5;2383;397;143;523;54;23;2;3;80;0,0375;2880;"9_E3_CHFU_Bee"
10;3;9;"E5";"Bee";10;"CHFU";13;252;6;10;20;318,5;290,5;2383;397;117;563;63;13;3;0;20;0,5;1512;"9_E5_CHFU_Bee"
13;2;2;"E2";"Bee";1;"CHFU";1;336;12;1;1;39,5;28;4334;42;2;787;79;0;1;0;1;1;4032;"2_E2_CHFU_Bee"
18;5;1;"E2";"Fly";7;"LEMA";57;994,5;13;7;NA;6,5;2;867;1869;420;265;13;57;1;2;0;Inf;12928,5;"1_E2_LEMA_Fly"
18;5;9;"D3";"Butterfly";1;"LEMA";4;232;4;1;NA;317;287,5;2551;229;68;526;78;4;4;0;0;Inf;928;"9_D3_LEMA_Butterfly"
18;6;3;"E2";"Butterfly";1;"PUPA";6;820;20,5;1;20;84,5;56;6684;90;5;1540;220;6;13;0;20;0,05;16810;"3_E2_PUPA_Butterfly"
19;5;2;"C5";"Bee";2;"PUPA";6;119;5,66666666666667;2;0;36,5;32,5;4326;50;7;1055;156;6;5;5;0;Inf;674,333333333333;"2_C5_PUPA_Bee"
19;5;7;"D4";"Beetle";2;"LEMA";55;116;2;2;NA;238;292;6322;1245;348;1113;191;55;1;5;0;Inf;232;"7_D4_LEMA_Beetle"
19;5;8;"B4";"Bee";1;"PUPA";19;4;4;1;NA;274;273;6797;903;225;1639;184;19;0;1;0;Inf;16;"8_B4_PUPA_Bee"
19;5;8;"B5";"Bee";1;"PUPA";8;462;7;1;NA;274;274,5;6797;903;268;1581;317;8;0;3;0;Inf;3234;"8_B5_PUPA_Bee"
19;5;8;"B5";"Beetle";1;"PUPA";8;462;7;1;NA;274;274,5;6797;903;268;1581;317;8;0;3;0;Inf;3234;"8_B5_PUPA_Beetle"
23;4;8;"E3";"Fly";6;"BEMA";19;100;25;6;NA;278,5;271,5;7389;311;48;1216;214;19;5;0;NA;NA;2500;"8_E3_BEMA_Fly"
23;4;8;"E3";"Fly";2;"LEMA";19;232;4;2;NA;278,5;271,5;6812;888;165;1099;214;19;7;0;NA;NA;928;"8_E3_LEMA_Fly"
23;4;8;"E4";"Fly";1;"LEMA";26;174;3;1;NA;278,5;273;6812;888;143;1382;180;26;4;2;NA;NA;522;"8_E4_LEMA_Fly"
NA;NA;1;"B2";NA;0;"BEMA";8;228;57;0,01;NA;2;2;2485;251;57;556;49;8;4;0;NA;NA;12996;"1_B2_BEMA_NA"
NA;NA;1;"B2";NA;0;"CETE";2;2997;27;0,01;NA;2;2;2609;127;40;573;55;2;4;0;NA;NA;80919;"1_B2_CETE_NA"
NA;NA;1;"B2";NA;0;"PUPA";1;115;5;0,01;NA;2;2;2722;14;3;610;57;0;3;0;NA;NA;575;"1_B2_PUPA_NA"
NA;NA;1;"B2";NA;0;"SOAS";2;1265;23;0,01;NA;2;2;2711;25;9;604;55;2;1;0;NA;NA;29095;"1_B2_SOAS_NA"
NA;NA;1;"B3";NA;0;"BEMA";5;372;93;0,01;NA;2;3,5;2485;251;52;484;62;5;0;0;NA;NA;34596;"1_B3_BEMA_NA"
NA;NA;1;"B3";NA;0;"CETE";4;4440;40;0,01;NA;2;3,5;2609;127;47;489;63;4;0;0;NA;NA;177600;"1_B3_CETE_NA"
NA;NA;1;"B3";NA;0;"CHFU";1;112;3,5;0,01;NA;2;3,5;2704;32;16;520;67;0;2;0;NA;NA;392;"1_B3_CHFU_NA"
NA;NA;1;"B3";NA;0;"SOAS";3;2145;39;0,01;NA;2;3,5;2711;25;9;527;64;3;1;0;NA;NA;83655;"1_B3_SOAS_NA"
NA;NA;1;"B4";NA;0;"CETE";1;2109;19;0,01;NA;2;5;2609;127;31;473;82;1;2;0;NA;NA;40071;"1_B4_CETE_NA"
NA;NA;1;"B4";NA;1;"LEMA";63;2470;38;1;NA;2;5;867;1869;378;126;20;63;0;3;NA;NA;93860;"1_B4_LEMA_NA"
NA;NA;1;"B4";NA;0;"SOAS";2;1925;35;0,01;NA;2;5;2711;25;8;496;81;2;0;0;NA;NA;67375;"1_B4_SOAS_NA"
NA;NA;1;"B5";NA;0;"BEMA";6;360;90;0,01;NA;2;6,5;2485;251;56;467;45;6;0;2;NA;NA;32400;"1_B5_BEMA_NA"
NA;NA;1;"B5";NA;0;"PUPA";1;161;7;0,01;NA;2;6,5;2722;14;2;521;51;0;0;0;NA;NA;1127;"1_B5_PUPA_NA"
NA;NA;1;"C2";NA;0;"BEMA";7;64;16;0,01;NA;3,5;2;2485;251;58;515;65;7;3;0;NA;NA;1024;"1_C2_BEMA_NA"
NA;NA;1;"C2";NA;0;"CETE";3;1443;13;0,01;NA;3,5;2;2609;127;10;563;69;3;1;2;NA;NA;18759;"1_C2_CETE_NA"
NA;NA;1;"C2";NA;0;"CHFU";2;288;9;0,01;NA;3,5;2;2704;32;13;560;70;2;5;0;NA;NA;2592;"1_C2_CHFU_NA"
NA;NA;1;"C2";NA;1;"PUPA";1;217,5;7,5;1;NA;3,5;2;2722;14;0;573;72;0;2;0;NA;NA;1631,25;"1_C2_PUPA_NA"
NA;NA;1;"C2";NA;0;"SOAS";1;165;3;0,01;NA;3,5;2;2711;25;6;567;72;0;1;0;NA;NA;495;"1_C2_SOAS_NA"
NA;NA;1;"C3";NA;0;"BEMA";8;456;114;0,01;NA;3,5;3,5;2485;251;54;509;55;8;0;1;NA;NA;51984;"1_C3_BEMA_NA"
NA;NA;1;"C3";NA;0;"CETE";1;888;8;0,01;NA;3,5;3,5;2609;127;10;553;63;0;4;0;NA;NA;7104;"1_C3_CETE_NA"
NA;NA;1;"C3";NA;0;"CHFU";4;992;31;0,01;NA;3,5;3,5;2704;32;14;549;59;4;0;0;NA;NA;30752;"1_C3_CHFU_NA"
NA;NA;1;"C3";NA;0;"PUPA";1;92;4;0,01;NA;3,5;3,5;2722;14;0;563;63;0;1;0;NA;NA;368;"1_C3_PUPA_NA"
NA;NA;1;"C4";NA;0;"BEMA";5;860;215;0,01;NA;3,5;5;2485;251;50;526;69;5;0;0;NA;NA;184900;"1_C4_BEMA_NA"
NA;NA;1;"C4";NA;0;"CETE";1;555;5;0,01;NA;3,5;5;2609;127;10;566;74;0;2;0;NA;NA;2775;"1_C4_CETE_NA"
NA;NA;1;"C5";NA;0;"BEMA";7;24;6;0,01;NA;3,5;6,5;2485;251;49;496;88;7;6;0;NA;NA;144;"1_C5_BEMA_NA"
NA;NA;1;"C5";NA;0;"CETE";3;1221;11;0,01;NA;3,5;6,5;2609;127;4;541;92;3;4;2;NA;NA;13431;"1_C5_CETE_NA"
NA;NA;1;"C5";NA;0;"CHFU";2;128;4;0,01;NA;3,5;6,5;2704;32;11;534;93;2;3;0;NA;NA;512;"1_C5_CHFU_NA"
NA;NA;1;"D2";NA;0;"BEMA";11;72;18;0,01;NA;5;2;2485;251;67;542;61;11;3;0;NA;NA;1296;"1_D2_BEMA_NA"
NA;NA;1;"D2";NA;0;"CETE";1;1665;15;0,01;NA;5;2;2609;127;12;597;72;0;6;0;NA;NA;24975;"1_D2_CETE_NA"
NA;NA;1;"D2";NA;0;"SCLA";2;93;3;0,01;NA;5;2;2729;7;2;607;70;2;3;0;NA;NA;279;"1_D2_SCLA_NA"
NA;NA;1;"D3";NA;0;"BEMA";8;204;51;0,01;NA;5;3,5;2485;251;65;470;80;8;4;0;NA;NA;10404;"1_D3_BEMA_NA"
NA;NA;1;"D3";NA;0;"CETE";1;2775;25;0,01;NA;5;3,5;2609;127;21;514;88;0;1;0;NA;NA;69375;"1_D3_CETE_NA"
NA;NA;1;"D3";NA;0;"CHFU";2;560;17,5;0,01;NA;5;3,5;2704;32;12;523;86;2;1;0;NA;NA;9800;"1_D3_CHFU_NA"
NA;NA;1;"D3";NA;0;"PUPA";1;575;25;0,01;NA;5;3,5;2722;14;0;535;88;0;2;0;NA;NA;14375;"1_D3_PUPA_NA"
NA;NA;1;"D3";NA;0;"SCLA";1;31;1;0,01;NA;5;3,5;2729;7;2;533;88;0;6;0;NA;NA;31;"1_D3_SCLA_NA"
NA;NA;1;"D4";NA;0;"BEMA";5;292;73;0,01;NA;5;5;2485;251;58;568;45;5;1;0;NA;NA;21316;"1_D4_BEMA_NA"
NA;NA;1;"D4";NA;0;"SCLA";1;155;5;0,01;NA;5;5;2729;7;0;626;50;0;2;0;NA;NA;775;"1_D4_SCLA_NA"
NA;NA;1;"D4";NA;0;"SOAS";1;275;5;0,01;NA;5;5;2711;25;4;622;50;0;3;0;NA;NA;1375;"1_D4_SOAS_NA"
NA;NA;1;"D5";NA;0;"BEMA";6;84;21;0,01;NA;5;6,5;2485;251;45;596;73;6;3;0;NA;NA;1764;"1_D5_BEMA_NA"
NA;NA;1;"D5";NA;0;"CETE";1;1221;11;0,01;NA;5;6,5;2609;127;37;604;79;0;3;0;NA;NA;13431;"1_D5_CETE_NA"
NA;NA;1;"D5";NA;0;"CHFU";1;64;2;0,01;NA;5;6,5;2704;32;8;633;78;1;5;0;NA;NA;128;"1_D5_CHFU_NA"
NA;NA;1;"E2";NA;0;"BEMA";12;1320;330;0,01;NA;6,5;2;2485;251;62;623;58;12;2;0;NA;NA;435600;"1_E2_BEMA_NA"
NA;NA;1;"E2";NA;0;"CETE";1;1665;15;0,01;NA;6,5;2;2609;127;12;673;70;0;2;2;NA;NA;24975;"1_E2_CETE_NA"
NA;NA;1;"E3";NA;0;"BEMA";12;160;40;0,01;NA;6,5;3,5;2485;251;62;555;50;12;4;0;NA;NA;6400;"1_E3_BEMA_NA"
NA;NA;1;"E3";NA;0;"CETE";2;2775;25;0,01;NA;6,5;3,5;2609;127;25;592;60;2;3;0;NA;NA;69375;"1_E3_CETE_NA"
NA;NA;1;"E3";NA;3;"LEMA";46;875,5;17;3;NA;6,5;3,5;867;1869;431;186;16;46;2;2;NA;NA;14883,5;"1_E3_LEMA_NA"
NA;NA;1;"E4";NA;0;"BEMA";5;80;20;0,01;NA;6,5;5;2485;251;56;566;67;5;2;2;NA;NA;1600;"1_E4_BEMA_NA"
NA;NA;1;"E4";NA;0;"CETE";16;2941,5;26,5;0,01;NA;6,5;5;2609;127;24;598;56;16;3;10;NA;NA;77949,75;"1_E4_CETE_NA"
NA;NA;1;"E5";NA;0;"BEMA";7;456;114;0,01;NA;6,5;6,5;2485;251;43;601;86;7;1;2;NA;NA;51984;"1_E5_BEMA_NA"
NA;NA;1;"E5";NA;0;"CETE";14;666;6;0,01;NA;6,5;6,5;2609;127;27;617;79;14;2;0;NA;NA;3996;"1_E5_CETE_NA"
NA;NA;1;"E5";NA;3;"LEMA";71;708;12;3;NA;6,5;6,5;867;1869;467;177;22;71;1;3;NA;NA;8496;"1_E5_LEMA_NA"
NA;NA;1;"E5";NA;0;"PUPA";1;46;2;0,01;NA;6,5;6,5;2722;14;9;635;93;0;2;2;NA;NA;92;"1_E5_PUPA_NA"
NA;NA;2;"B2";NA;0;"BEMA";4;136;34;0,01;NA;35;28;4026;350;50;851;95;4;8;0;NA;NA;4624;"2_B2_BEMA_NA"
NA;NA;2;"B2";NA;5;"LEMA";74;432;8;5;NA;35;28;1545;2831;529;372;25;74;0;6;NA;NA;3456;"2_B2_LEMA_NA"
NA;NA;2;"B2";NA;0;"SCLA";1;62;2;0,01;NA;35;28;4275;101;12;889;98;1;7;0;NA;NA;124;"2_B2_SCLA_NA"
NA;NA;2;"B3";NA;0;"BEMA";5;192;48;0,01;NA;35;29,5;4026;350;64;918;101;5;1;2;NA;NA;9216;"2_B3_BEMA_NA"
NA;NA;2;"B3";NA;0;"CETE";28;555;5;0,01;NA;35;29,5;3927;449;118;864;78;28;2;2;NA;NA;2775;"2_B3_CETE_NA"
NA;NA;2;"B3";NA;0;"PUPA";1;115;5;0,01;NA;35;29,5;4326;50;9;973;106;0;10;0;NA;NA;575;"2_B3_PUPA_NA"
NA;NA;2;"B3";NA;0;"SCLA";1;93;3;0,01;NA;35;29,5;4275;101;13;969;106;0;4;0;NA;NA;279;"2_B3_SCLA_NA"
NA;NA;2;"B4";NA;0;"BEMA";12;68;17;0,01;NA;35;31;4026;350;71;982;111;12;2;3;NA;NA;1156;"2_B4_BEMA_NA"
NA;NA;2;"B4";NA;0;"CETE";15;777;7;0,01;NA;35;31;3927;449;147;906;108;15;4;0;NA;NA;5439;"2_B4_CETE_NA"
NA;NA;2;"B4";NA;0;"PUPA";1;115;5;0,01;NA;35;31;4326;50;15;1038;122;1;4;0;NA;NA;575;"2_B4_PUPA_NA"
NA;NA;2;"B4";NA;0;"SCLA";2;31;1;0,01;NA;35;31;4275;101;10;1043;121;2;5;0;NA;NA;31;"2_B4_SCLA_NA"
NA;NA;2;"B5";NA;0;"BEMA";7;72;18;0,01;NA;35;32,5;4026;350;77;1089;119;7;5;3;NA;NA;1296;"2_B5_BEMA_NA"
NA;NA;2;"B5";NA;0;"CETE";17;666;6;0,01;NA;35;32,5;3927;449;119;1047;109;17;3;4;NA;NA;3996;"2_B5_CETE_NA"
NA;NA;2;"B5";NA;0;"PUPA";1;103,5;4,5;0,01;NA;35;32,5;4326;50;21;1145;126;0;2;0;NA;NA;465,75;"2_B5_PUPA_NA"
NA;NA;2;"C2";NA;0;"BEMA";9;352;88;0,01;NA;36,5;28;4026;350;72;747;107;9;12;0;NA;NA;30976;"2_C2_BEMA_NA"
NA;NA;2;"C2";NA;0;"CETE";11;2997;27;0,01;NA;36,5;28;3927;449;103;716;105;11;4;3;NA;NA;80919;"2_C2_CETE_NA"
NA;NA;2;"C2";NA;1;"LEMA";55;1520;19;1;NA;36,5;28;1545;2831;527;292;61;55;7;1;NA;NA;28880;"2_C2_LEMA_NA"
NA;NA;2;"C2";NA;2;"PUPA";1;9;9;2;NA;36,5;28;4326;50;8;811;116;0;6;0;NA;NA;81;"2_C2_PUPA_NA"
NA;NA;2;"C2";NA;0;"SCLA";2;62;2;0,01;NA;36,5;28;4275;101;17;802;114;2;2;0;NA;NA;124;"2_C2_SCLA_NA"
NA;NA;2;"C3";NA;0;"BEMA";7;248;62;0,01;NA;36,5;29,5;4026;350;78;787;73;7;4;0;NA;NA;15376;"2_C3_BEMA_NA"
NA;NA;2;"C3";NA;0;"CETE";9;3774;34;0,01;NA;36,5;29,5;3927;449;135;730;71;9;1;4;NA;NA;128316;"2_C3_CETE_NA"
NA;NA;2;"C3";NA;0;"CHFU";4;96;3;0,01;NA;36,5;29,5;4334;42;13;852;76;4;3;1;NA;NA;288;"2_C3_CHFU_NA"
NA;NA;2;"C3";NA;0;"PUPA";2;115;5;0,01;NA;36,5;29,5;4326;50;1;864;78;2;2;0;NA;NA;575;"2_C3_PUPA_NA"
NA;NA;2;"C3";NA;0;"SCLA";2;62;2;0,01;NA;36,5;29,5;4275;101;15;850;78;2;3;0;NA;NA;124;"2_C3_SCLA_NA"
NA;NA;2;"C4";NA;0;"BEMA";10;56;14;0,01;NA;36,5;31;4026;350;89;761;150;10;10;2;NA;NA;784;"2_C4_BEMA_NA"
NA;NA;2;"C4";NA;0;"CETE";33;777;7;0,01;NA;36,5;31;3927;449;111;739;127;33;2;0;NA;NA;5439;"2_C4_CETE_NA"
NA;NA;2;"C4";NA;0;"CHFU";1;32;1;0,01;NA;36,5;31;4334;42;6;844;160;0;5;0;NA;NA;32;"2_C4_CHFU_NA"
NA;NA;2;"C4";NA;0;"PUPA";1;92;4;0,01;NA;36,5;31;4326;50;10;840;160;0;7;0;NA;NA;368;"2_C4_PUPA_NA"
NA;NA;2;"C4";NA;0;"SCLA";1;31;1;0,01;NA;36,5;31;4275;101;17;833;159;1;6;0;NA;NA;31;"2_C4_SCLA_NA"
NA;NA;2;"C5";NA;0;"BEMA";15;116;29;0,01;NA;36,5;32,5;4026;350;80;982;147;15;9;1;NA;NA;3364;"2_C5_BEMA_NA"
NA;NA;2;"C5";NA;0;"CETE";8;666;6;0,01;NA;36,5;32,5;3927;449;123;939;154;8;2;0;NA;NA;3996;"2_C5_CETE_NA"
NA;NA;2;"C5";NA;0;"SCLA";1;62;2;0,01;NA;36,5;32,5;4275;101;23;1039;161;1;4;0;NA;NA;124;"2_C5_SCLA_NA"
NA;NA;2;"D2";NA;0;"BEMA";16;312;78;0,01;NA;38;28;4026;350;88;711;93;16;1;0;NA;NA;24336;"2_D2_BEMA_NA"
NA;NA;2;"D2";NA;2;"CETE";26;666;6;2;NA;38;28;3927;449;82;717;83;26;7;1;NA;NA;3996;"2_D2_CETE_NA"
NA;NA;2;"D2";NA;1;"LEMA";53;432;9;1;NA;38;28;1545;2831;501;298;56;53;1;2;NA;NA;3888;"2_D2_LEMA_NA"
NA;NA;2;"D2";NA;0;"SCLA";4;62;2;0,01;NA;38;28;4275;101;18;781;105;4;1;0;NA;NA;124;"2_D2_SCLA_NA"
NA;NA;2;"D2";NA;0;"SOAS";4;330;6;0,01;NA;38;28;4320;56;14;785;105;4;5;0;NA;NA;1980;"2_D2_SOAS_NA"
NA;NA;2;"D3";NA;0;"BEMA";12;240;60;0,01;NA;38;29,5;4026;350;81;731;65;12;3;0;NA;NA;14400;"2_D3_BEMA_NA"
NA;NA;2;"D3";NA;0;"CETE";7;2220;20;0,01;NA;38;29,5;3927;449;118;694;70;7;4;0;NA;NA;44400;"2_D3_CETE_NA"
NA;NA;2;"D3";NA;0;"CHFU";2;256;8;0,01;NA;38;29,5;4334;42;13;799;75;2;9;0;NA;NA;2048;"2_D3_CHFU_NA"
NA;NA;2;"D3";NA;0;"PUPA";1;92;4;0,01;NA;38;29,5;4326;50;4;808;77;0;4;0;NA;NA;368;"2_D3_PUPA_NA"
NA;NA;2;"D3";NA;0;"SCLA";5;77,5;2,5;0,01;NA;38;29,5;4275;101;11;801;72;5;4;0;NA;NA;193,75;"2_D3_SCLA_NA"
NA;NA;2;"D4";NA;0;"BEMA";10;64;16;0,01;NA;38;31;4026;350;95;751;65;10;3;3;NA;NA;1024;"2_D4_BEMA_NA"
NA;NA;2;"D4";NA;0;"CETE";8;1665;15;0,01;NA;38;31;3927;449;108;738;67;8;3;0;NA;NA;24975;"2_D4_CETE_NA"
NA;NA;2;"D4";NA;0;"SCLA";1;31;1;0,01;NA;38;31;4275;101;25;821;75;0;3;0;NA;NA;31;"2_D4_SCLA_NA"
NA;NA;2;"D5";NA;0;"BEMA";21;148;37;0,01;NA;38;32,5;4026;350;77;1032;80;21;3;0;NA;NA;5476;"2_D5_BEMA_NA"
NA;NA;2;"D5";NA;0;"CETE";19;3108;28;0,01;NA;38;32,5;3927;449;121;988;82;19;3;1;NA;NA;87024;"2_D5_CETE_NA"
NA;NA;2;"D5";NA;1;"LEMA";53;570;10;1;NA;38;32,5;1545;2831;668;441;48;53;4;4;NA;NA;5700;"2_D5_LEMA_NA"
NA;NA;2;"D5";NA;0;"PUPA";1;92;4;0,01;NA;38;32,5;4326;50;16;1093;100;1;1;0;NA;NA;368;"2_D5_PUPA_NA"
NA;NA;2;"D5";NA;0;"SCLA";6;46,5;1,5;0,01;NA;38;32,5;4275;101;23;1086;95;6;3;0;NA;NA;69,75;"2_D5_SCLA_NA"
NA;NA;2;"E2";NA;0;"BEMA";9;104;26;0,01;NA;39,5;28;4026;350;93;696;70;9;8;0;NA;NA;2704;"2_E2_BEMA_NA"
NA;NA;2;"E2";NA;2;"CETE";6;1332;12;2;NA;39,5;28;3927;449;89;700;73;6;5;0;NA;NA;15984;"2_E2_CETE_NA"
NA;NA;2;"E2";NA;0;"PUPA";2;138;6;0,01;NA;39,5;28;4326;50;3;786;77;2;3;0;NA;NA;828;"2_E2_PUPA_NA"
NA;NA;2;"E3";NA;0;"BEMA";10;60;15;0,01;NA;39,5;29,5;4026;350;71;641;73;10;4;0;NA;NA;900;"2_E3_BEMA_NA"
NA;NA;2;"E3";NA;0;"CETE";14;1221;11;0,01;NA;39,5;29,5;3927;449;80;632;69;14;1;7;NA;NA;13431;"2_E3_CETE_NA"
NA;NA;2;"E3";NA;0;"SOAS";10;806,666666666667;14,6666666666667;0,01;NA;39,5;29,5;4320;56;27;685;73;10;0;0;NA;NA;11831,1111111111;"2_E3_SOAS_NA"
NA;NA;2;"E4";NA;0;"BEMA";10;264;66;0,01;NA;39,5;31;4026;350;102;718;100;10;1;1;NA;NA;17424;"2_E4_BEMA_NA"
NA;NA;2;"E4";NA;2;"CETE";11;555;5;2;NA;39,5;31;3927;449;82;738;99;11;3;6;NA;NA;2775;"2_E4_CETE_NA"
NA;NA;2;"E4";NA;0;"CHFU";2;32;1;0,01;NA;39,5;31;4334;42;2;818;108;2;7;0;NA;NA;32;"2_E4_CHFU_NA"
NA;NA;2;"E4";NA;0;"SCLA";1;31;1;0,01;NA;39,5;31;4275;101;33;787;109;1;5;1;NA;NA;31;"2_E4_SCLA_NA"
NA;NA;2;"E4";NA;0;"SOAS";9;385;7;0,01;NA;39,5;31;4320;56;28;792;101;9;3;1;NA;NA;2695;"2_E4_SOAS_NA"
NA;NA;2;"E5";NA;0;"BEMA";10;320;80;0,01;NA;39,5;32,5;4026;350;100;1043;63;10;4;1;NA;NA;25600;"2_E5_BEMA_NA"
NA;NA;2;"E5";NA;2;"CETE";7;555;5;2;NA;39,5;32,5;3927;449;111;1032;66;7;8;0;NA;NA;2775;"2_E5_CETE_NA"
NA;NA;2;"E5";NA;1;"LEMA";41;637;14;1;NA;39,5;32,5;1545;2831;710;433;32;41;8;0;NA;NA;8918;"2_E5_LEMA_NA"
NA;NA;2;"E5";NA;0;"PUPA";1;207;9;0,01;NA;39,5;32,5;4326;50;11;1132;72;1;5;0;NA;NA;1863;"2_E5_PUPA_NA"
NA;NA;2;"E5";NA;0;"SCLA";9;93;3;0,01;NA;39,5;32,5;4275;101;27;1116;64;9;4;0;NA;NA;279;"2_E5_SCLA_NA"
NA;NA;3;"B2";NA;0;"BEMA";2;20;5;0,01;NA;80;56;6676;98;23;1540;201;2;6;0;NA;NA;100;"3_B2_BEMA_NA"
NA;NA;3;"B2";NA;0;"CHMI";8;28;2;0,01;NA;80;56;6696;78;26;1537;195;8;9;1;NA;NA;56;"3_B2_CHMI_NA"
NA;NA;3;"B3";NA;0;"BEMA";2;36;9;0,01;NA;80;57,5;6676;98;28;1546;156;2;12;0;NA;NA;324;"3_B3_BEMA_NA"
NA;NA;3;"B3";NA;0;"CETE";1;777;7;0,01;NA;80;57,5;6681;93;13;1561;158;0;6;0;NA;NA;5439;"3_B3_CETE_NA"
NA;NA;3;"B3";NA;0;"CHMI";2;14;1;0,01;NA;80;57,5;6696;78;31;1543;156;2;7;0;NA;NA;14;"3_B3_CHMI_NA"
NA;NA;3;"B4";NA;0;"CETE";6;222;2;0,01;NA;80;59;6681;93;12;1402;187;6;5;1;NA;NA;444;"3_B4_CETE_NA"
NA;NA;3;"B4";NA;0;"CHMI";1;42;3;0,01;NA;80;59;6696;78;28;1386;192;1;13;0;NA;NA;126;"3_B4_CHMI_NA"
NA;NA;3;"B4";NA;2;"PUPA";5;78;13;2;NA;80;59;6684;90;34;1380;188;5;6;0;NA;NA;1014;"3_B4_PUPA_NA"
NA;NA;3;"B4";NA;0;"SCLA";4;77,5;2,5;0,01;NA;80;59;6736;38;12;1402;189;4;16;0;NA;NA;193,75;"3_B4_SCLA_NA"
NA;NA;3;"B5";NA;0;"BEMA";2;96;24;0,01;NA;80;60,5;6676;98;28;1435;247;2;10;0;NA;NA;2304;"3_B5_BEMA_NA"
NA;NA;3;"B5";NA;2;"LEMA";28;296,666666666667;5;2;NA;80;60,5;5887;887;206;1257;221;28;9;0;NA;NA;1483,33333333333;"3_B5_LEMA_NA"
NA;NA;3;"B5";NA;3;"PUPA";9;678,5;11,5;3;NA;80;60,5;6684;90;31;1432;240;9;6;1;NA;NA;7802,75;"3_B5_PUPA_NA"
NA;NA;3;"B5";NA;0;"SCLA";2;62;2;0,01;NA;80;60,5;6736;38;12;1451;247;2;12;0;NA;NA;124;"3_B5_SCLA_NA"
NA;NA;3;"C2";NA;0;"BEMA";1;48;12;0,01;NA;81,5;56;6676;98;18;1522;158;1;1;0;NA;NA;576;"3_C2_BEMA_NA"
NA;NA;3;"C2";NA;0;"CETE";3;1221;11;0,01;NA;81,5;56;6681;93;2;1538;156;3;8;1;NA;NA;13431;"3_C2_CETE_NA"
NA;NA;3;"C2";NA;3;"LEMA";14;106;2;3;NA;81,5;56;5887;887;67;1473;145;14;5;1;NA;NA;212;"3_C2_LEMA_NA"
NA;NA;3;"C2";NA;0;"SCLA";1;62;2;0,01;NA;81,5;56;6736;38;10;1530;158;1;5;0;NA;NA;124;"3_C2_SCLA_NA"
NA;NA;3;"C3";NA;0;"BEMA";7;100;25;0,01;NA;81,5;57,5;6676;98;15;1617;111;7;7;0;NA;NA;2500;"3_C3_BEMA_NA"
NA;NA;3;"C3";NA;0;"CETE";1;777;7;0,01;NA;81,5;57,5;6681;93;24;1608;117;1;11;0;NA;NA;5439;"3_C3_CETE_NA"
NA;NA;3;"C3";NA;1;"CHFU";14;429;33;1;NA;81,5;57,5;6726;48;8;1624;104;14;6;1;NA;NA;14157;"3_C3_CHFU_NA"
NA;NA;3;"C3";NA;3;"LEMA";11;630;15;3;NA;81,5;57,5;5887;887;102;1530;107;11;3;0;NA;NA;9450;"3_C3_LEMA_NA"
NA;NA;3;"C3";NA;0;"SCLA";2;93;3;0,01;NA;81,5;57,5;6736;38;13;1619;116;2;5;0;NA;NA;279;"3_C3_SCLA_NA"
NA;NA;3;"C3";NA;0;"SOAS";1;110;2;0,01;NA;81,5;57,5;6762;12;1;1631;118;0;8;0;NA;NA;220;"3_C3_SOAS_NA"
NA;NA;3;"C4";NA;0;"BEMA";5;20;5;0,01;NA;81,5;59;6676;98;20;1436;237;5;1;1;NA;NA;100;"3_C4_BEMA_NA"
NA;NA;3;"C4";NA;0;"CETE";2;1221;11;0,01;NA;81,5;59;6681;93;26;1430;240;2;8;3;NA;NA;13431;"3_C4_CETE_NA"
